# generated by scripts/stat-model.py from awakened-poe-trade@ce551eb7 renderer/public/data/en/stats.ndjson, ../trade-query/data/stats-2026-09-12.json, ../trade-query/data/stat-collisions.csv, ../repoe/data/trade-stat-map.csv
trade_id,category,capture_text,capture_option,apt_carries,apt_ref,apt_container,apt_group_strat,apt_ids_in_category,apt_ref_equals_capture_text,collision,collision_size,collision_verdict,repoe_english
explicit.indexable_skill_166,explicit,+# to Level of all Siphoning Trap Gems,,yes,+# to Level of all Siphoning Trap Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_167,explicit,+# to Level of all Flamethrower Trap Gems,,yes,+# to Level of all Flamethrower Trap Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_168,explicit,+# to Level of all Lightning Spire Trap Gems,,yes,+# to Level of all Lightning Spire Trap Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_169,explicit,+# to Level of all Seismic Trap Gems,,yes,+# to Level of all Seismic Trap Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_17,explicit,+# to Level of all Detonate Dead Gems,,yes,+# to Level of all Detonate Dead Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_170,explicit,+# to Level of all Vulnerability Gems,,yes,+# to Level of all Vulnerability Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_171,explicit,+# to Level of all Tectonic Slam Gems,,yes,+# to Level of all Tectonic Slam Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_172,explicit,+# to Level of all Spectral Shield Throw Gems,,yes,+# to Level of all Spectral Shield Throw Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_173,explicit,+# to Level of all Herald of Purity Gems,,yes,+# to Level of all Herald of Purity Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_174,explicit,+# to Level of all Herald of Agony Gems,,yes,+# to Level of all Herald of Agony Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_175,explicit,+# to Level of all Consecrated Path Gems,,yes,+# to Level of all Consecrated Path Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_176,explicit,+# to Level of all Smite Gems,,yes,+# to Level of all Smite Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_177,explicit,+# to Level of all Scourge Arrow Gems,,yes,+# to Level of all Scourge Arrow Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_178,explicit,+# to Level of all Toxic Rain Gems,,yes,+# to Level of all Toxic Rain Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_179,explicit,+# to Level of all Summon Holy Relic Gems,,yes,+# to Level of all Summon Holy Relic Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_18,explicit,+# to Level of all Caustic Arrow Gems,,yes,+# to Level of all Caustic Arrow Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_180,explicit,+# to Level of all Winter Orb Gems,,yes,+# to Level of all Winter Orb Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_181,explicit,+# to Level of all Storm Brand Gems,,yes,+# to Level of all Storm Brand Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_182,explicit,+# to Level of all Armageddon Brand Gems,,yes,+# to Level of all Armageddon Brand Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_183,explicit,+# to Level of all Brand Recall Gems,,yes,+# to Level of all Brand Recall Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_184,explicit,+# to Level of all War Banner Gems,,yes,+# to Level of all War Banner Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_185,explicit,+# to Level of all Dread Banner Gems,,yes,+# to Level of all Dread Banner Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_186,explicit,+# to Level of all Shattering Steel Gems,,yes,+# to Level of all Shattering Steel Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_187,explicit,+# to Level of all Lancing Steel Gems,,yes,+# to Level of all Lancing Steel Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_188,explicit,+# to Level of all Purifying Flame Gems,,yes,+# to Level of all Purifying Flame Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_189,explicit,+# to Level of all Soulrend Gems,,yes,+# to Level of all Soulrend Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_19,explicit,+# to Level of all Creeping Frost Gems,,yes,+# to Level of all Creeping Frost Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_190,explicit,+# to Level of all Bane Gems,,yes,+# to Level of all Bane Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_191,explicit,+# to Level of all Divine Ire Gems,,yes,+# to Level of all Divine Ire Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_192,explicit,+# to Level of all Wave of Conviction Gems,,yes,+# to Level of all Wave of Conviction Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_193,explicit,+# to Level of all Zealotry Gems,,yes,+# to Level of all Zealotry Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_194,explicit,+# to Level of all Malevolence Gems,,yes,+# to Level of all Malevolence Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_195,explicit,+# to Level of all Precision Gems,,yes,+# to Level of all Precision Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_196,explicit,+# to Level of all Steelskin Gems,,yes,+# to Level of all Steelskin Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_197,explicit,+# to Level of all Dash Gems,,yes,+# to Level of all Dash Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_198,explicit,+# to Level of all Bladestorm Gems,,yes,+# to Level of all Bladestorm Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_199,explicit,+# to Level of all Blood and Sand Gems,,yes,+# to Level of all Blood and Sand Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_2,explicit,+# to Level of all Ice Nova Gems,,yes,+# to Level of all Ice Nova Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_20,explicit,+# to Level of all Ice Shot Gems,,yes,+# to Level of all Ice Shot Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_200,explicit,+# to Level of all Berserk Gems,,yes,+# to Level of all Berserk Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_201,explicit,+# to Level of all Perforate Gems,,yes,+# to Level of all Perforate Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_202,explicit,+# to Level of all Chain Hook Gems,,yes,+# to Level of all Chain Hook Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_203,explicit,+# to Level of all Frostblink Gems,,yes,+# to Level of all Frostblink Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_204,explicit,+# to Level of all Flesh and Stone Gems,,yes,+# to Level of all Flesh and Stone Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_205,explicit,+# to Level of all Pride Gems,,yes,+# to Level of all Pride Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_206,explicit,+# to Level of all Cobra Lash Gems,,yes,+# to Level of all Cobra Lash Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_207,explicit,+# to Level of all Withering Step Gems,,yes,+# to Level of all Withering Step Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_208,explicit,+# to Level of all Venom Gyre Gems,,yes,+# to Level of all Venom Gyre Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_209,explicit,+# to Level of all Summon Skitterbots Gems,,yes,+# to Level of all Summon Skitterbots Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_21,explicit,+# to Level of all Static Strike Gems,,yes,+# to Level of all Static Strike Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_210,explicit,+# to Level of all Plague Bearer Gems,,yes,+# to Level of all Plague Bearer Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_211,explicit,+# to Level of all Pestilent Strike Gems,,yes,+# to Level of all Pestilent Strike Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_212,explicit,+# to Level of all Summon Carrion Golem Gems,,yes,+# to Level of all Summon Carrion Golem Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_213,explicit,+# to Level of all Artillery Ballista Gems,,yes,+# to Level of all Artillery Ballista Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_214,explicit,+# to Level of all Shrapnel Ballista Gems,,yes,+# to Level of all Shrapnel Ballista Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_215,explicit,+# to Level of all Ensnaring Arrow Gems,,yes,+# to Level of all Ensnaring Arrow Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_216,explicit,+# to Level of all Stormbind Gems,,yes,+# to Level of all Stormbind Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_217,explicit,+# to Level of all Blade Blast Gems,,yes,+# to Level of all Blade Blast Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_218,explicit,+# to Level of all Spellslinger Gems,,yes,+# to Level of all Spellslinger Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_219,explicit,+# to Level of all Kinetic Bolt Gems,,yes,+# to Level of all Kinetic Bolt Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_22,explicit,+# to Level of all Split Arrow Gems,,yes,+# to Level of all Split Arrow Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_220,explicit,+# to Level of all Arcane Cloak Gems,,yes,+# to Level of all Arcane Cloak Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_221,explicit,+# to Level of all Intimidating Cry Gems,,yes,+# to Level of all Intimidating Cry Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_222,explicit,+# to Level of all Ancestral Cry Gems,,yes,+# to Level of all Ancestral Cry Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_223,explicit,+# to Level of all Seismic Cry Gems,,yes,+# to Level of all Seismic Cry Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_224,explicit,+# to Level of all General's Cry Gems,,yes,+# to Level of all General's Cry Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_225,explicit,+# to Level of all Arcanist Brand Gems,,yes,+# to Level of all Arcanist Brand Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_226,explicit,+# to Level of all Penance Brand Gems,,yes,+# to Level of all Penance Brand Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_227,explicit,+# to Level of all Wintertide Brand Gems,,yes,+# to Level of all Wintertide Brand Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_228,explicit,+# to Level of all Earthshatter Gems,,yes,+# to Level of all Earthshatter Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_229,explicit,+# to Level of all Sigil of Power Gems,,yes,+# to Level of all Sigil of Power Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_23,explicit,+# to Level of all Blood Rage Gems,,yes,+# to Level of all Blood Rage Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_230,explicit,+# to Level of all Splitting Steel Gems,,yes,+# to Level of all Splitting Steel Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_231,explicit,+# to Level of all Flame Wall Gems,,yes,+# to Level of all Flame Wall Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_232,explicit,+# to Level of all Blazing Salvo Gems,,yes,+# to Level of all Blazing Salvo Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_233,explicit,+# to Level of all Crackling Lance Gems,,yes,+# to Level of all Crackling Lance Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_234,explicit,+# to Level of all Void Sphere Gems,,yes,+# to Level of all Void Sphere Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_235,explicit,+# to Level of all Frost Shield Gems,,yes,+# to Level of all Frost Shield Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_236,explicit,+# to Level of all Hydrosphere Gems,,yes,+# to Level of all Hydrosphere Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_237,explicit,+# to Level of all Hexblast Gems,,yes,+# to Level of all Hexblast Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_238,explicit,+# to Level of all Exsanguinate Gems,,yes,+# to Level of all Exsanguinate Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_239,explicit,+# to Level of all Corrupting Fever Gems,,yes,+# to Level of all Corrupting Fever Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_24,explicit,+# to Level of all Righteous Fire Gems,,yes,+# to Level of all Righteous Fire Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_240,explicit,+# to Level of all Petrified Blood Gems,,yes,+# to Level of all Petrified Blood Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_241,explicit,+# to Level of all Reap Gems,,yes,+# to Level of all Reap Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_242,explicit,+# to Level of all Defiance Banner Gems,,yes,+# to Level of all Defiance Banner Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_243,explicit,+# to Level of all Storm Rain Gems,,yes,+# to Level of all Storm Rain Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_244,explicit,+# to Level of all Rage Vortex Gems,,yes,+# to Level of all Rage Vortex Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_245,explicit,+# to Level of all Shield Crush Gems,,yes,+# to Level of all Shield Crush Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_246,explicit,+# to Level of all Summon Reaper Gems,,yes,+# to Level of all Summon Reaper Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_247,explicit,+# to Level of all Boneshatter Gems,,yes,+# to Level of all Boneshatter Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_248,explicit,+# to Level of all Ambush Gems,,yes,+# to Level of all Ambush Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_249,explicit,+# to Level of all Voltaxic Burst Gems,,yes,+# to Level of all Voltaxic Burst Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_25,explicit,+# to Level of all Discharge Gems,,yes,+# to Level of all Discharge Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_250,explicit,+# to Level of all Battlemage's Cry Gems,,yes,+# to Level of all Battlemage's Cry Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_251,explicit,+# to Level of all Absolution Gems,,yes,+# to Level of all Absolution Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_252,explicit,+# to Level of all Eye of Winter Gems,,yes,+# to Level of all Eye of Winter Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_253,explicit,+# to Level of all Spectral Helix Gems,,yes,+# to Level of all Spectral Helix Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_254,explicit,+# to Level of all Forbidden Rite Gems,,yes,+# to Level of all Forbidden Rite Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_255,explicit,+# to Level of all Blade Trap Gems,,yes,+# to Level of all Blade Trap Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_256,explicit,+# to Level of all Manabond Gems,,yes,+# to Level of all Manabond Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_257,explicit,+# to Level of all Explosive Concoction Gems,,yes,+# to Level of all Explosive Concoction Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_258,explicit,+# to Level of all Poisonous Concoction Gems,,yes,+# to Level of all Poisonous Concoction Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_259,explicit,+# to Level of all Temporal Rift Gems,,yes,+# to Level of all Temporal Rift Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_26,explicit,+# to Level of all Flicker Strike Gems,,yes,+# to Level of all Flicker Strike Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_260,explicit,+# to Level of all Energy Blade Gems,,yes,+# to Level of all Energy Blade Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_261,explicit,+# to Level of all Tornado Gems,,yes,+# to Level of all Tornado Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_262,explicit,+# to Level of all Soul Link Gems,,yes,+# to Level of all Soul Link Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_263,explicit,+# to Level of all Flame Link Gems,,yes,+# to Level of all Flame Link Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_264,explicit,+# to Level of all Intuitive Link Gems,,yes,+# to Level of all Intuitive Link Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_265,explicit,+# to Level of all Protective Link Gems,,yes,+# to Level of all Protective Link Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_266,explicit,+# to Level of all Vampiric Link Gems,,yes,+# to Level of all Vampiric Link Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_267,explicit,+# to Level of all Destructive Link Gems,,yes,+# to Level of all Destructive Link Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_268,explicit,+# to Level of all Galvanic Field Gems,,yes,+# to Level of all Galvanic Field Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_269,explicit,+# to Level of all Lightning Conduit Gems,,yes,+# to Level of all Lightning Conduit Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_27,explicit,+# to Level of all Spark Gems,,yes,+# to Level of all Spark Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_270,explicit,+# to Level of all Alchemist's Mark Gems,,yes,+# to Level of all Alchemist's Mark Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_271,explicit,+# to Level of all Frozen Legion Gems,,yes,+# to Level of all Frozen Legion Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_272,explicit,+# to Level of all Volcanic Fissure Gems,,yes,+# to Level of all Volcanic Fissure Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_273,explicit,+# to Level of all Automation Gems,,yes,+# to Level of all Automation Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_274,explicit,+# to Level of all Autoexertion Gems,,yes,+# to Level of all Autoexertion Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_275,explicit,+# to Level of all Divine Retribution Gems,,yes,+# to Level of all Divine Retribution Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_276,explicit,+# to Level of all Conflagration Gems,,yes,+# to Level of all Conflagration Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_277,explicit,+# to Level of all Kinetic Fusillade Gems,,yes,+# to Level of all Kinetic Fusillade Gems (Random Skill Gem),group,trivial-merge,1,no,yes,2,group_trivial-merge,no
explicit.indexable_skill_278,explicit,+# to Level of all Kinetic Rain Gems,,yes,+# to Level of all Kinetic Rain Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_279,explicit,+# to Level of all Somatic Shell Gems,,yes,+# to Level of all Somatic Shell Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_28,explicit,+# to Level of all Ice Spear Gems,,yes,+# to Level of all Ice Spear Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_280,explicit,+# to Level of all Wall of Force Gems,,yes,+# to Level of all Wall of Force Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_281,explicit,+# to Level of all Thunderstorm Gems,,yes,+# to Level of all Thunderstorm Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_282,explicit,+# to Level of all Kinetic Fusillade Gems,,yes,+# to Level of all Kinetic Fusillade Gems (Random Skill Gem),group,trivial-merge,1,no,yes,2,group_trivial-merge,no
explicit.indexable_skill_283,explicit,+# to Level of all Holy Hammers Gems,,yes,+# to Level of all Holy Hammers Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_284,explicit,+# to Level of all Shield of Light Gems,,yes,+# to Level of all Shield of Light Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_285,explicit,+# to Level of all Holy Strike Gems,,yes,+# to Level of all Holy Strike Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_286,explicit,+# to Level of all Divine Blast Gems,,yes,+# to Level of all Divine Blast Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_287,explicit,+# to Level of all Mana-Infused Staff Gems,,yes,+# to Level of all Mana-Infused Staff Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_29,explicit,+# to Level of all Raise Spectre Gems,,yes,+# to Level of all Raise Spectre Gems (Random Skill Gem),plain,,1,no,yes,2,separate_entries,yes
explicit.indexable_skill_3,explicit,+# to Level of all Leap Slam Gems,,yes,+# to Level of all Leap Slam Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_30,explicit,+# to Level of all Infernal Blow Gems,,yes,+# to Level of all Infernal Blow Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_31,explicit,+# to Level of all Glacial Hammer Gems,,yes,+# to Level of all Glacial Hammer Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_32,explicit,+# to Level of all Frost Wall Gems,,yes,+# to Level of all Frost Wall Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_33,explicit,+# to Level of all Freezing Pulse Gems,,yes,+# to Level of all Freezing Pulse Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_34,explicit,+# to Level of all Shock Nova Gems,,yes,+# to Level of all Shock Nova Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_35,explicit,+# to Level of all Viper Strike Gems,,yes,+# to Level of all Viper Strike Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_36,explicit,+# to Level of all Phase Run Gems,,yes,+# to Level of all Phase Run Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_37,explicit,+# to Level of all Explosive Arrow Gems,,yes,+# to Level of all Explosive Arrow Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_38,explicit,+# to Level of all Temporal Chains Gems,,yes,+# to Level of all Temporal Chains Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_39,explicit,+# to Level of all Elemental Weakness Gems,,yes,+# to Level of all Elemental Weakness Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_4,explicit,+# to Level of all Holy Sweep Gems,,yes,+# to Level of all Holy Sweep Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_40,explicit,+# to Level of all Warlord's Mark Gems,,yes,+# to Level of all Warlord's Mark Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_41,explicit,+# to Level of all Punishment Gems,,yes,+# to Level of all Punishment Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_42,explicit,+# to Level of all Enfeeble Gems,,yes,+# to Level of all Enfeeble Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_43,explicit,+# to Level of all Assassin's Mark Gems,,yes,+# to Level of all Assassin's Mark Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_44,explicit,+# to Level of all Sniper's Mark Gems,,yes,+# to Level of all Sniper's Mark Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_45,explicit,+# to Level of all Despair Gems,,yes,+# to Level of all Despair Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_46,explicit,+# to Level of all Lightning Warp Gems,,yes,+# to Level of all Lightning Warp Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_47,explicit,+# to Level of all Summon Skeletons Gems,,yes,+# to Level of all Summon Skeletons Gems (Random Skill Gem),plain,,1,no,no,,,yes
explicit.indexable_skill_48,explicit,+# to Level of all Glacial Shield Swipe Gems,,yes,+# to Level of all Glacial Shield Swipe Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_49,explicit,+# to Level of all Crushing Fist Gems,,yes,+# to Level of all Crushing Fist Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_5,explicit,+# to Level of all Ground Slam Gems,,yes,+# to Level of all Ground Slam Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_50,explicit,+# to Level of all Swordstorm Gems,,yes,+# to Level of all Swordstorm Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_51,explicit,+# to Level of all Heavy Strike Gems,,yes,+# to Level of all Heavy Strike Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_52,explicit,+# to Level of all Dominating Blow Gems,,yes,+# to Level of all Dominating Blow Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_53,explicit,+# to Level of all Rain of Arrows Gems,,yes,+# to Level of all Rain of Arrows Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_54,explicit,+# to Level of all Firestorm Gems,,yes,+# to Level of all Firestorm Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_55,explicit,+# to Level of all Lightning Strike Gems,,yes,+# to Level of all Lightning Strike Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_56,explicit,+# to Level of all Tempest Shield Gems,,yes,+# to Level of all Tempest Shield Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_57,explicit,+# to Level of all Molten Shell Gems,,yes,+# to Level of all Molten Shell Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_58,explicit,+# to Level of all Power Siphon Gems,,yes,+# to Level of all Power Siphon Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_59,explicit,+# to Level of all Puncture Gems,,yes,+# to Level of all Puncture Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_6,explicit,+# to Level of all Cleave Gems,,yes,+# to Level of all Cleave Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_60,explicit,+# to Level of all Lightning Arrow Gems,,yes,+# to Level of all Lightning Arrow Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_61,explicit,+# to Level of all Arc Gems,,yes,+# to Level of all Arc Gems (Random Skill Gem),plain,,1,no,no,,,no
explicit.indexable_skill_62,explicit,+# to Level of all Haste Gems,,yes,+# to Level of all Haste Gems (Random Skill Gem),plain,,1,no,no,,,no
