# generated by scripts/hash-check.py from PathOfBuilding/src/Data/Mod*.lua @ 16de4b82, poe1/data/mods.json and stat_translations.json @ e2bd511a, ../trade-query/data/stats-2026-09-12.json
stat_id,stats_dat_hash,trade_number,attributed_by
critical_strikes_do_not_always_apply_non_damaging_ailments,1974980973,249545292,export
critical_strikes_do_not_always_freeze,1507421871,3979476531,export
critical_strikes_penetrates_%_elemental_resistances_while_affected_by_zealotry,765738645,2091518682,export
crits_have_culling_strike,575322317,2996445420,export
culling_strike_on_burning_enemies,1671114114,1777334641,export
culling_strike_on_enemies_affected_by_poachers_mark,3947957982,2114080270,export
culling_strike_on_frozen_enemies,3290001805,2664667514,export
culling_strike_vs_cursed_enemies,3294504243,2150694455,export
culling_strike_with_tinctured_weapons,3732464695,802532569,pob
curse_area_of_effect_+%,154688363,153777645,export
curse_aura_skills_mana_reservation_efficiency_+%,3572182805,443165947,export+pob
curse_aura_skills_mana_reservation_efficiency_-2%_per_1,3117861800,714566414,export
curse_aura_skills_reserve_life,2381055298,3840847348,export
curse_cast_speed_+%,505314831,2378065031,export
curse_effect_+%,1845297819,2353576063,export
curse_effect_on_self_+%,3993755140,3407849389,export
curse_effect_on_self_+%_while_on_consecrated_ground,4211414770,3444629796,export
curse_on_block_%_chance_flammability_with_+20%_effect,1179834137,2776399916,export
curse_on_block_level_5_vulnerability,2567038976,3477714116,export
curse_on_hit_%_conductivity,3207805625,710372469,export
curse_on_hit_%_despair,2719640918,2764915899,export
curse_on_hit_%_elemental_weakness,369266723,2028847114,export
curse_on_hit_%_enfeeble,2764952672,1625819882,export
curse_on_hit_%_flammability,73711539,654274615,export
curse_on_hit_%_frostbite,4114852269,1016707110,export
curse_on_hit_%_temporal_chains,981773938,4139135963,export
curse_on_hit_%_vulnerability,2105015241,3967845372,export
curse_on_hit_level_10_vulnerability_%,2920869199,2213584313,export+pob
curse_on_hit_level_assassins_mark,926176320,3924520095,export
curse_on_hit_level_conductivity,3207805625,710372469,export+pob
curse_on_hit_level_despair,2719640918,2764915899,export+pob
curse_on_hit_level_elemental_weakness,369266723,2028847114,export+pob
curse_on_hit_level_enfeeble,2764952672,1625819882,export+pob
curse_on_hit_level_flammability,1933231911,338121249,export+pob
curse_on_hit_level_frostbite,3641464131,426847518,export+pob
curse_on_hit_level_poachers_mark,2469129386,3904501306,export
curse_on_hit_level_poachers_mark_bypass_hexproof,372506237,364728407,export+pob
curse_on_hit_level_temporal_chains,379750738,3433724931,export+pob
curse_on_hit_level_vulnerability,2105015241,3967845372,export+pob
curse_on_hit_level_warlords_mark,3876560292,2021420128,export
curse_on_melee_block_level_15_punishment,432654123,2922377850,export
curse_on_melee_strike_hit_level_flammability_ignoring_curse_limit,17434620,3814785829,export
curse_on_projectile_block_level_15_temporal_chains,2818034987,541329769,export
curse_on_spell_block_level_15_elemental_weakness,2142348309,2048643052,export
curse_pillar_curse_effect_+%_final,3179471764,4106109768,export
curse_skill_effect_duration_+%,2261096202,1435748744,export
curse_skills_cost_life_instead_of_mana,1439493517,2280341859,export
curse_with_enfeeble_on_hit_%_against_uncursed_enemies,1752367900,3804297142,export
curse_with_punishment_on_hit_%,3221177935,2950697759,export
cursed_with_silence_when_hit_%_chance,1871694035,3370064078,export
curses_you_inflict_remain_after_death,1043697524,847744351,export
cyclone_attack_speed_+%,2096042677,835592326,export
cyclone_damage_+%,182404801,1454162553,export
dagger_accuracy_rating_+%,176779968,2054715690,export
dagger_attack_speed_+%,4238900273,2538566497,export
dagger_damage_+%,4122399977,3586984690,export
damage_+%,3125968493,2154246560,export
damage_+%_against_enemies_marked_by_you,2803294903,2001747092,export
damage_+%_during_flask_effect,92729933,2947215268,export
damage_+%_for_each_trap_and_mine_active,3083128510,1351682252,export
damage_+%_for_enemies_you_inflict_spiders_web_upon,1488603305,3231424461,export
damage_+%_for_you_and_allies_affected_by_your_auras,2681246011,1419713278,export
damage_+%_if_enemy_killed_recently,950858906,1072119541,export
damage_+%_if_golem_summoned_in_past_8_seconds,2018116162,3384291300,export
damage_+%_if_have_been_ignited_recently,1448597366,430821956,export
damage_+%_if_you_have_consumed_a_corpse_recently,1486745756,2118708619,export
damage_+%_if_you_have_frozen_enemy_recently,1364208626,1064477264,export
damage_+%_if_you_have_shocked_recently,680720469,908650225,export
damage_+%_on_consecrated_ground,3365564680,1704905020,export
damage_+%_per_1%_block_chance,2476474672,3400437584,export
damage_+%_per_100_dexterity,466300510,342670903,export
damage_+%_per_100_intelligence,1715914266,3966666111,export
damage_+%_per_100_strength,1962706096,4274080377,export
damage_+%_per_15_dex,3333490515,2062174346,export
damage_+%_per_15_int,1922713058,3801128794,export
damage_+%_per_15_strength,2091777472,3948776386,export
damage_+%_per_5_of_your_lowest_attribute,3154390557,35476451,export
damage_+%_per_abyss_jewel_type,582900842,154272030,export
damage_+%_per_active_curse_on_self,3257035395,1019020209,export
damage_+%_per_crab_charge,2889836052,1019038967,export
damage_+%_per_endurance_charge,1459085231,3515686789,export
damage_+%_per_equipped_magic_item,2723957103,886366428,export
damage_+%_per_frenzy_charge,2452631472,902747843,export
damage_+%_per_poison_up_to_75%,3773538438,1034580601,export
damage_+%_per_power_charge,973328645,2034658008,export
damage_+%_per_raised_zombie,1513697082,3868443508,export
damage_+%_per_shock,2772732918,529432426,export
damage_+%_vs_abyssal_monsters,3691946421,3257279374,export
damage_+%_vs_bleeding_enemies,4114045914,1790172543,export
damage_+%_vs_blinded_enemies,2818237305,3565956680,export
damage_+%_vs_chilled_enemies,922531115,2805714016,export
damage_+%_vs_enemies_on_low_life_per_frenzy_charge,1849427436,1696792323,export
damage_+%_vs_enemies_per_freeze_shock_ignite,2255967809,4229711086,export
damage_+%_vs_frozen_enemies,517829646,1196902248,export
damage_+%_vs_hindered_enemies,609168858,528422616,export
damage_+%_vs_ignited_enemies,456652959,485151258,export
damage_+%_vs_magic_monsters,2556601257,1278047991,export
damage_+%_vs_rare_monsters,3824267570,2137878565,export
damage_+%_when_currently_has_no_energy_shield,1819039319,414379784,export
damage_+%_when_on_burning_ground,2840537813,3098087057,export
damage_+%_when_on_full_life,3708875806,592020238,export
damage_+%_when_on_low_life,195055244,1513447578,export
damage_+%_while_dead,1951578897,3582580206,export
damage_+%_while_ignited,3324656435,1686122637,export
damage_+%_while_leeching,1590030403,310246444,export
damage_+%_while_life_leeching,1672613413,3591306273,export
damage_+%_while_mana_leeching,1993590554,1994684426,export
damage_+%_with_bow_skills,2846094739,1241625305,export
damage_+%_with_movement_skills,696516343,856021430,export
damage_+%_with_non_vaal_skills_during_soul_gain_prevention,1681792741,1583385065,export
damage_+%_with_one_handed_weapons,3286199443,1010549321,export
damage_+%_with_two_handed_weapons,3164154193,1836374041,export
damage_+1%_per_X_strength_when_in_main_hand,2001052886,679194784,export
damage_cannot_be_reflected,1764933106,2670993553,export
damage_from_hits_always_and_only_bypasses_energy_shield_when_not_blocked,319544085,2331104018,export
damage_over_time_+%,4038376225,967627487,export
damage_over_time_+%_per_100_max_life,1643532719,1855381243,export
damage_over_time_+%_while_dual_wielding,3044601560,214001793,export
damage_over_time_+%_while_holding_a_shield,3018324921,1244360317,export
damage_over_time_+%_while_wielding_two_handed_weapon,3345295653,4193088553,export
damage_over_time_multiplier_+_with_attacks,1646091280,693959086,export
damage_over_time_multiplier_+_with_tinctured_weapons,4227896418,1867426121,pob
damage_penetrates_%_elemental_resistance_if_enemy_not_killed_recently,907278482,455556407,export
damage_reflected_to_enemies_%_gained_as_life,2967768313,743992531,export
damage_removed_from_mana_before_life_%_while_affected_by_clarity,769734748,2383304564,export
damage_removed_from_mana_before_life_%_while_focused,2683800171,1588539856,export
damage_removed_from_marked_target_before_life_or_es_%,2390184869,3691190311,export
damage_removed_from_spectres_before_life_or_es_%,2451927117,54812069,export
damage_removed_from_void_spawns_before_life_or_es_per_void_spawns_%,455136447,3269077876,export
damage_removed_from_your_nearest_totem_before_life_or_es_%,1259458861,2762445213,export
damage_taken_%_recovered_as_life_from_stunning_hits,1496625381,3913936991,export
damage_taken_+%_final_per_5_rage_from_painshed_capped_at_50%_less,2195618400,2733459550,export
damage_taken_+%_from_ghosts,3436560650,2156764291,export
damage_taken_+%_from_skeletons,3332142141,705686721,export
damage_taken_+%_if_have_been_frozen_recently,906486701,3616645755,export
damage_taken_+%_if_not_hit_recently_final,2195553255,67637087,export
damage_taken_+%_on_full_life,345153278,4091521421,export
damage_taken_+%_per_frenzy_charge,3321906281,1625103793,export
damage_taken_+%_while_es_full,3312817566,969865219,export
damage_taken_+%_while_phasing,2176031783,146268648,export
damage_taken_goes_to_life_over_4_seconds_%,3225429806,1444556985,export
damage_taken_goes_to_mana_%,1931481128,472520716,export
damage_taken_goes_to_mana_%_per_power_charge,3928931546,1325047894,export
damage_taken_goes_to_mana_over_4_seconds_%_while_affected_by_clarity,3577866288,380220671,export
damage_taken_per_250_dexterity_+%,928694776,2477636501,export
damage_taken_per_250_intelligence_+%,1875878802,3522931817,export
damage_taken_per_250_strength_+%,1065807730,1443108510,export
damage_taken_recouped_as_life_%_per_socketed_red_gem,1051381601,902847342,export
damage_taken_while_frozen_recouped_as_life_%,658778360,2585984986,export
damage_vs_cursed_enemies_per_enemy_curse_+%,4045547829,1818773442,export
damage_vs_enemies_on_full_life_+%,4129325285,3708045494,export
damage_vs_shocked_enemies_+%,682013228,4194900521,export
damage_while_dual_wielding_+%,3181788026,444174528,export
damage_while_no_frenzy_charges_+%,3544617082,3905661226,export
damaging_ailments_deal_damage_+%_faster,1999307187,538241406,export
dark_ritual_area_of_effect_+%,3723948553,4224588066,export
dark_ritual_damage_+%,1307127649,2206071316,export
dark_ritual_linked_curse_effect_+%,3331590411,2843908086,export
daytime_fish_caught_size_+%,1143971452,1771018579,export
deal_1000_chaos_damage_per_second_for_10_seconds_on_hit,2896585186,3322709337,export
deal_chaos_damage_per_second_for_8_seconds_on_curse,1520073302,773846741,export
deal_no_damage_when_not_on_low_life,3727923167,3716472556,export
deal_no_damage_yourself,2794819240,2248945598,export
deal_no_elemental_damage,3206921128,2998305364,export
deal_no_elemental_physical_damage,3092336570,4157542794,export
deal_no_non_chaos_damage,2173236099,3180152291,export
deal_no_non_elemental_damage,3588376402,4031851097,export
deal_no_non_lightning_damage,377389868,2075742842,export
deal_no_non_physical_damage,1028313274,282353000,export
debilitate_enemies_for_x_milliseconds_when_suppressing_their_spell,1121506607,3019649166,export
debuff_time_passed_+%,1471707540,1238227257,export
debuff_time_passed_-%_while_affected_by_haste,1360408611,207635700,export
decoy_totem_life_+%,3154732943,1631824124,export
decoy_totem_radius_+%,2404372433,1686675991,export
defences_are_zero,2198577019,4271994824,export
defiance_banner_aura_effect_+%,2059112123,1105773670,export
degen_effect_+%,2012634537,1101403182,export
delirium_aura_effect_+%,2566913069,4175197580,export
delirium_mana_reservation_+%,3014537700,4120821275,export
delirium_reserves_no_mana,1592693939,585622486,export
desecrate_cooldown_speed_+%,1074399274,740609357,export
desecrate_duration_+%,525466137,2679945072,export
desecrate_number_of_corpses_to_create,78201796,3655654928,export
desecrate_on_block_%_chance_to_create,423721719,3685028559,export
despair_curse_effect_+%,114670135,3185156108,export
despair_duration_+%,2086408285,683073695,export
despair_no_reservation,758093508,450601566,export
destructive_link_duration_+%,4036347396,728213819,export
detect_player_has_foolishly_drawn_attention,1700713588,1389615049,export
determination_aura_effect_+%,4036428800,3653400807,export
determination_mana_reservation_+%,603119867,3072232736,export
determination_mana_reservation_efficiency_+%,3929962459,325889252,export+pob
determination_mana_reservation_efficiency_-2%_per_1,2008843537,2721871046,export
determination_reserves_no_mana,1092649181,1358697130,export
detonate_dead_%_chance_to_detonate_additional_corpse,3024638246,1539846779,export
detonate_dead_damage_+%,1241695484,3087527696,export
detonate_dead_radius_+%,2619393150,482660590,export
devouring_totem_%_chance_to_consume_additional_corpse,381063668,4189505564,export
devouring_totem_leech_per_second_+%,4174969488,3317752680,export
dexterity_+%,228980983,4139681126,export
dexterity_+%_if_2_redeemer_items,3992702514,2543696990,export
dexterity_+%_if_strength_higher_than_intelligence,1927322144,2022724400,export
dexterity_skill_gem_level_+,3937842048,146924886,export
disable_blessing_skills_and_display_socketed_aura_gems_reserve_no_mana,2866635450,2497009514,export
disable_chest_slot,1062708114,4007482102,export
discharge_chance_not_to_consume_charges_%,2412470240,1833626118,export
discharge_damage_+%,1292457642,1935930829,export
discharge_radius_+,811729405,2716178075,export
discharge_radius_+%,403307020,1743954272,export
discipline_aura_effect_+%,2173817888,788317702,export
discipline_mana_reservation_+%,3860564401,2200030809,export
discipline_mana_reservation_efficiency_+%,3782142164,2081344089,export+pob
discipline_mana_reservation_efficiency_-2%_per_1,3782142164,2081344089,export
discipline_reserves_no_mana,3320278974,3708588508,export
disintegrate_secondary_beam_angle_+%,2786828722,2896346908,export
dispel_status_ailments_on_rampage_threshold,713792996,627889781,export
display_abberaths_hooves_skill_level,2729048902,3250579936,export
display_altleague_event,102387634,3249943883,export
display_area_contains_corrupting_tempest,1336289445,2836394633,export
display_attack_with_commandment_of_force_on_hit_%,349053121,2666843091,export
display_attack_with_commandment_of_fury_on_hit_%,1698187562,1554500307,export
display_attack_with_commandment_of_ire_when_hit_%,2636192054,620045439,export
display_attack_with_commandment_of_light_when_critically_hit_%,3157850513,3109915337,export
display_attack_with_commandment_of_spite_when_hit_%,1362403500,1259277978,export
display_attack_with_decree_of_force_on_hit_%,2012168871,2925650365,export
display_attack_with_decree_of_fury_on_hit_%,1820798348,2252338738,export
display_attack_with_decree_of_ire_when_hit_%,1493274797,1818525360,export
display_attack_with_decree_of_light_when_critically_hit_%,1299928331,3641868987,export
display_attack_with_decree_of_spite_when_hit_%,3409675605,889695873,export
display_attack_with_edict_of_force_on_hit_%,33287763,2760193888,export
display_attack_with_edict_of_fury_on_hit_%,2957685165,1153637043,export
display_attack_with_edict_of_ire_when_hit_%,4199852270,3285719520,export
display_attack_with_edict_of_light_when_critically_hit_%,2658687205,271342637,export
display_attack_with_edict_of_spite_when_hit_%,786979847,257027296,export
display_attack_with_word_of_force_on_hit_%,745106602,1162506883,export
display_attack_with_word_of_fury_on_hit_%,1138019566,3012437250,export
display_attack_with_word_of_ire_when_hit_%,1417349989,2472584898,export
display_attack_with_word_of_light_when_critically_hit_%,2201497687,3111060801,export
display_attack_with_word_of_spite_when_hit_%,3040962217,3992962185,export
display_cast_commandment_of_blades_on_hit_%_,3104799160,147952811,export
display_cast_commandment_of_flames_on_hit_%,2135629282,3703722637,export
display_cast_commandment_of_frost_on_kill_%,356544917,1877374369,export
display_cast_commandment_of_inferno_on_kill_%,1311298175,2020183428,export
display_cast_commandment_of_reflection_when_hit_%,3197694336,3036365740,export
display_cast_commandment_of_tempest_on_hit_%,4086688746,4203647216,export
display_cast_commandment_of_the_grave_on_kill_%,3420926689,1374371477,export
display_cast_commandment_of_thunder_on_kill_%,430523962,1988467615,export
display_cast_commandment_of_war_on_kill_%,2122201345,494477497,export
display_cast_commandment_of_winter_when_hit_%,2519889604,3222886961,export
display_cast_decree_of_blades_on_hit_%__,1378946687,165958462,export
display_cast_decree_of_flames_on_hit_%,2112008307,990408262,export
display_cast_decree_of_frost_on_kill_%,3006273947,1268512925,export
display_cast_decree_of_inferno_on_kill_%,975067572,1366391108,export
display_cast_decree_of_reflection_when_hit_%,3302362975,1792647120,export
display_cast_decree_of_tempest_on_hit_%,3386873837,1671985305,export
display_cast_decree_of_the_grave_on_kill_%,1011033403,2187415468,export
display_cast_decree_of_thunder_on_kill_%,3279104328,4152292551,export
display_cast_decree_of_war_on_kill_%,1710332928,1106926438,export
display_cast_decree_of_winter_when_hit_%,3402335635,2515273888,export
display_cast_edict_of_blades_on_hit_%_,1960622027,2160886943,export
display_cast_edict_of_flames_on_hit_%,2356141146,786149615,export
display_cast_edict_of_frost_on_kill_%,709073058,90942364,export
display_cast_edict_of_inferno_on_kill_%,1596935180,2246143608,export
display_cast_edict_of_reflection_when_hit_%,1366402191,4228580629,export
display_cast_edict_of_tempest_on_hit_%,785909747,1711789839,export
display_cast_edict_of_the_grave_on_kill_%,2285310782,308154324,export
display_cast_edict_of_thunder_on_kill_%,2656027599,603658709,export
display_cast_edict_of_war_on_kill_%,1005437031,2033463878,export
display_cast_edict_of_winter_when_hit_%,1337383353,147678606,export
display_cast_word_of_blades_on_hit_%,1780284162,756653426,export
display_cast_word_of_flames_on_hit_%,2409814959,891161612,export
display_cast_word_of_frost_on_kill_%,3785642665,3302747233,export
display_cast_word_of_inferno_on_kill_%,577875421,3901337328,export
display_cast_word_of_reflection_when_hit_%,4261535753,2634094270,export
display_cast_word_of_tempest_on_hit_%,3743752583,3610104224,export
display_cast_word_of_the_grave_on_kill_%,670156973,2527140156,export
display_cast_word_of_thunder_on_kill_%,3775444897,1350605126,export
display_cast_word_of_war_on_kill_%,652696548,1906144841,export
display_cast_word_of_winter_when_hit_%,2694365414,1354248411,export
display_cowards_trial_waves_of_monsters,2597056555,1787444936,export
display_cowards_trial_waves_of_undead_monsters,3742698524,1968038301,export
display_heist_contract_lockdown_timer_+%,1370444803,4004160031,export
display_item_generation_can_roll_minion_affixes,506715164,2994708956,export
display_item_quantity_increases_rewards_from_boss_by_x_percent_of_its_value,2676567366,989948703,export
display_item_quantity_increases_rewards_from_encounter_by_x_percent_of_its_value,2961979380,1522386771,export
display_map_augmentable_boss,3242808936,338643834,export
display_map_boss_gives_experience_+%,2234843963,2484223218,export
display_map_contains_grandmasters,3525884210,3787670808,export
display_map_final_boss_drops_higher_level_gear,888548394,2689259705,export
display_map_has_oxygen,3064142163,2378288719,export
display_map_inhabited_by_lunaris_fanatics,1221872727,3408601861,export
display_map_inhabited_by_solaris_fanatics,1232608467,2457517302,export
display_map_inhabited_by_wild_beasts,801209797,3014313201,export
display_map_large_chest,828645731,2808735733,export
display_map_larger_maze,1579821850,587175996,export
display_map_mission_id,264923940,3187151138,export
display_map_no_monsters,1398690715,1626998468,export
display_map_restless_dead,3455734970,3303551725,export
display_memory_line_abyss_beyond_monsters_from_cracks,3656335217,2789750513,export
display_memory_line_ambush_strongbox_chain,1035300878,645735818,export
display_memory_line_bestiary_capturable_harvest_monsters,3131945119,3751566939,export
display_memory_line_breach_area_is_breached,2337507550,1263962567,export
display_memory_line_breach_miniature_flash_breaches,4202596078,2518308945,export
display_memory_line_domination_shrines_to_pantheon_gods,834841777,4252342397,export
display_memory_line_essence_rogue_exiles,318504350,4139137767,export
display_memory_line_harbinger_player_is_a_harbinger,3224453768,2467500499,export
display_memory_line_harbinger_portals_everywhere,2201685569,495299940,export
display_memory_line_harvest_larger_plot_with_premium_seeds,1417850022,3422644692,export
display_memory_line_incursion_reverse,4126073738,3582614035,export
display_memory_line_torment_rares_uniques_are_possessed,2473846418,2168365746,export
display_socketed_minion_gems_supported_by_level_X_life_leech,1042481062,4006301249,export
display_trigger_arcane_wake_after_spending_200_mana_%_chance,3793973513,3344568504,export
divination_buff_on_flask_used_duration_cs,4284220288,3081454623,export
divine_tempest_beam_width_+%,1779574282,2212298325,export
divine_tempest_damage_+%,1197444217,2584129062,export
divine_tempest_number_of_additional_nearby_enemies_to_zap,3915892698,1477213724,export
dominance_additional_block_%_on_nearby_allies_per_100_strength,3290143455,3941641418,export
dominance_cast_speed_+%_on_nearby_allies_per_100_intelligence,3699844376,2373999301,export
dominance_critical_strike_multiplier_+_on_nearby_allies_per_100_dexterity,2136809443,1438488526,export
dominance_defences_+%_on_nearby_allies_per_100_strength,2919974782,3767939384,export
dominating_blow_duration_+%,1116674681,3772643988,export
dominating_blow_minion_damage_+%,995573707,4040760803,export
dominating_blow_skill_attack_damage_+%,411969819,2661979205,export
dot_multiplier_+,2447038197,3988349707,export
dot_multiplier_+_if_crit_in_past_8_seconds,3140077089,3203086927,export
dot_multiplier_+_while_affected_by_malevolence,2781104922,2736708072,export
double_animate_weapons_limit,292015258,737980235,export
double_slash_critical_strike_chance_+%,2577282708,578067404,export
double_slash_damage_+%,520162514,1844721010,export
double_slash_radius_+%,3862332688,3854723321,export
double_strike_attack_speed_+%,1539839151,2779309910,export
double_strike_chance_to_deal_double_damage_%_vs_bleeding_enemies,731777802,3125201823,export
double_strike_critical_strike_chance_+%,4230029575,1201942540,export
double_strike_damage_+%,1656751430,1809965314,export
dread_banner_aura_effect_+%,3003082003,287319069,export
dual_strike_attack_speed_+%,610646410,1917107304,export
dual_strike_critical_strike_chance_+%,2565493023,2729530556,export
dual_strike_damage_+%,1345885019,2094069860,export
earthquake_damage_+%,3580918225,1697080607,export
earthquake_damage_+%_per_100ms_duration,107502411,2068943099,export
earthquake_duration_+%,3459595776,3917881666,export
earthquake_radius_+%,3265754963,684174846,export
earthshatter_area_of_effect_+%,1916315331,3469056056,export
earthshatter_damage_+%,2797588844,335520087,export
eat_soul_after_hex_90%_curse_expire,3081748325,224931623,export
elemental_ailment_duration_+%_with_tinctured_weapons,540818745,3284469689,pob
elemental_ailment_on_self_duration_+%_with_rare_abyss_jewel_socketed,3937812852,287112619,export
elemental_ailments_reflected_to_self,1486194525,1370804479,export
elemental_critical_strike_chance_+%,3835374620,439950087,export
elemental_critical_strike_multiplier_+,947848355,1569407745,export
elemental_damage_%_taken_as_chaos_if_4_hunter_items,3992883752,2251969898,export
elemental_damage_%_to_add_as_chaos,3348271761,3495544060,export
elemental_damage_%_to_add_as_chaos_per_shaper_item_equipped,2728765825,33348259,export
elemental_damage_+%,570984042,3141070085,export
elemental_damage_+%_during_flask_effect,257045459,3150967823,export
elemental_damage_+%_if_have_crit_recently,1746257899,2379781920,export
elemental_damage_+%_if_used_a_warcry_recently,4183532907,2803182108,export
elemental_damage_+%_per_10_devotion,1787942342,3103189267,export
elemental_damage_+%_per_10_dexterity,3175326209,963261439,export
elemental_damage_+%_per_different_enemy_elemental_ailment,201810867,2605663324,export
elemental_damage_+%_per_frenzy_charge,4066290041,1586440250,export
elemental_damage_+%_per_level,1916362164,2094646950,export
elemental_damage_+%_per_lightning_cold_fire_resistance_above_75,3369655536,1138456002,export
elemental_damage_+%_per_missing_lightning_cold_fire_resistance,3908485878,64913248,export
elemental_damage_+%_per_power_charge,1980114079,1482070333,export
elemental_damage_+%_per_sextant_affecting_area,1526638103,1669135888,export
elemental_damage_+%_per_stackable_unique_jewel,3824434979,3163738488,export
elemental_damage_+%_with_tinctured_weapons,245801096,503138266,pob
elemental_damage_additional_rolls_lucky_shocked,2433339977,888026555,export
elemental_damage_can_shock,124783444,2933625540,export
elemental_damage_resistance_+%,3646810675,76848920,export
elemental_damage_resisted_by_lowest_elemental_resistance,1806213529,1740349133,export
elemental_damage_taken_%_as_chaos,1927355932,1175213674,export
elemental_damage_taken_+%,3274440251,2734809852,export
elemental_damage_taken_+%_final_per_raised_zombie,1841398871,512740886,export
elemental_damage_taken_+%_while_stationary,4124937584,983989924,export
elemental_damage_taken_from_hits_+%_per_endurance_charge,3067333981,1686913105,export
elemental_damage_with_attack_skills_+%,3004196555,387439868,export
elemental_damage_with_attack_skills_+%_per_power_charge,4291810930,4116409626,export
elemental_damage_with_attack_skills_+%_while_using_flask,1644381694,782323220,export
elemental_hit_attack_speed_+%,2581405090,1151217691,export
elemental_hit_chance_to_freeze_shock_ignite_%,2790505753,3205997967,export
elemental_hit_damage_+%,366404684,4109038270,export
elemental_hit_damage_taken_%_as_physical,312555115,2340750293,export
elemental_overload_rotation_active,3234337343,708913352,export
elemental_penetration_%_during_flask_effect,206266168,3392890360,export
elemental_penetration_%_while_chilled,4131066565,1089858120,export
elemental_reflect_damage_taken_+%,1345069125,248838155,export
elemental_reflect_damage_taken_and_minion_elemental_reflect_damage_taken_+%,1893884321,2160417795,export
elemental_resistance_%_per_10_devotion,526626955,1910205563,export
elemental_resistance_%_per_empty_white_socket,2395978597,597739519,export
elemental_resistance_%_per_stackable_unique_jewel,754385763,242161915,export
elemental_resistance_%_when_on_low_life,2962078889,1637928656,export
elemental_resistance_+%_per_15_ascendance,1596762975,2569472704,export
elemental_resistance_cannot_be_penetrated,920228553,1025863792,export
elemental_resistances_+%_for_you_and_allies_affected_by_your_auras,3621985980,319842716,export
elemental_resistances_are_limited_by_highest_maximum_elemental_resistance,1923441631,3082079953,export
elemental_skills_deal_triple_damage,1898473217,115695112,export
elemental_weakness_curse_effect_+%,3245834259,3348324479,export
elemental_weakness_duration_+%,151694722,2690620076,export
elemental_weakness_no_reservation,3190063735,3416664215,export
elusive_effect_+%,3481589559,240857668,export
elusive_effect_on_self_+%_per_power_charge,3948760013,3545269928,export
ember_projectile_spread_area_+%,46460638,1785831895,export
emberglow_ignite_duration_+%_final,3779874083,3775619537,export
empowered_attack_damage_+%,171616276,1569101201,export
enchantment_boots_attack_and_cast_speed_+%_for_4_seconds_on_kill,652802472,4135304575,export
enchantment_boots_damage_penetrates_elemental_resistance_%_while_you_havent_killed_for_4_seconds,1675309364,281254371,export
enchantment_boots_life_leech_on_kill_permyriad,2409343906,4291115328,export
enchantment_boots_life_regen_per_minute_%_for_4_seconds_when_hit,2132978938,1122635070,export
enchantment_boots_mana_costs_when_hit_+%,530651918,3693451031,export
enchantment_boots_mana_regeneration_rate_+%_if_cast_spell_recently,1655066143,1409388882,export
enchantment_boots_movement_speed_+%_when_not_hit_for_4_seconds,3888531936,308396001,export+pob
enchantment_boots_status_ailment_chance_+%_when_havent_crit_for_4_seconds,1217943048,3915210550,export
enchantment_boots_stun_avoid_%_on_kill,131783403,412905518,export
enchantment_critical_strike_chance_+%_if_you_havent_crit_for_4_seconds,2734744539,3010587200,export
endurance_charge_duration_+%,2783381455,1170174456,export
endurance_charge_on_hit_%_vs_no_armour,221528014,3488208924,export
endurance_charge_on_kill_%,3514656640,1054322244,export
endurance_only_conduit,3878030590,1881314095,export
enduring_cry_buff_effect_+%,1619742928,241781316,export
enduring_cry_cooldown_speed_+%,567186668,3617955571,export
enduring_cry_grants_x_additional_endurance_charges,1152228966,2977067558,export
enemies_blinded_by_you_cannot_inflict_damaging_ailments,403355395,445314012,export
enemies_blinded_by_you_have_malediction,989969904,2621660713,export
enemies_blinded_by_you_while_blinded_have_malediction,1758412515,15523600,export
enemies_chilled_by_hits_deal_damage_lessened_by_chill_effect,439856993,3594661200,export
enemies_chilled_by_hits_take_damage_increased_by_chill_effect,2423408953,1816894864,export
enemies_explode_for_%_life_as_physical_damage,4028219160,1220361974,export
enemies_explode_on_kill,3197277885,2970902024,export
enemies_explode_on_kill_while_unhinged,2226100181,3797538318,export
enemies_extra_damage_rolls_with_lightning_damage,1357512887,4224965099,export
enemies_extra_damage_rolls_with_physical_damage,3607992581,2424163939,export
enemies_ignited_by_you_have_physical_damage_%_converted_to_fire,3330677853,1272032962,export
enemies_in_presence_and_you_count_as_moving_when_affected_by_elemental_ailments,617249323,113536037,export
enemies_killed_on_fungal_ground_explode_for_10%_chaos_damage_%_chance,1791120567,2224428651,export
enemies_near_cursed_corpses_are_blinded_and_explode_on_death_for_%_life_as_physical_damage,243533512,1509756274,export
enemies_poisoned_by_you_cannot_deal_critical_strikes,3905666944,1330636770,export
enemies_shocked_by_you_have_physical_damage_%_converted_to_lightning,3925841632,1070888079,export
enemies_shocked_by_your_hits_are_debilitated,4157115577,2983226297,export
enemies_taunted_by_warcry_explode_on_death_%_chance_dealing_8%_life_as_chaos_damage,1199084674,2937093415,export
enemies_that_hit_you_inflict_temporal_chains,2116139346,1955994922,export
enemies_withered_by_you_take_+%_increased_elemental_damage_from_your_hits,4113863386,3507915723,export
enemies_you_bleed_grant_flask_charges_+%,3294785937,2671550669,export
enemies_you_blind_have_critical_strike_chance_+%,186332278,4216282855,export
enemies_you_expose_have_self_elemental_status_duration_+%,1109582373,261996832,export
enemies_you_hinder_have_life_regeneration_rate_+%,2214320349,3709502856,export
