# generated by scripts/trade-stat-map.py from poe1/data/stat_translations.json @ e2bd511a and ../trade-query/data/stats-2026-09-12.json
trade_id,category,stat_key,trade_text,option,entry,n_entries,repoe_ids,english,hidden,in_capture,capture_text_equal
enchant.stat_388617051,enchant,stat_388617051,#% increased Charges per use,,870,1,local_charges_used_+%|local_flask_consume_charges_used_+%_when_used,{0}% increased Charges per use,,yes,yes
enchant.stat_3891165938,enchant,stat_3891165938,Your Imbuing Towers also grant #% increased Critical Strike Chance,,5220,1,blight_imbuing_tower_grant_critical_strike_+%,Your Imbuing Towers also grant {0}% increased Critical Strike Chance,,yes,yes
enchant.stat_3892584986,enchant,stat_3892584986,#% increased Poisonous Concoction Area of Effect,,9841,1,poisonous_concoction_skill_area_of_effect_+%,{0}% increased Poisonous Concoction Area of Effect,,yes,yes
enchant.stat_3893203185,enchant,stat_3893203185,Galvanic Field Chains an additional time,,6953,1,galvanic_field_number_of_chains,Galvanic Field Chains an additional time,,yes,yes
enchant.stat_3897451709,enchant,stat_3897451709,Area contains an additional Legion Encounter,,1135,1,map_legion_league_extra_spawns,Area contains an additional Legion Encounter,,yes,yes
enchant.stat_3901016205,enchant,stat_3901016205,Smite deals #% increased Damage,,10231,1,smite_damage_+%,Smite deals {0}% increased Damage,,yes,yes
enchant.stat_3901337328,enchant,stat_3901337328,#% chance to Trigger Word of Inferno on Kill,,3523,1,display_cast_word_of_inferno_on_kill_%,{0}% chance to Trigger Word of Inferno on Kill,,yes,yes
enchant.stat_3903190985,enchant,stat_3903190985,An additional Conqueror Map drops on Completing Area (Tier 14+),,2450,1,map_on_complete_drop_additional_conqueror_map,An additional Conqueror Map drops on Completing Area (Tier 14+),,yes,yes
enchant.stat_3908539803,enchant,stat_3908539803,Blazing Salvo fires an additional Projectile,,5168,1,blazing_salvo_number_of_additional_projectiles,Blazing Salvo fires an additional Projectile,,yes,yes
enchant.stat_3910961021,enchant,stat_3910961021,#% increased Herald of Ice Damage,,3747,1,herald_of_ice_damage_+%,{0}% increased Herald of Ice Damage,,yes,yes
enchant.stat_3913265126,enchant,stat_3913265126,Gain #% of Weapon Physical Damage as Extra Damage of each Element,,4294,1,weapon_physical_damage_%_to_add_as_each_element,Gain {0}% of Weapon Physical Damage as Extra Damage of each Element,,yes,yes
enchant.stat_3915210550,enchant,stat_3915210550,"#% chance to Freeze, Shock and Ignite if you haven't Crit Recently",,3276,1,enchantment_boots_status_ailment_chance_+%_when_havent_crit_for_4_seconds,"{0}% chance to Freeze, Shock and Ignite if you haven't Crit Recently",,yes,yes
enchant.stat_391609701,enchant,stat_391609701,Adds # to # Chaos Damage if you've taken a Critical Strike Recently,,3341,1,enchantment_boots_minimum_added_chaos_damage_for_4_seconds_when_crit_4s|enchantment_boots_maximum_added_chaos_damage_for_4_seconds_when_crit_4s,Adds {0} to {1} Chaos Damage if you've taken a Critical Strike Recently,,yes,yes
enchant.stat_3917452877,enchant,stat_3917452877,Unique Boss deals #% more Damage,,2448,1,map_boss_damage_+%_final_from_boss_drops_guardian_map_sextant,Unique Boss deals {0}% more Damage,,yes,yes
enchant.stat_3917881666,enchant,stat_3917881666,#% reduced Earthquake Duration,,3958,1,earthquake_duration_+%,{0}% increased Earthquake Duration,,yes,yes
enchant.stat_3917923501,enchant,stat_3917923501,#% increased Protective Link Duration,,9902,1,protective_link_duration_+%,{0}% increased Protective Link Duration,,yes,yes
enchant.stat_3930497977,enchant,stat_3930497977,#% increased Ice Crash Area of Effect,,3862,1,ice_crash_radius_+%,{0}% increased Ice Crash Area of Effect,,yes,yes
enchant.stat_3931013900,enchant,stat_3931013900,#% increased Firestorm explosion Area of Effect,,4001,1,firestorm_explosion_area_of_effect_+%,{0}% increased Firestorm explosion Area of Effect,,yes,yes
enchant.stat_39356080,enchant,stat_39356080,#% increased Lightning Tendrils Damage,,3672,1,lightning_tendrils_damage_+%,{0}% increased Lightning Tendrils Damage,,yes,yes
enchant.stat_3944779636,enchant,stat_3944779636,Used when you become Chilled,,948,1,local_flask_use_on_affected_by_chill,Used when you become Chilled,,yes,yes
enchant.stat_3946561324,enchant,stat_3946561324,Smite has a #% chance for lightning to strike another target,,10230,1,smite_chance_for_lighting_to_strike_extra_target_%,Smite has a {0}% chance for lightning to strike another target,,yes,yes
enchant.stat_3948894096,enchant,stat_3948894096,#% increased Shock Nova Damage,,3716,1,shock_nova_damage_+%,{0}% increased Shock Nova Damage,,yes,yes
enchant.stat_3949159285,enchant,stat_3949159285,Explosive Arrow has #% increased Attack Speed,,4163,1,explosive_arrow_attack_speed_+%,Explosive Arrow has {0}% increased Attack Speed,,yes,yes
enchant.stat_3953599026,enchant,stat_3953599026,#% increased Unearth Damage,,5323,1,bone_lance_damage_+%,{0}% increased Unearth Damage,,yes,yes
enchant.stat_395808938,enchant,stat_395808938,Area contains an additional Imprisoned Monster,,8606,1,map_extra_monoliths,Area contains an additional Imprisoned Monster,,yes,yes
enchant.stat_3959101898,enchant,stat_3959101898,Herald of Thunder has #% increased Mana Reservation Efficiency,,7229,2,herald_of_thunder_mana_reservation_efficiency_-2%_per_1,Herald of Thunder has {0}% reduced Mana Reservation Efficiency,,yes,yes
enchant.stat_3959101898,enchant,stat_3959101898,Herald of Thunder has #% increased Mana Reservation Efficiency,,7230,2,herald_of_thunder_mana_reservation_efficiency_+%,Herald of Thunder has {0}% increased Mana Reservation Efficiency,,yes,yes
enchant.stat_3960907415,enchant,stat_3960907415,Area contains a Smuggler's Cache,,203,1,map_spawn_heist_smugglers_cache,Area contains a Smuggler's Cache,,yes,yes
enchant.stat_3961497709,enchant,stat_3961497709,#% increased Storm Burst Area of Effect,,10396,1,storm_burst_area_of_effect_+%,{0}% increased Storm Burst Area of Effect,,yes,yes
enchant.stat_3962278098,enchant,stat_3962278098,#% increased Fire Damage,,1383,1,fire_damage_+%,{0}% increased Fire Damage,,yes,yes
enchant.stat_397012377,enchant,stat_397012377,Unique Boss is accompanied by a mysterious Harbinger,,8437,1,map_boss_accompanied_by_harbinger,Unique Boss is accompanied by a mysterious Harbinger,,yes,yes
enchant.stat_3972739758,enchant,stat_3972739758,Vitality has #% increased Mana Reservation Efficiency,,10694,2,vitality_mana_reservation_efficiency_-2%_per_1,Vitality has {0}% reduced Mana Reservation Efficiency,,yes,yes
enchant.stat_3972739758,enchant,stat_3972739758,Vitality has #% increased Mana Reservation Efficiency,,10695,2,vitality_mana_reservation_efficiency_+%,Vitality has {0}% increased Mana Reservation Efficiency,,yes,yes
enchant.stat_397438226,enchant,stat_397438226,#% increased Bodyswap Cast Speed,,5956,1,corpse_warp_cast_speed_+%,{0}% increased Bodyswap Cast Speed,,yes,yes
enchant.stat_3975033889,enchant,stat_3975033889,#% increased Soul Link Duration,,10241,1,soul_link_duration_+%,{0}% increased Soul Link Duration,,yes,yes
enchant.stat_3976295500,enchant,stat_3976295500,#% increased Icicle Mine Throwing Speed,,5910,1,cold_projectile_mine_throwing_speed_negated_+%,{0}% increased Icicle Mine Throwing Speed,,yes,yes
enchant.stat_3976991498,enchant,stat_3976991498,When you Kill a Magic Monster gain its Modifiers for 60 seconds,,6862,1,gain_magic_monster_mods_on_kill_%_chance,When you Kill a Magic Monster gain its Modifiers for 60 seconds,,yes,yes
enchant.stat_3986662538,enchant,stat_3986662538,Lanes of Blight Encounters have #% chance for an additional Reward Chest,,8426,1,map_blight_lane_additional_chest_chance_%,Lanes of Blight Encounters have {0}% chance for an additional Reward Chest,,yes,yes
enchant.stat_3988349707,enchant,stat_3988349707,+#% to Damage over Time Multiplier,,1267,1,dot_multiplier_+,{0}% to Damage over Time Multiplier,,yes,yes
enchant.stat_3988628118,enchant,stat_3988628118,#% increased Rage Vortex Area of Effect,,9946,1,rage_vortex_area_of_effect_+%,{0}% increased Rage Vortex Area of Effect,,yes,yes
enchant.stat_3989543665,enchant,stat_3989543665,Area contains # additional packs of Monsters that deal Physical Damage,,8482,1,map_contains_additional_packs_of_physical_monsters,Area contains {0} additional packs of Monsters that deal Physical Damage,,yes,yes
enchant.stat_3992962185,enchant,stat_3992962185,#% chance to Trigger Word of Spite when Hit,,3555,1,display_attack_with_word_of_spite_when_hit_%,{0}% chance to Trigger Word of Spite when Hit,,yes,yes
enchant.stat_3993865658,enchant,stat_3993865658,Pride has #% increased Mana Reservation Efficiency,,9860,2,pride_mana_reservation_efficiency_-2%_per_1,Pride has {0}% reduced Mana Reservation Efficiency,,yes,yes
enchant.stat_3993865658,enchant,stat_3993865658,Pride has #% increased Mana Reservation Efficiency,,9861,2,pride_mana_reservation_efficiency_+%,Pride has {0}% increased Mana Reservation Efficiency,,yes,yes
enchant.stat_3995612171,enchant,stat_3995612171,#% increased Arctic Armour Buff Effect,,4054,1,arctic_armour_buff_effect_+%,{0}% increased Arctic Armour Buff Effect,,yes,yes
enchant.stat_3996051430,enchant,stat_3996051430,#% increased Flame Link Duration,,6709,1,flame_link_duration_+%,{0}% increased Flame Link Duration,,yes,yes
enchant.stat_3998182656,enchant,stat_3998182656,Arc deals #% increased Damage for each time it has Chained,,4742,1,arc_damage_+%_per_chain,Arc deals {0}% increased Damage for each time it has Chained,,yes,yes
enchant.stat_3999206457,enchant,stat_3999206457,Tectonic Slam deals #% increased Damage,,10514,1,tectonic_slam_damage_+%,Tectonic Slam deals {0}% increased Damage,,yes,yes
enchant.stat_40032620,enchant,stat_40032620,Sunder has #% increased delay between Areas in the Wave,,3881,1,sunder_wave_delay_+%,Sunder has {0}% increased delay between Areas in the Wave,,yes,yes
enchant.stat_4006050359,enchant,stat_4006050359,Volatile Dead Consumes up to 1 additional corpse,,10701,1,volatile_dead_consume_additional_corpse,Volatile Dead Consumes up to 1 additional corpse,,yes,yes
enchant.stat_4008016019,enchant,stat_4008016019,Beyond Portals have a #% chance to spawn an additional Beyond Demon,,8417,1,map_beyond_portal_spawn_additional_demon_%_chance,Beyond Portals have a {0}% chance to spawn an additional Beyond Demon,,yes,yes
enchant.stat_4010544321,enchant,stat_4010544321,Corrupting Fever deals #% increased Damage,,5962,1,corrupting_fever_damage_+%,Corrupting Fever deals {0}% increased Damage,,yes,yes
enchant.stat_4014289250,enchant,stat_4014289250,Blast Rain deals #% increased Damage,,3758,1,blast_rain_damage_+%,Blast Rain deals {0}% increased Damage,,yes,yes
enchant.stat_4019701925,enchant,stat_4019701925,Area contains # additional Clusters of Mysterious Barrels,,8401,6,map_area_contains_x_additional_clusters_of_beacon_barrels,Area contains {0} additional Clusters of Mysterious Barrels,,yes,yes
enchant.stat_4019701925,enchant,stat_4019701925,Area contains # additional Clusters of Mysterious Barrels,,8402,6,map_area_contains_x_additional_clusters_of_bloodworm_barrels,Area contains {0} additional Clusters of Mysterious Barrels,,yes,yes
enchant.stat_4019701925,enchant,stat_4019701925,Area contains # additional Clusters of Mysterious Barrels,,8403,6,map_area_contains_x_additional_clusters_of_explosive_barrels,Area contains {0} additional Clusters of Mysterious Barrels,,yes,yes
enchant.stat_4019701925,enchant,stat_4019701925,Area contains # additional Clusters of Mysterious Barrels,,8405,6,map_area_contains_x_additional_clusters_of_parasite_barrels,Area contains {0} additional Clusters of Mysterious Barrels,,yes,yes
enchant.stat_4019701925,enchant,stat_4019701925,Area contains # additional Clusters of Mysterious Barrels,,8406,6,map_area_contains_x_additional_clusters_of_volatile_barrels|display_stat_uber_barrels,Area contains {0} additional Clusters of Mysterious Barrels,,yes,yes
enchant.stat_4019701925,enchant,stat_4019701925,Area contains # additional Clusters of Mysterious Barrels,,8407,6,map_area_contains_x_additional_clusters_of_wealthy_barrels,Area contains {0} additional Clusters of Mysterious Barrels,,yes,yes
enchant.stat_4024383498,enchant,stat_4024383498,Your Temporal Towers effects decay #% faster,,5277,1,blight_temporal_tower_tick_speed_+%,Your Temporal Towers effects decay {0}% faster,,yes,yes
enchant.stat_4031295671,enchant,stat_4031295671,#% increased Infernal Blow Area of Effect,,3840,1,infernal_blow_radius_+%,{0}% increased Infernal Blow Area of Effect,,yes,yes
enchant.stat_4033078288,enchant,stat_4033078288,Sunder has #% increased Damage,,3772,1,shockwave_slam_damage_+%,Sunder has {0}% increased Damage,,yes,yes
enchant.stat_4039396512,enchant,stat_4039396512,Your Flamethrower Towers have #% increased Cast Speed,,5203,1,blight_flamethrower_tower_cast_speed_+%,Your Flamethrower Towers have {0}% increased Cast Speed,,yes,yes
enchant.stat_4040760803,enchant,stat_4040760803,Summoned Sentinels of Dominance deal #% increased Damage,,3733,1,dominating_blow_minion_damage_+%,Summoned Sentinels of Dominance deal {0}% increased Damage,,yes,yes
enchant.stat_4047323043,enchant,stat_4047323043,Consecrated Path deals #% increased Damage,,5940,1,consecrated_path_damage_+%,Consecrated Path deals {0}% increased Damage,,yes,yes
enchant.stat_4048820315,enchant,stat_4048820315,Pyroclast Mine deals #% increased Damage,,9537,1,mortar_barrage_mine_damage_+%,Pyroclast Mine deals {0}% increased Damage,,yes,yes
enchant.stat_4048897123,enchant,stat_4048897123,Your Scout Towers have #% increased Range,,5239,1,blight_scout_tower_range_+%,Your Scout Towers have {0}% increased Range,,yes,yes
enchant.stat_4053951709,enchant,stat_4053951709,#% chance to Avoid being Poisoned,,1872,1,base_avoid_poison_%,{0}% chance to Avoid being Poisoned,,yes,yes
enchant.stat_4062159806,enchant,stat_4062159806,Petrified Blood has #% reduced Reservation,,9759,1,petrified_blood_reservation_+%,Petrified Blood has {0}% increased Reservation,,yes,yes
enchant.stat_4065740293,enchant,stat_4065740293,#% increased Aspect of the Cat Buff Effect,,4835,1,aspect_of_the_cat_buff_effect_+%,{0}% increased Aspect of the Cat Buff Effect,,yes,yes
enchant.stat_4071708873,enchant,stat_4071708873,#% increased Riposte Damage,,3753,1,riposte_damage_+%,{0}% increased Riposte Damage,,yes,yes
enchant.stat_4072657110,enchant,stat_4072657110,Shattering Steel has #% chance to not consume Steel Shards,,10144,1,shattering_steel_%_chance_to_not_consume_ammo,Shattering Steel has {0}% chance to not consume Steel Shards,,yes,yes
enchant.stat_4074562940,enchant,stat_4074562940,#% increased Vortex Duration,,4184,1,frost_bolt_nova_duration_+%,{0}% increased Vortex Duration,,yes,yes
enchant.stat_4077843608,enchant,stat_4077843608,Has 1 Socket,,70,1,local_has_X_sockets,Has 1 Socket,,yes,yes
enchant.stat_4078695,enchant,stat_4078695,+# to Maximum Frenzy Charges,,1834,1,max_frenzy_charges,{0} to Maximum Frenzy Charges,,yes,yes
enchant.stat_4079888060,enchant,stat_4079888060,# Added Passive Skills are Jewel Sockets,,8073,1,local_jewel_expansion_jewels_count,1 Added Passive Skill is a Jewel Socket,,yes,yes
enchant.stat_4081185348,enchant,stat_4081185348,Lancing Steel fires an additional Projectile,,7437,1,lancing_steel_number_of_additional_projectiles,Lancing Steel fires an additional Projectile,,yes,yes
enchant.stat_4082863126,enchant,stat_4082863126,Holy Flame Totem has #% increased Projectile Speed,,3928,1,flame_totem_projectile_speed_+%,Holy Flame Totem has {0}% increased Projectile Speed,,yes,yes
enchant.stat_4084540709,enchant,stat_4084540709,Orb of Storms deals #% increased Damage,,3769,1,orb_of_storms_damage_+%,Orb of Storms deals {0}% increased Damage,,yes,yes
enchant.stat_4089551985,enchant,stat_4089551985,Your Temporal Towers have #% increased Range,,5276,1,blight_temporal_tower_range_+%,Your Temporal Towers have {0}% increased Range,,yes,yes
enchant.stat_4092697134,enchant,stat_4092697134,Iron Will,,10999,1,strong_casting,Iron Will,,yes,yes
enchant.stat_4095671657,enchant,stat_4095671657,+#% to maximum Fire Resistance,,1648,1,base_maximum_fire_damage_resistance_%,{0}% to maximum Fire Resistance,,yes,yes
enchant.stat_4099204231,enchant,stat_4099204231,+# to maximum Sockets,,83,1,local_maximum_sockets_+,+{0} to maximum Sockets,,yes,yes
enchant.stat_4099989681,enchant,stat_4099989681,"Your Minions spread Burning Ground on Death, dealing #% of their maximum Life as Fire Damage per second",,9440,1,minion_fire_cloud_on_death_maximum_life_per_minute_to_deal_as_fire_damage_%,"Your Minions spread Burning Ground on Death, dealing {0}% of their maximum Life as Fire Damage per second",,yes,yes
enchant.stat_4100281103,enchant,stat_4100281103,#% increased Explosive Concoction Area of Effect,,6611,1,explosive_concoction_skill_area_of_effect_+%,{0}% increased Explosive Concoction Area of Effect,,yes,yes
enchant.stat_4102281803,enchant,stat_4102281803,Blazing Salvo deals #% increased Damage,,5167,1,blazing_salvo_damage_+%,Blazing Salvo deals {0}% increased Damage,,yes,yes
enchant.stat_4102483123,enchant,stat_4102483123,Steelskin Buff can take #% increased amount of Damage,,10382,1,steelskin_damage_limit_+%,Steelskin Buff can take {0}% increased amount of Damage,,yes,yes
enchant.stat_4107994326,enchant,stat_4107994326,Adds #% of your Maximum Mana as Fire Damage to Attacks with this Weapon,,4969,1,attacks_with_this_weapon_maximum_mana_%_to_add_as_fire_damage,Adds {0}% of your Maximum Mana as Fire Damage to Attacks with this Weapon,,yes,yes
enchant.stat_4109038270,enchant,stat_4109038270,Elemental Hit deals #% increased Damage,,3707,1,elemental_hit_damage_+%,Elemental Hit deals {0}% increased Damage,,yes,yes
enchant.stat_4117042530,enchant,stat_4117042530,Soulrend deals #% increased Damage,,10244,1,soulrend_damage_+%,Soulrend deals {0}% increased Damage,,yes,yes
enchant.stat_4118537428,enchant,stat_4118537428,+#% Holy Sweep Knockback Chance,,4007,1,sweep_knockback_chance_%,{0}% Holy Sweep Knockback Chance,,yes,yes
enchant.stat_4118694562,enchant,stat_4118694562,Gain #% of Maximum Life as Extra Armour,,9287,1,maximum_life_%_to_add_as_maximum_armour,Gain {0}% of Maximum Life as Extra Armour,,yes,yes
enchant.stat_4120821275,enchant,stat_4120821275,Malevolence has #% reduced Reservation,,6252,1,delirium_mana_reservation_+%,Malevolence has {0}% increased Reservation,,yes,yes
enchant.stat_4123533923,enchant,stat_4123533923,Gains no Charges during Effect,,1092,1,local_flask_cannot_gain_charges_during_flask_effect,Gains no Charges during Effect,,yes,yes
enchant.stat_412905518,enchant,stat_412905518,#% chance to Avoid being Stunned if you've Killed Recently,,3268,1,enchantment_boots_stun_avoid_%_on_kill,{0}% chance to Avoid being Stunned if you've Killed Recently,,yes,yes
enchant.stat_4129421630,enchant,stat_4129421630,#% increased Lightning Arrow Area of Effect,,3848,1,lightning_arrow_radius_+%,{0}% increased Lightning Arrow Area of Effect,,yes,yes
enchant.stat_4135304575,enchant,stat_4135304575,#% increased Attack and Cast Speed if you've Killed Recently,,3270,1,enchantment_boots_attack_and_cast_speed_+%_for_4_seconds_on_kill,{0}% increased Attack and Cast Speed if you've Killed Recently,,yes,yes
enchant.stat_4136186767,enchant,stat_4136186767,Mirror Arrow and Mirror Arrow Clones deal #% increased Damage,,3752,1,mirror_arrow_and_mirror_arrow_clone_damage_+%,Mirror Arrow and Mirror Arrow Clones deal {0}% increased Damage,,yes,yes
enchant.stat_4137556603,enchant,stat_4137556603,Raised Spectres have #% increased Attack and Cast Speed,,3901,1,spectre_attack_and_cast_speed_+%,Raised Spectres have {0}% increased Attack and Cast Speed,,yes,yes
enchant.stat_4139135963,enchant,stat_4139135963,Curse Enemies with Temporal Chains on Hit,,2545,2,curse_on_hit_%_temporal_chains,Curse Enemies with Temporal Chains on Hit,,yes,yes
enchant.stat_4139135963,enchant,stat_4139135963,Curse Enemies with Temporal Chains on Hit,,2548,2,curse_on_hit_level_temporal_chains,Curse Enemies with Temporal Chains on Hit,,yes,yes
enchant.stat_4139181362,enchant,stat_4139181362,Delirium Reward Bars fill #% faster,,8356,1,map_affliction_reward_kills_+%,Delirium Reward Bars fill {0}% faster,,yes,yes
enchant.stat_4143730600,enchant,stat_4143730600,Rogue Exiles drop an additional Jewel,,9013,1,map_rogue_exiles_drop_x_additional_jewels,Rogue Exiles drop an additional Jewel,,yes,yes
enchant.stat_4147277532,enchant,stat_4147277532,#% increased Rallying Cry Buff Effect,,4146,3,rallying_cry_buff_effect_+%,{0}% increased Rallying Cry Buff Effect,,yes,yes
enchant.stat_4147277532,enchant,stat_4147277532,#% increased Rallying Cry Buff Effect,,9969,3,rallying_cry_buff_effect_1%_per_3_stat_value,{0}% increased Rallying Cry Buff Effect,,yes,yes
enchant.stat_4147277532,enchant,stat_4147277532,#% increased Rallying Cry Buff Effect,,9970,3,rallying_cry_buff_effect_1%_per_5_stat_value,{0}% increased Rallying Cry Buff Effect,,yes,yes
enchant.stat_4147746721,enchant,stat_4147746721,Dash travels #% increased distance,,9924,1,quick_dodge_travel_distance_+%,Dash travels {0}% increased distance,,yes,yes
enchant.stat_4148328809,enchant,stat_4148328809,Minions summoned by Your Sentinel Towers Leech #% of Damage as Life,,5249,1,blight_sentinel_tower_minions_life_leech_%,Minions summoned by Your Sentinel Towers Leech {0}% of Damage as Life,,yes,yes
enchant.stat_4148932984,enchant,stat_4148932984,#% chance to create Consecrated Ground when you Shatter an Enemy,,4159,1,consecrate_ground_on_shatter_%_chance_for_3_seconds,{0}% chance to create Consecrated Ground when you Shatter an Enemy,,yes,yes
enchant.stat_4151555126,enchant,stat_4151555126,#% increased Incinerate Damage for each stage,,4037,1,incinerate_damage_+%_per_stage,{0}% increased Incinerate Damage for each stage,,yes,yes
enchant.stat_4152292551,enchant,stat_4152292551,#% chance to Trigger Decree of Thunder on Kill,,3578,1,display_cast_decree_of_thunder_on_kill_%,{0}% chance to Trigger Decree of Thunder on Kill,,yes,yes
enchant.stat_4157143640,enchant,stat_4157143640,Animated Guardians deal #% increased Damage,,3737,1,animate_guardian_damage_+%,Animated Guardians deal {0}% increased Damage,,yes,yes
enchant.stat_4159248054,enchant,stat_4159248054,#% increased Warcry Cooldown Recovery Rate,,3361,1,warcry_cooldown_speed_+%,{0}% increased Warcry Cooldown Recovery Rate,,yes,yes
enchant.stat_4159765624,enchant,stat_4159765624,Projectiles are fired in random directions,,9974,1,random_projectile_direction,Projectiles are fired in random directions,,yes,yes
enchant.stat_4162139595,enchant,stat_4162139595,Flamethrower Trap deals #% increased Damage,,6720,1,flamethrower_tower_trap_damage_+%,Flamethrower Trap deals {0}% increased Damage,,yes,yes
enchant.stat_4166695945,enchant,stat_4166695945,Siphoning Trap has #% increased Skill Effect Duration,,7300,1,ice_siphon_trap_duration_+%,Siphoning Trap has {0}% increased Skill Effect Duration,,yes,yes
enchant.stat_4166834934,enchant,stat_4166834934,#% increased Ancestral Blademaster Totem Damage,,4175,1,slash_ancestor_totem_damage_+%,{0}% increased Ancestral Blademaster Totem Damage,,yes,yes
enchant.stat_4168369352,enchant,stat_4168369352,Heist Targets are always Currency or Scarabs,,7066,1,heist_blueprint_reward_always_currency_or_scarab,Heist Targets are always Currency or Scarabs,,yes,yes
enchant.stat_4170725899,enchant,stat_4170725899,Blight has #% increased Hinder Duration,,5240,1,blight_secondary_skill_effect_duration_+%,Blight has {0}% increased Hinder Duration,,yes,yes
enchant.stat_4172171622,enchant,stat_4172171622,Dash has +# Cooldown Use,,9923,1,quick_dodge_added_cooldown_count,Dash has {0} Cooldown Use,,yes,yes
enchant.stat_4173465567,enchant,stat_4173465567,Your Arc Towers repeats # additional Times,,5182,1,blight_arc_tower_additional_repeats,Your Arc Towers repeats {0} additional Times,,yes,yes
enchant.stat_4175166318,enchant,stat_4175166318,Spectral Helix Projectile spirals through +# rotations,,10252,1,spectral_helix_rotations_%,Spectral Helix Projectile spirals through {0} rotations,,yes,yes
enchant.stat_4175469673,enchant,stat_4175469673,#% increased Cremation Damage,,5955,1,corpse_eruption_damage_+%,{0}% increased Cremation Damage,,yes,yes
enchant.stat_4182516619,enchant,stat_4182516619,Heist Targets are always Experimented Items,,7068,1,heist_blueprint_reward_always_experimented,Heist Targets are always Experimented Items,,yes,yes
enchant.stat_4189505564,enchant,stat_4189505564,Devouring Totem has #% Chance to Consume an additional corpse,,4035,1,devouring_totem_%_chance_to_consume_additional_corpse,Devouring Totem has {0}% Chance to Consume an additional corpse,,yes,yes
enchant.stat_4195549152,enchant,stat_4195549152,Blade Trap rotates +# times,,5126,1,base_weapon_trap_total_rotation_%|quality_display_blade_trap_is_gem,Blade Trap rotates {0} times,,yes,yes
enchant.stat_4199670252,enchant,stat_4199670252,#% increased Rallying Cry Duration,,3952,1,rallying_cry_duration_+%,{0}% increased Rallying Cry Duration,,yes,yes
enchant.stat_4202548383,enchant,stat_4202548383,#% increased Holy Sweep Area of Effect,,3853,1,sweep_radius_+%,{0}% increased Holy Sweep Area of Effect,,yes,yes
enchant.stat_4203647216,enchant,stat_4203647216,#% chance to Trigger Commandment of the Tempest on Hit,,3530,1,display_cast_commandment_of_tempest_on_hit_%,{0}% chance to Trigger Commandment of the Tempest on Hit,,yes,yes
enchant.stat_4207255685,enchant,stat_4207255685,Explosive Trap deals #% increased Damage,,10177,1,shrapnel_trap_damage_+%,Explosive Trap deals {0}% increased Damage,,yes,yes
enchant.stat_4210927948,enchant,stat_4210927948,#% increased Lightning Trap Lightning Ailment Effect,,7586,1,lightning_trap_shock_effect_+%,{0}% increased Lightning Trap Lightning Ailment Effect,,yes,yes
enchant.stat_4216282855,enchant,stat_4216282855,Enemies Blinded by you have #% increased Critical Strike Chance,,6495,1,enemies_you_blind_have_critical_strike_chance_+%,Enemies Blinded by you have {0}% increased Critical Strike Chance,,yes,yes
enchant.stat_4216444167,enchant,stat_4216444167,Zealotry has #% increased Mana Reservation Efficiency,,10886,2,zealotry_mana_reservation_efficiency_-2%_per_1,Zealotry has {0}% reduced Mana Reservation Efficiency,,yes,yes
enchant.stat_4216444167,enchant,stat_4216444167,Zealotry has #% increased Mana Reservation Efficiency,,10887,2,zealotry_mana_reservation_efficiency_+%,Zealotry has {0}% increased Mana Reservation Efficiency,,yes,yes
enchant.stat_4218649240,enchant,stat_4218649240,+# to Maximum Blood Charges,,4388,1,maximum_blood_scythe_charges,{0} to Maximum Blood Charges,,yes,yes
enchant.stat_4221797807,enchant,stat_4221797807,#% increased Blade Vortex Spell Damage,,3761,1,blade_vortex_damage_+%,{0}% increased Blade Vortex Spell Damage,,yes,yes
enchant.stat_4224384031,enchant,stat_4224384031,#% increased Ice Trap Damage,,3763,1,ice_trap_damage_+%,{0}% increased Ice Trap Damage,,yes,yes
enchant.stat_4224588066,enchant,stat_4224588066,Bane has #% increased Area of Effect,,6214,1,dark_ritual_area_of_effect_+%,Bane has {0}% increased Area of Effect,,yes,yes
enchant.stat_4225882962,enchant,stat_4225882962,Combust has #% increased Area of Effect,,5919,1,combust_area_of_effect_+%,Combust has {0}% increased Area of Effect,,yes,yes
enchant.stat_4226189338,enchant,stat_4226189338,+# to Level of all Chaos Spell Skill Gems,,1638,1,chaos_spell_skill_gem_level_+,{0} to Level of all Chaos Spell Skill Gems,,yes,yes
enchant.stat_4227497218,enchant,stat_4227497218,#% increased Poacher's Mark Duration,,3939,1,poachers_mark_duration_+%,{0}% increased Poacher's Mark Duration,,yes,yes
enchant.stat_4228580629,enchant,stat_4228580629,#% chance to Trigger Edict of Reflection when Hit,,3536,1,display_cast_edict_of_reflection_when_hit_%,{0}% chance to Trigger Edict of Reflection when Hit,,yes,yes
enchant.stat_4231484190,enchant,stat_4231484190,#% increased Frostbolt Cast Speed,,4182,1,frost_bolt_cast_speed_+%,{0}% increased Frostbolt Cast Speed,,yes,yes
enchant.stat_4243904146,enchant,stat_4243904146,#% Chance on Frenzy to gain an additional Frenzy Charge,,4009,1,frenzy_%_chance_to_gain_additional_frenzy_charge,{0}% Chance on Frenzy to gain an additional Frenzy Charge,,yes,yes
enchant.stat_42482990,enchant,stat_42482990,Minions summoned by Your Scout Towers inflict Malediction on Hit,,5238,1,blight_scout_tower_minions_inflict_malediction,Minions summoned by Your Scout Towers inflict Malediction on Hit,,yes,yes
