# generated by scripts/hash-check.py from PathOfBuilding/src/Data/Mod*.lua @ 16de4b82, poe1/data/mods.json and stat_translations.json @ e2bd511a, ../trade-query/data/stats-2026-09-12.json
stat_id,trade_number,verdict,capture_categories,capture_texts,export_string,search_url,found,checked
curse_on_hit_%_temporal_chains,3433724931,rejected,explicit implicit,Curse Enemies with Temporal Chains on Hit,Curse Enemies with Temporal Chains on Hit,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8sYmxsbmRiaWxoVJtLBACAO4b80xiAAAA,,
curse_on_hit_%_temporal_chains,4139135963,picked,enchant explicit scourge,Curse Enemies with Temporal Chains on Hit,Curse Enemies with Temporal Chains on Hit,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8iaGxpaGxqaWZsVJtLBACAGU13KZiAAAA,,
curse_on_hit_%_vulnerability,1826297223,picked,scourge,#% chance to Curse Enemies with Vulnerability on Hit,{0}% chance to Curse Enemies with Vulnerability on Hit,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwcXJ-aVF6qh5IfbyhhZGZkaW5kZGxUm0sEAIA-kP3vGEAAAA,,
curse_on_hit_%_vulnerability,2213584313,rejected,explicit fractured,#% chance to Curse Enemies with Vulnerability on Hit,{0}% chance to Curse Enemies with Vulnerability on Hit,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8kZGhsamFibGhsVJtLBACAPHAD29iAAAA,,
curse_on_hit_%_vulnerability,3967845372,rejected,explicit fractured implicit,Curse Enemies with Vulnerability on Hit,{0}% chance to Curse Enemies with Vulnerability on Hit,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8saWZuYWJqbG5kVJtLBACAOzNiKFiAAAA,,
curse_on_hit_level_assassins_mark,3382957283,picked,explicit,Trigger Level # Assassin's Mark when you Hit a Rare or Unique Enemy and have no Mark,Trigger Level {0} Assassin's Mark when you Hit a Rare or Unique Enemy and have no Mark,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8sbGFkaWpuZGFsVJtLBACAKAYwSZiAAAA,,
curse_on_hit_level_assassins_mark,3924520095,rejected,explicit implicit,Trigger Level # Assassin's Mark when you Hit a Rare or Unique Enemy and have no Mark,Trigger Level {0} Assassin's Mark when you Hit a Rare or Unique Enemy and have no Mark,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8saWRiamRgYGlqVJtLBACAKk-fXxiAAAA,,
curse_on_hit_level_poachers_mark,364728407,rejected,explicit,Trigger Level # Poacher's Mark when you Hit a Rare or Unique Enemy and have no Mark,Trigger Level {0} Poacher's Mark when you Hit a Rare or Unique Enemy and have no Mark,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8sZmJuZGFiYG5Um0sEAIA2P-bjmEAAAA,,
curse_on_hit_level_poachers_mark,2659463225,picked,explicit,Trigger Level # Poacher's Mark when you Hit a Rare or Unique Enemy and have no Mark,Trigger Level {0} Poacher's Mark when you Hit a Rare or Unique Enemy and have no Mark,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8kZmppYmZsZGRqVJtLBACACUWqxdiAAAA,,
curse_on_hit_level_poachers_mark,3904501306,rejected,explicit,Trigger Level # Poacher's Mark when you Hit a Rare or Unique Enemy and have no Mark,Trigger Level {0} Poacher's Mark when you Hit a Rare or Unique Enemy and have no Mark,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8saWBiamBobGBmVJtLBACAIgVlz1iAAAA,,
damage_+%_vs_blinded_enemies,3503466234,picked,explicit,#% increased Damage with Hits and Ailments against Blinded Enemies,{0}% increased Damage with Hits and Ailments against Blinded Enemies,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8samBsYmZmZGxiVJtLBACAOgltppiAAAA,,
damage_+%_vs_blinded_enemies,3565956680,rejected,explicit,#% increased Damage with Hits and Ailments against Blinded Enemies,{0}% increased Damage with Hits and Ailments against Blinded Enemies,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8samZqaWpmZmFgVJtLBACACW_FTFiAAAA,,
determination_mana_reservation_efficiency_-2%_per_1,325889252,rejected,enchant explicit fractured implicit,Determination has #% increased Mana Reservation Efficiency,Determination has {0}% reduced Mana Reservation Efficiency,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8sZGphYWlkamRUm0sEAIAxF2aXGEAAAA,,
determination_mana_reservation_efficiency_-2%_per_1,2721871046,picked,enchant explicit implicit,Determination has #% increased Mana Reservation Efficiency,Determination has {0}% reduced Mana Reservation Efficiency,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8kbmRoYW5oYGJmVJtLBACAIDNnohiAAAA,,
discipline_mana_reservation_efficiency_-2%_per_1,1692887998,picked,enchant explicit implicit,Discipline has #% increased Mana Reservation Efficiency,Discipline has {0}% reduced Mana Reservation Efficiency,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8oZmlkYWFuaWlhVJtLBACAO-pIBNiAAAA,,
discipline_mana_reservation_efficiency_-2%_per_1,2081344089,rejected,enchant explicit implicit,Discipline has #% increased Mana Reservation Efficiency,Discipline has {0}% reduced Mana Reservation Efficiency,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8kYGFobGJiYGFpVJtLBACAOx0Fm5iAAAA,,
display_altleague_event,222333372,open,explicit,"Legion Encounters in your Maps have no Timer
Breaking out Monsters and Chests that are in stasis progressively causes a Schism
Legion Encounters in your Maps begin once the Schism has occurred",Tormented Spirits in your Maps can Possess Players for 20 seconds\nTormented Spirits in your Maps cannot Possess Monsters,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8kZGRMRCYGynVxgIhAMkg3YhhAAAA,yes,2026-09-13
display_altleague_event,1582162479,open,explicit,"Tormented Spirits in your Maps can Possess Players for 20 seconds
Tormented Spirits in your Maps cannot Possess Monsters",Tormented Spirits in your Maps can Possess Players for 20 seconds\nTormented Spirits in your Maps cannot Possess Monsters,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8oamFkaGZkYm5pVJtLBACAOIGFvRiAAAA,yes,2026-09-13
display_altleague_event,3249943883,open,explicit,"Tormented Spirits can Possess Players for 20 seconds
Tormented Spirits cannot Possess Monsters | Tormented Spirits in your Maps can Possess Players for 20 seconds
Tormented Spirits in your Maps cannot Possess Monsters",Tormented Spirits in your Maps can Possess Players for 20 seconds\nTormented Spirits in your Maps cannot Possess Monsters,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8sZGJpaWJsYWFsVJtLBACAOIYTQ9iAAAA,yes,2026-09-13
display_heist_contract_lockdown_timer_+%,429193272,picked,enchant,#% increased time before Lockdown,{0}% increased time before Lockdown,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwal5yRmJeiR5IfbyJkaWhpbGRuZFSbSwQAgDYZzgaYAAAAA,,
display_heist_contract_lockdown_timer_+%,2435922859,rejected,explicit fractured,#% increased time before Lockdown,{0}% increased time before Lockdown,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8kYmxqaWRkYWppVJtLBACAFilqkRiAAAA,,
display_heist_contract_lockdown_timer_+%,4004160031,picked,explicit,#% increased time before Lockdown,{0}% increased time before Lockdown,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8iYGBiaGZgYGxoVJtLBACADhlyMBiAAAA,,
display_map_has_oxygen,660313500,open,explicit,Area becomes fatal after some time,Area becomes fatal after some time,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8mZmBsaGxqYGBUm0sEAIAgad9zWEAAAA,yes,2026-09-13
display_map_has_oxygen,2378288719,open,explicit,Area becomes fatal after some time,Area becomes fatal after some time,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8kbG5hZGFhbmhpVJtLBACAE_ox15iAAAA,yes,2026-09-13
display_map_inhabited_by_lunaris_fanatics,3134632618,open,explicit fractured,Area is inhabited by Lunaris fanatics,Area is inhabited by Lunaris fanatics,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8saGxiZmxkZmhhVJtLBACAKrNNl1iAAAA,yes,2026-09-13
display_map_inhabited_by_lunaris_fanatics,3408601861,open,explicit,Area is inhabited by Lunaris fanatics,Area is inhabited by Lunaris fanatics,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8sYmBhZmBoYWZoVJtLBACAFulIK1iAAAA,yes,2026-09-13
display_map_inhabited_by_solaris_fanatics,1934713036,open,explicit,Area is inhabited by Solaris fanatics,Area is inhabited by Solaris fanatics,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8oaWxibmhsYGxmVJtLBACAHS_FFhiAAAA,yes,2026-09-13
display_map_inhabited_by_solaris_fanatics,2457517302,open,explicit fractured,Area is inhabited by Solaris fanatics,Area is inhabited by Solaris fanatics,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8kYmpuamhubGBkVJtLBACACJ_R25iAAAA,yes,2026-09-13
flask_charges_gained_from_kills_+%_final_from_unique,624257168,picked,explicit,#% more Flask Charges gained from Kills,{0}% more Flask Charges gained from Kills,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8mZGJkam5oZmFUm0sEAIAd8uTnmEAAAA,,
flask_charges_gained_from_kills_+%_final_from_unique,3790386828,rejected,explicit,#% more Flask Charges gained from Kills,{0}% more Flask Charges gained from Kills,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8sbmlgbGFmYWRhVJtLBACAAolZpliAAAA,,
flesh_stone_mana_reservation_efficiency_-2%_per_1,1740848995,open,enchant,Flesh and Stone has #% increased Mana Reservation Efficiency,Flesh and Stone has {0}% reduced Mana Reservation Efficiency,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwal5yRmJeiR5IfbyhuYmBhYmFpaWpUm0sEAIANb6Z9GEAAAA,yes,2026-09-13
flesh_stone_mana_reservation_efficiency_-2%_per_1,3563089138,open,enchant,Flesh and Stone has #% increased Mana Reservation Efficiency,Flesh and Stone has {0}% reduced Mana Reservation Efficiency,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwal5yRmJeiR5IfbyxqZmxgYWlobGFUm0sEAIAs9IAL2EAAAA,no,2026-09-13
grace_mana_reservation_efficiency_-2%_per_1,900639351,rejected,enchant explicit fractured implicit,Grace has #% increased Mana Reservation Efficiency,Grace has {0}% reduced Mana Reservation Efficiency,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8pYGBmbGlsamhUm0sEAIA6A1XK2EAAAA,,
grace_mana_reservation_efficiency_-2%_per_1,1803598623,picked,enchant explicit implicit,Grace has #% increased Mana Reservation Efficiency,Grace has {0}% reduced Mana Reservation Efficiency,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8oYWBsamlhZmRsVJtLBACAIGVbaNiAAAA,,
haste_mana_reservation_efficiency_-2%_per_1,804667127,open,enchant,Haste has #% increased Mana Reservation Efficiency,Haste has {0}% reduced Mana Reservation Efficiency,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwal5yRmJeiR5IfbyFgYmZmbmhkblSbSwQAgDaylE0YAAAAA,no,2026-09-13
haste_mana_reservation_efficiency_-2%_per_1,939320550,open,enchant,Haste has #% increased Mana Reservation Efficiency,Haste has {0}% reduced Mana Reservation Efficiency,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwal5yRmJeiR5IfbylsaWxkYGpqYFSbSwQAgDnLc_uYAAAAA,yes,2026-09-13
hatred_mana_reservation_efficiency_-2%_per_1,1920370417,picked,enchant explicit,Hatred has #% increased Mana Reservation Efficiency,Hatred has {0}% reduced Mana Reservation Efficiency,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8oaWRgbG5gYmhuVJtLBACAG4jmLxiAAAA,,
hatred_mana_reservation_efficiency_-2%_per_1,2156140483,rejected,enchant explicit fractured implicit,Hatred has #% increased Mana Reservation Efficiency,Hatred has {0}% reduced Mana Reservation Efficiency,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8kaGpmaGJgYmFsVJtLBACAKDpKAFiAAAA,,
heist_contract_guarding_monsters_take_damage_+%,408585189,open,sanctum,Guards take #% increased Damage,Guards take {0}% increased Damage,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwcWJecklprh5IfbyJgYWphamhhaVSbSwQAgCLk_RjYAAAAA,yes,2026-09-13
heist_contract_guarding_monsters_take_damage_+%,873692616,open,explicit fractured,Guards take #% increased Damage,Guards take {0}% increased Damage,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8hbmxmaWRmaGZUm0sEAIARsaeW2EAAAA,yes,2026-09-13
herald_of_agony_mana_reservation_efficiency_-2%_per_1,1133703802,rejected,enchant explicit,Herald of Agony has #% increased Mana Reservation Efficiency,Herald of Agony has {0}% reduced Mana Reservation Efficiency,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8oaGxsbmBsYWBkVJtLBACAIMreOpiAAAA,,
herald_of_agony_mana_reservation_efficiency_-2%_per_1,1284151528,picked,enchant explicit,Herald of Agony has #% increased Mana Reservation Efficiency,Herald of Agony has {0}% reduced Mana Reservation Efficiency,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8oZGFiaGpoamRhVJtLBACALQay0RiAAAA,,
herald_of_ash_mana_reservation_efficiency_-2%_per_1,2500442851,rejected,enchant explicit,Herald of Ash has #% increased Mana Reservation Efficiency,Herald of Ash has {0}% reduced Mana Reservation Efficiency,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8kamBgYmJkYWpoVJtLBACALJt6tliAAAA,,
herald_of_ash_mana_reservation_efficiency_-2%_per_1,3819451758,picked,enchant explicit,Herald of Ash has #% increased Mana Reservation Efficiency,Herald of Ash has {0}% reduced Mana Reservation Efficiency,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8sYWhpYmpobmphVJtLBACAHCLjvFiAAAA,,
herald_of_ice_mana_reservation_efficiency_-2%_per_1,3059700363,picked,enchant explicit,Herald of Ice has #% increased Mana Reservation Efficiency,Herald of Ice has {0}% reduced Mana Reservation Efficiency,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8sYGppbmBgbGZsVJtLBACAHXfxB9iAAAA,,
herald_of_ice_mana_reservation_efficiency_-2%_per_1,3395872960,rejected,enchant explicit,Herald of Ice has #% increased Mana Reservation Efficiency,Herald of Ice has {0}% reduced Mana Reservation Efficiency,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8sbGlqYW5kaWZgVJtLBACABZXakViAAAA,,
herald_of_purity_mana_reservation_efficiency_-2%_per_1,1542765265,picked,enchant explicit,Herald of Purity has #% increased Mana Reservation Efficiency,Herald of Purity has {0}% reduced Mana Reservation Efficiency,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8oamJkbmZqZGZqVJtLBACADY6EqtiAAAA,,
herald_of_purity_mana_reservation_efficiency_-2%_per_1,2189040439,rejected,enchant explicit,Herald of Purity has #% increased Mana Reservation Efficiency,Herald of Purity has {0}% reduced Mana Reservation Efficiency,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8kaGFpYGJgYmxpVJtLBACALlDHfNiAAAA,,
herald_of_thunder_mana_reservation_efficiency_-2%_per_1,3817220109,rejected,enchant explicit,Herald of Thunder has #% increased Mana Reservation Efficiency,Herald of Thunder has {0}% reduced Mana Reservation Efficiency,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8sYWhuZGRgaGBpVJtLBACAMcgIb9iAAAA,,
herald_of_thunder_mana_reservation_efficiency_-2%_per_1,3959101898,picked,enchant explicit,Herald of Thunder has #% increased Mana Reservation Efficiency,Herald of Thunder has {0}% reduced Mana Reservation Efficiency,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8saWppaGBoYWlhVJtLBACAE_eOzBiAAAA,,
item_found_gold_+%,253956903,picked,enchant explicit,#% increased Quantity of Gold Dropped by Slain Enemies,{0}% increased Quantity of Gold Dropped by Slain Enemies,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8kamxpamZpYGxUm0sEAIA2TKx7WEAAAA,,
item_found_gold_+%,3664950032,rejected,enchant explicit,#% increased Quantity of Gold Dropped by Slain Enemies,{0}% increased Quantity of Gold Dropped by Slain Enemies,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8sZmZiaWpgYGxkVJtLBACAGsID0liAAAA,,
item_generation_cannot_roll_caster_affixes,1149326139,open,crafted explicit fractured,Cannot roll Caster Modifiers,Cannot roll Caster Modifiers,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8oaGJpbGRmaGxpVJtLBACAN1LgihiAAAA,yes,2026-09-13
item_generation_cannot_roll_caster_affixes,4082780964,open,implicit,Cannot roll Caster Modifiers,Cannot roll Caster Modifiers,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwZm5BTmZyZokeSEO8iYGFkbmFgaWZiVJtLBACAHwZECNiAAAA,yes,2026-09-13
life_degeneration_per_10_seconds_not_in_grace,771127912,rejected,crafted explicit fractured,Lose # Life per second,Lose {0} Life per second,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8ubmhoZG5paGRUm0sEAIA3f4s9WEAAAA,,
life_degeneration_per_10_seconds_not_in_grace,1559341337,picked,explicit,Lose # Life per second,Lose {0} Life per second,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8oamppbGJobGxuVJtLBACAClNUUtiAAAA,,
local_affliction_notable_evil_eye,156080652,rejected,explicit fractured,1 Added Passive Skill is Evil Eye,1 Added Passive Skill is Evil Eye,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8oamZgYWBmamRUm0sEAIAYybui2EAAAA,,
local_affliction_notable_evil_eye,4291066912,picked,explicit fractured,1 Added Passive Skill is Evil Eye,1 Added Passive Skill is Evil Eye,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8iZGloYGZmaWhkVJtLBACAGkP4pJiAAAA,,
