# generated by scripts/template-vs-translation.py from ../item-facts/data/mod-templates.csv and poe1/data/stat_translations.json @ e2bd511a
array,template,items,lines,match,n_entries,entry_ids,n_trade_ids,trade_ids,has_trade_ids,equipment_lines,gem_lines,other_lines
explicitMods,"Shocks nearby Enemies during Effect, causing #% increased Damage taken",10,10,none,0,,0,,,10,0,0
explicitMods,Shockwave deals #% less Damage,10,10,none,0,,0,,,0,10,0
explicitMods,Skills Cost no Mana during Effect,10,10,exact,1,local_unique_flask_no_mana_cost_while_healing,1,explicit.stat_1669220541,yes,10,0,0
explicitMods,Socketed Gems fire # additional Projectiles,10,10,exact,1,local_display_socketed_gems_have_number_of_additional_projectiles,1,explicit.stat_4016885052,yes,10,0,0
explicitMods,Socketed Gems fire Projectiles in a circle,10,10,exact,1,local_display_socketed_gems_projectiles_nova,1,explicit.stat_967556848,yes,10,0,0
explicitMods,Socketed Gems have no Reservation\nYour Blessing Skills are Disabled,10,10,exact,1,disable_blessing_skills_and_display_socketed_aura_gems_reserve_no_mana,1,explicit.stat_2497009514,yes,0,0,0
explicitMods,Supported Attacks will Trigger a Supported Spell when you Crit an Enemy,10,10,none,0,,0,,,0,10,0
explicitMods,Supported Skills Chain # times,10,10,none,0,,0,,,0,10,0
explicitMods,Supported Skills deal # to # added Fire Damage against Burning Enemies,10,10,none,0,,0,,,0,10,0
explicitMods,Supported Skills deal #% increased Melee Physical Damage,10,10,none,0,,0,,,0,10,0
explicitMods,Supported Skills deal #% less Spell Damage,10,10,none,0,,0,,,0,10,0
explicitMods,Supported Skills deal #% more Damage per Power Charge,10,10,none,0,,0,,,0,10,0
explicitMods,Supported Skills deal #% more Elemental Damage per # of lowest Resonance,10,10,none,0,,0,,,0,10,0
explicitMods,Supported Skills have #% chance to gain a Power Charge on Critical Strike,10,10,none,0,,0,,,0,10,0
explicitMods,Supported Skills have #% increased Minion Attack Speed,10,10,none,0,,0,,,0,10,0
explicitMods,Supported Skills have #% increased Minion Cast Speed,10,10,none,0,,0,,,0,10,0
explicitMods,Supported Skills penetrate #% Elemental Resistances while each Resonance is at least #,10,10,none,0,,0,,,0,10,0
explicitMods,Supported Skills throw up to # additional Mines,10,10,none,0,,0,,,0,10,0
explicitMods,Take # Chaos Damage per Second during Effect,10,10,exact,1,local_chaos_damage_taken_per_minute_during_flask_effect,1,explicit.stat_308618188,yes,10,0,0
explicitMods,Total Recovery per second from Life Leech is Doubled,10,10,exact,1,total_recovery_per_minute_from_life_leech_is_doubled,1,explicit.stat_1277035917,yes,10,0,0
explicitMods,"Trigger a Socketed Spell when you Use a Skill, with a # second Cooldown\nSpells Triggered this way have #% more Cost",10,10,none,0,,0,,,0,0,0
explicitMods,Triggers Level # Death Walk when Equipped,10,10,exact,1,local_display_trigger_death_walk_on_equip_level,1,explicit.stat_651875072,yes,10,0,0
explicitMods,Unwavering Stance,10,10,exact,1,keystone_unwavering_stance,3,explicit.stat_1683578560 implicit.stat_1683578560 scourge.stat_1683578560,yes,10,0,0
explicitMods,Upgrades a normal item to a rare item,10,10,none,0,,0,,,0,0,10
explicitMods,Wave has #% reduced delay between Areas,10,10,none,0,,0,,,0,10,0
explicitMods,Will be Consumed when you level up\nto grant Soul Eater for # minutes,10,10,none,0,,0,,,0,0,0
explicitMods,Will be Consumed when you reach #% of Life\nto Refill all Flasks,10,10,none,0,,0,,,0,0,0
explicitMods,Will be Consumed when you reach #% of Life\nto grant Adrenaline for # seconds,10,10,none,0,,0,,,0,0,0
explicitMods,You and nearby allies gain #% additional maximum Lightning Resistance,10,10,none,0,,0,,,0,10,0
explicitMods,"You are Shocked during Effect, causing #% increased Damage taken",10,10,none,0,,0,,,10,0,0
explicitMods,Your Critical Strikes do not deal extra Damage during Effect,10,10,exact,1,local_no_critical_strike_multiplier_during_flask_effect,1,explicit.stat_2893557981,yes,10,0,0
explicitMods,# Added Passive Skill is Dark Ideation,9,9,none,0,,0,,,9,0,0
explicitMods,# Added Passive Skill is Sleepless Sentries,9,9,none,0,,0,,,9,0,0
explicitMods,# Added Passive Skill is Touch of Cruelty,9,9,none,0,,0,,,9,0,0
explicitMods,# Chaos Damage taken,9,9,exact,1,chaos_damage_taken_+,2,explicit.stat_496011033 implicit.stat_496011033,yes,9,0,0
explicitMods,# Physical Damage taken on Minion Death,9,9,exact,1,physical_damage_taken_on_minion_death,1,explicit.stat_4176970656,yes,9,0,0
explicitMods,# Volleys,9,9,none,0,,0,,,0,9,0
explicitMods,"# metres to radius per stage, up to a maximum of # metres",9,9,none,0,,0,,,0,9,0
explicitMods,# to Level of Socketed Skill Gems,9,9,exact,1,local_socketed_active_skill_gem_level_+,3,explicit.stat_524797741 fractured.stat_524797741 implicit.stat_524797741,yes,9,0,0
explicitMods,#% Chance to Block Spell Damage while Dual Wielding,9,9,exact,1,spell_block_while_dual_wielding_%,2,explicit.stat_138741818 fractured.stat_138741818,yes,9,0,0
explicitMods,#% chance for Lightning to Strike the Marker when Cast,9,9,none,0,,0,,,0,9,0
explicitMods,#% chance to Avoid Elemental Ailments while Phasing,9,9,exact,1,avoid_elemental_ailments_%_while_phasing,1,explicit.stat_115351487,yes,9,0,0
explicitMods,#% chance to Avoid being Chilled or Frozen if you have used a Fire Skill Recently,9,9,exact,1,avoid_freeze_and_chill_%_if_you_have_used_a_fire_skill_recently,2,explicit.stat_3706656107 implicit.stat_3706656107,yes,9,0,0
explicitMods,#% chance to Blind Enemies on Critical Strike,9,9,exact,1,%_chance_to_blind_on_critical_strike,1,explicit.stat_3983981705,yes,9,0,0
explicitMods,#% chance to Curse Non-Cursed Enemies with Enfeeble on Hit,9,9,exact,1,curse_with_enfeeble_on_hit_%_against_uncursed_enemies,1,explicit.stat_3804297142,yes,9,0,0
explicitMods,#% chance to Summon a Sentinel of Absolution on Hitting a Rare or Unique Enemy,9,9,none,0,,0,,,0,9,0
explicitMods,"#% chance to Trigger Socketed Spells when you Spend at least # Mana on an\nUpfront Cost to Use or Trigger a Skill, with a # second Cooldown",9,9,none,0,,0,,,0,0,0
explicitMods,#% chance to inflict Fire Exposure on Hit,9,9,exact,1,base_inflict_fire_exposure_on_hit_%_chance,5,enchant.stat_3602667353 explicit.stat_3602667353 fractured.stat_3602667353 implicit.stat_3602667353 scourge.stat_3602667353,yes,9,0,0
explicitMods,#% increased Attack Damage per # of the lowest of Armour and Evasion Rating,9,9,none,0,,0,,,9,0,0
explicitMods,#% increased Attributes,9,9,exact,1,all_attributes_+%,5,crafted.stat_3143208761 enchant.stat_3143208761 explicit.stat_3143208761 fractured.stat_3143208761 implicit.stat_3143208761,yes,9,0,0
explicitMods,#% increased Beam frequency,9,9,none,0,,0,,,0,9,0
explicitMods,#% increased Cast Speed per Power Charge,9,9,exact,1,cast_speed_+%_per_power_charge,1,explicit.stat_1604393896,yes,9,0,0
explicitMods,#% increased Damage while Ignited,9,9,exact,1,damage_+%_while_ignited,1,explicit.stat_1686122637,yes,9,0,0
explicitMods,#% increased Duration of Ailments on Enemies,9,9,exact,1,base_all_ailment_duration_+%,4,explicit.stat_2419712247 fractured.stat_2419712247 implicit.stat_2419712247 scourge.stat_2419712247,yes,9,0,0
explicitMods,#% increased Effect of Curse,9,9,none,0,,0,,,0,9,0
explicitMods,#% increased Effect of Elusive from Supported Skills,9,9,none,0,,0,,,0,9,0
explicitMods,#% increased Effect of Non-Damaging Ailments,9,9,exact,1,non_damaging_ailment_effect_+%,5,crafted.stat_782230869 explicit.stat_782230869 fractured.stat_782230869 implicit.stat_782230869 scourge.stat_782230869,yes,9,0,0
explicitMods,#% increased Effect of Shrine Buffs on you,9,9,exact,1,shrine_buff_effect_on_self_+%,2,explicit.stat_1939175721 implicit.stat_1939175721,yes,9,0,0
explicitMods,#% increased Elemental Damage if you've Warcried Recently,9,9,exact,1,elemental_damage_+%_if_used_a_warcry_recently,1,explicit.stat_2803182108,yes,9,0,0
explicitMods,#% increased Evasion Rating during Onslaught,9,9,exact,1,evasion_rating_+%_while_onslaught_is_active,2,explicit.stat_156734303 implicit.stat_156734303,yes,9,0,0
explicitMods,#% increased Minion Attack Speed per # Dexterity,9,9,none,0,,0,,,9,0,0
explicitMods,#% increased Minion Movement Speed per # Dexterity,9,9,none,0,,0,,,9,0,0
explicitMods,#% increased Movement Speed if you've Warcried Recently,9,9,exact,1,movement_speed_+%_if_used_a_warcry_recently,1,explicit.stat_2546417825,yes,9,0,0
explicitMods,#% increased Physical Damage while affected by Herald of Purity,9,9,exact,1,physical_damage_+%_while_affected_by_herald_of_purity,1,explicit.stat_3294232483,yes,9,0,0
explicitMods,#% increased Projectile Attack Damage per # Accuracy Rating,9,9,none,0,,0,,,9,0,0
explicitMods,#% increased Rarity of Items found when on Low Life,9,9,exact,1,item_found_rarity_+%_when_on_low_life,2,explicit.stat_2929867083 implicit.stat_2929867083,yes,9,0,0
explicitMods,#% increased Totem Damage,9,9,exact,1,totem_damage_+%,2,explicit.stat_3851254963 fractured.stat_3851254963,yes,8,1,0
explicitMods,"#% increased angle per stage, up to #%",9,9,none,0,,0,,,0,9,0
explicitMods,#% less Attack Speed if Dual Wielding,9,9,exact,1,viper_strike_dual_wield_attack_speed_+%_final,0,,,0,9,0
explicitMods,#% less Hit Damage while Dual Wielding,9,9,exact,1,viper_strike_dual_wield_damage_+%_final,0,,,0,9,0
explicitMods,#% more Damage with Hits against Burning enemies,9,9,none,0,,0,,,0,9,0
explicitMods,#% of Damage Leeched as Life against Shocked Enemies,9,9,exact,2,old_do_not_use_life_leech_permyriad_vs_shocked_enemies;base_life_leech_permyriad_vs_shocked_enemies,1,explicit.stat_2614321687,yes,9,0,0
explicitMods,#% reduced Bleeding Duration,9,9,exact,1,base_bleed_duration_+%,3,explicit.stat_1459321413 fractured.stat_1459321413 implicit.stat_1459321413,yes,9,0,0
explicitMods,#% reduced Flask Charges gained,9,9,exact,1,charges_gained_+%,5,crafted.stat_1452809865 explicit.stat_1452809865 fractured.stat_1452809865 implicit.stat_1452809865 scourge.stat_1452809865,yes,9,0,0
explicitMods,#% reduced Frenzy Charge Duration per Frenzy Charge,9,9,exact,1,frenzy_charge_duration_+%_per_frenzy_charge,1,explicit.stat_2543931078,yes,9,0,0
explicitMods,#% reduced Mana Cost of Skills during Effect,9,9,exact,1,local_flask_skill_mana_cost_+%_during_flask_effect,3,crafted.stat_683273571 explicit.stat_683273571 fractured.stat_683273571,yes,9,0,0
explicitMods,#% reduced Mine Throwing Speed,9,9,exact,1,mine_laying_speed_+%,5,crafted.stat_1896971621 explicit.stat_1896971621 fractured.stat_1896971621 implicit.stat_1896971621 scourge.stat_1896971621,yes,9,0,0
explicitMods,#% reduced Skill Effect Duration,9,9,exact,1,skill_effect_duration_+%,3,explicit.stat_3377888098 fractured.stat_3377888098 implicit.stat_3377888098,yes,9,0,0
explicitMods,#% to Chaos Resistance while affected by Herald of Agony,9,9,exact,1,chaos_damage_resistance_%_while_affected_by_herald_of_agony,1,explicit.stat_3456816469,yes,9,0,0
explicitMods,#% to Damage over Time Multiplier for Poison per Frenzy Charge,9,9,exact,1,poison_dot_multiplier_+_per_frenzy_charge,2,explicit.stat_3504652942 implicit.stat_3504652942,yes,9,0,0
explicitMods,#% to Damage over Time Multiplier with Attack Skills,9,9,exact,1,damage_over_time_multiplier_+_with_attacks,2,explicit.stat_693959086 fractured.stat_693959086,yes,9,0,0
explicitMods,#% to Fire Resistance while affected by Herald of Ash,9,9,exact,1,fire_damage_resistance_%_while_affected_by_herald_of_ash,1,explicit.stat_2675641469,yes,9,0,0
explicitMods,<currencyitem>{#x Orb of Alteration},9,9,none,0,,0,,,0,0,9
explicitMods,"<whiteitem>{Map}
\n<default>{Map Tier:} <normal>{#}",9,9,none,0,,0,,,0,0,0
explicitMods,Adds # to # Cold Damage against Chilled Enemies,9,9,exact,1,minimum_added_cold_damage_vs_chilled_enemies|maximum_added_cold_damage_vs_chilled_enemies,1,explicit.stat_3734640451,yes,9,0,0
explicitMods,"Adds an incubated Unique item to an equippable item
\nItem drops after killing # monsters",9,9,none,0,,0,,,0,0,0
explicitMods,Allies Resist Elemental Damage,9,9,none,0,,0,,,9,0,0
explicitMods,Amulet: (#-#)% increased Armour,9,9,none,0,,0,,,0,0,9
explicitMods,Amulet: (#-#)% to Global Critical Strike Multiplier,9,9,none,0,,0,,,0,0,9
explicitMods,Armour: (#-#) to maximum Energy Shield,9,9,none,0,,0,,,0,0,9
explicitMods,Aspect of the Hellion,9,9,none,0,,0,,,9,0,0
explicitMods,Attack Hits against Cursed Enemies have #% chance to inflict Bleeding,9,9,none,0,,0,,,0,9,0
explicitMods,Attacks have #% Arcane Might,9,9,none,0,,0,,,9,0,0
explicitMods,Attacks have #% chance to Poison while at maximum Frenzy Charges,9,9,exact,1,attacks_chance_to_poison_%_on_max_frenzy_charges,1,explicit.stat_3654074125,yes,9,0,0
explicitMods,Belt: (#-#) to Armour,9,9,none,0,,0,,,0,0,9
explicitMods,Belt: (#-#)% increased Flask Mana Recovery rate,9,9,none,0,,0,,,0,0,9
explicitMods,Belt: (#-#)% reduced Enemy Stun Threshold,9,9,none,0,,0,,,0,0,9
explicitMods,"Bleeding Enemies you Kill Explode, dealing #% of\ntheir Maximum Life as Physical Damage",9,9,exact,1,bleeding_enemies_explode_for_%_life_as_physical_damage,2,explicit.stat_3133323410 implicit.stat_3133323410,yes,0,0,0
explicitMods,Body Armour: (#-#) to Armour,9,9,none,0,,0,,,0,0,9
explicitMods,Body Armour: (#-#)% increased Stun Threshold,9,9,none,0,,0,,,0,0,9
explicitMods,Bow: # to Level of Socketed Bow Gems,9,9,none,0,,0,,,0,0,9
explicitMods,Buff grants #% increased Attack Speed,9,9,none,0,,0,,,0,9,0
explicitMods,Burning Ground deals #% of Fire Damage per second of Ignite affecting Enemy,9,9,none,0,,0,,,0,9,0
explicitMods,Cannot Ignite,9,9,none,0,,0,,,0,9,0
explicitMods,Contains additional waves of Undead Monsters,9,9,exact,1,display_cowards_trial_waves_of_undead_monsters,1,explicit.stat_1968038301,yes,9,0,0
explicitMods,Contains waves of Monsters,9,9,exact,1,display_cowards_trial_waves_of_monsters,1,explicit.stat_1787444936,yes,9,0,0
explicitMods,Crushing Claws,9,9,none,0,,0,,,9,0,0
explicitMods,Culling Strike against Burning Enemies,9,9,exact,1,culling_strike_on_burning_enemies,1,explicit.stat_1777334641,yes,9,0,0
explicitMods,Cursed enemies take #% increased Physical Damage,9,9,none,0,,0,,,0,9,0
explicitMods,Deals #% of your maximum Life as base Chaos Damage,9,9,none,0,,0,,,0,9,0
explicitMods,Debuffs on you expire #% faster,9,9,exact,1,debuff_time_passed_+%,3,explicit.stat_1238227257 fractured.stat_1238227257 implicit.stat_1238227257,yes,9,0,0
explicitMods,"Each Mine from Supported Skills applies #% chance to deal Double Damage to Hits against Enemies near it, up to a maximum of #%",9,9,none,0,,0,,,0,9,0
explicitMods,Gain # Frenzy Charges on use,9,9,exact,1,local_flask_gain_frenzy_charges_on_use,1,explicit.stat_3230795453,yes,9,0,0
explicitMods,Gain #% of Maximum Life as Extra Maximum Energy Shield,9,9,exact,1,maximum_life_%_to_add_as_maximum_energy_shield,4,crafted.stat_67280387 explicit.stat_67280387 fractured.stat_67280387 implicit.stat_67280387,yes,9,0,0
explicitMods,Gain a Frenzy Charge if an Attack Ignites an Enemy,9,9,exact,1,gain_frenzy_charge_if_attack_ignites,1,explicit.stat_3598983877,yes,9,0,0
explicitMods,Grants Immunity to Hinder for # seconds if used while Hindered,9,9,exact,1,local_flask_immune_to_hinder_for_x_seconds_if_hindered,2,explicit.stat_4003593289 fractured.stat_4003593289,yes,9,0,0
explicitMods,Grants Immunity to Maim for # seconds if used while Maimed,9,9,exact,1,local_flask_immune_to_maim_for_x_seconds_if_maimed,2,explicit.stat_4232582040 fractured.stat_4232582040,yes,9,0,0
explicitMods,Helmet: (#-#) to Armour,9,9,none,0,,0,,,0,0,9
explicitMods,"Hits on Ignited Enemies create Burning Ground, no more than once every # seconds",9,9,none,0,,0,,,0,9,0
explicitMods,Hits up to # additional enemies near the target,9,9,none,0,,0,,,0,9,0
explicitMods,Maximum # Lingering Blades can be left in the ground at a time,9,9,none,0,,0,,,0,9,0
explicitMods,Maximum # Summoned Sentinels of Absolution,9,9,none,0,,0,,,0,9,0
explicitMods,Melee Hits which Stun Fortify,9,9,exact,1,chance_to_fortify_on_melee_stun_%,3,enchant.stat_3206381437 explicit.stat_3206381437 fractured.stat_3206381437,yes,9,0,0
explicitMods,Minions have #% increased Area of Effect,9,9,exact,1,minion_skill_area_of_effect_+%,2,explicit.stat_3811191316 fractured.stat_3811191316,yes,9,0,0
explicitMods,Minions' Hits can only Kill Ignited Enemies,9,9,exact,1,minions_hits_can_only_kill_ignited_enemies,1,explicit.stat_1736403946,yes,9,0,0
explicitMods,Modifiers to number of Projectiles instead apply to\nthe number of targets Projectile Splits towards,9,9,none,0,,0,,,0,0,0
explicitMods,Monsters have # to Maximum Frenzy Charges,9,9,exact,1,map_monster_maximum_frenzy_charges,2,explicit.stat_3900284865 fractured.stat_3900284865,yes,9,0,0
explicitMods,Monsters have #% chance to gain an Endurance Charge on Hit,9,9,exact,1,map_monsters_add_endurance_charge_on_hit_%,2,explicit.stat_687813731 fractured.stat_687813731,yes,9,0,0
explicitMods,Nearby Allies gain #% increased Mana Regeneration Rate,9,9,exact,1,shapers_seed_unique_aura_mana_regeneration_rate_+%,1,explicit.stat_778848857,yes,9,0,0
explicitMods,Nearby Allies gain #% of Life Regenerated per second,9,9,exact,1,shapers_seed_unique_aura_life_regeneration_rate_per_minute_%,1,explicit.stat_3462673103,yes,9,0,0
explicitMods,Nearby Enemies have #% increased Fire and Cold Resistances,9,9,exact,1,local_display_fire_and_cold_resist_debuff,1,explicit.stat_4273356746,yes,9,0,0
explicitMods,Never deal Critical Strikes,9,9,exact,1,global_cannot_crit,2,explicit.stat_3638599682 scourge.stat_3638599682,yes,9,0,0
explicitMods,One Handed Weapon: (#-#)% increased Cast Speed,9,9,none,0,,0,,,0,0,9
explicitMods,Other Armour: (#-#) to Armour,9,9,none,0,,0,,,0,0,9
explicitMods,Other Armour: (#-#) to maximum Mana,9,9,none,0,,0,,,0,0,9
explicitMods,Other Armour: (#-#)% chance to Avoid being Stunned,9,9,none,0,,0,,,0,0,9
explicitMods,Other Jewellery: (#-#)% increased Mana Regeneration Rate,9,9,none,0,,0,,,0,0,9
explicitMods,Other One Handed Weapon: (#-#)% increased Impale Effect,9,9,none,0,,0,,,0,0,9
explicitMods,Projectiles Split towards # targets,9,9,exact,1,projectile_number_to_split,1,scourge.stat_3464380325,yes,0,9,0
explicitMods,"Pulse has #% increased Area of Effect per #s of Stun Duration, up to #%",9,9,none,0,,0,,,0,9,0
explicitMods,Quiver: (#-#)% increased Projectile Speed,9,9,none,0,,0,,,0,0,9
explicitMods,Quiver: (#-#)% of Physical Attack Damage Leeched as Mana,9,9,none,0,,0,,,0,0,9
explicitMods,Quiver: (#-#)% to Global Critical Strike Multiplier,9,9,none,0,,0,,,0,0,9
explicitMods,Reforges the links between sockets on an item,9,9,none,0,,0,,,0,0,9
explicitMods,Regenerate # Mana per Second per Power Charge,9,9,exact,1,mana_regeneration_rate_per_minute_per_power_charge,1,explicit.stat_4084763463,yes,9,0,0
explicitMods,Regenerate #% of Life per second during Effect,9,9,exact,1,local_flask_life_regeneration_per_minute_%_during_flask_effect,2,crafted.stat_871270154 explicit.stat_871270154,yes,9,0,0
explicitMods,Ring: (#-#) to Armour,9,9,none,0,,0,,,0,0,9
explicitMods,Ring: (#-#)% to Global Critical Strike Multiplier,9,9,none,0,,0,,,0,0,9
explicitMods,Sentinels of Purity deal #% increased Damage,9,9,exact,1,sentinel_of_purity_damage_+%,1,explicit.stat_650630047,yes,9,0,0
explicitMods,Shard Projectiles Deal #% less Damage,9,9,exact,1,thrown_shield_secondary_projectile_damage_+%_final,0,,,0,9,0
explicitMods,Shield: (#-#) to Armour,9,9,none,0,,0,,,0,0,9
explicitMods,Shield: (#-#)% increased Mana Regeneration Rate,9,9,none,0,,0,,,0,0,9
explicitMods,Shield: (#-#)% increased Spell Critical Strike Chance,9,9,none,0,,0,,,0,0,9
explicitMods,Skills which throw Mines throw up to # additional Mine if you have at least # Dexterity,9,9,none,0,,0,,,9,0,0
explicitMods,Skills which throw Mines throw up to # additional Mine if you have at least # Intelligence,9,9,none,0,,0,,,9,0,0
explicitMods,Socketed Gems are Supported by Level # Cold Penetration,9,9,exact,1,local_display_socketed_gems_supported_by_x_cold_penetration,3,explicit.indexable_support_100 explicit.stat_1991958615 fractured.stat_1991958615,yes,9,0,0
explicitMods,Socketed Gems are Supported by Level # Fortify,9,9,exact,1,local_display_socketed_gems_supported_by_level_x_fortify,4,explicit.indexable_support_79 explicit.stat_107118693 fractured.stat_107118693 implicit.stat_107118693,yes,9,0,0
explicitMods,Summoned Raging Spirits deal #% increased Damage,9,9,exact,1,raging_spirit_damage_+%,2,enchant.stat_2085855914 explicit.stat_2085855914,yes,9,0,0
explicitMods,Supported Attacks deal #% more Damage with Bleeding,9,9,none,0,,0,,,0,9,0
explicitMods,Supported Attacks have #% chance to cause Bleeding,9,9,none,0,,0,,,0,9,0
explicitMods,Supported Skills Penetrate #% Fire Resistance,9,9,none,0,,0,,,0,9,0
explicitMods,"Supported Skills deal #% more Damage with Hits for each Poison on the Enemy, up to #",9,9,none,0,,0,,,0,9,0
explicitMods,Supported Skills deal #% more Damage with Poison,9,9,none,0,,0,,,0,9,0
explicitMods,Supported Skills have #% increased Fortification Duration,9,9,none,0,,0,,,0,9,0
explicitMods,Supported Skills have #% less Skill Effect Duration,9,9,none,0,,0,,,0,9,0
explicitMods,Take #% of maximum Life and #% of maximum Energy Shield as Chaos Damage,9,9,none,0,,0,,,0,9,0
explicitMods,This Spell and Minions Convert #% of Physical Damage to Lightning Damage,9,9,none,0,,0,,,0,9,0
explicitMods,This item is destroyed when applied to a Sanctum,9,9,none,0,,0,,,9,0,0
explicitMods,Totems Reflect #% of their maximum Life as Fire Damage to nearby Enemies when Hit,9,9,exact,1,totem_%_maximum_life_inflicted_as_aoe_fire_damage_when_hit,2,explicit.stat_1723061251 implicit.stat_1723061251,yes,9,0,0
explicitMods,Two Handed Melee Weapon: (#-#)% increased Impale Effect,9,9,none,0,,0,,,0,0,9
explicitMods,Two Handed Weapon: (#-#)% increased Cast Speed,9,9,none,0,,0,,,0,0,9
explicitMods,Upgrades a normal item to a random rarity,9,9,none,0,,0,,,0,0,9
explicitMods,Wand: (#-#)% increased Projectile Speed,9,9,none,0,,0,,,0,0,9
explicitMods,Warcries Knock Back and Interrupt Enemies in a smaller Area,9,9,exact,1,warcries_knock_back_enemies,1,explicit.stat_519622288,yes,9,0,0
explicitMods,Will be Consumed when you level up\nto grant #% increased Experience gained for # seconds,9,9,none,0,,0,,,0,0,0
explicitMods,Will be Consumed when you reach #% of Life\nto grant #% chance to Avoid Damage from Hits for # seconds,9,9,none,0,,0,,,0,0,0
explicitMods,Winter Bloom,9,9,none,0,,0,,,9,0,0
explicitMods,"With at least # Intelligence in Radius, Blight has #% increased Hinder Duration",9,9,none,0,,0,,,9,0,0
explicitMods,"With at least # Intelligence in Radius, Blight inflicts Withered for # seconds",9,9,none,0,,0,,,9,0,0
explicitMods,You have Onslaught while Fortified,9,9,exact,1,gain_onslaught_while_you_have_fortify,1,explicit.stat_1493590317,yes,9,0,0
explicitMods,# Added Passive Skill is Call to the Slaughter,8,8,none,0,,0,,,8,0,0
explicitMods,# Added Passive Skill is Distilled Perfection,8,8,none,0,,0,,,8,0,0
explicitMods,# Added Passive Skill is Doedre's Spite,8,8,none,0,,0,,,8,0,0
explicitMods,# Added Passive Skill is Evil Eye,8,8,none,0,,0,,,8,0,0
explicitMods,# Added Passive Skill is Magnifier,8,8,none,0,,0,,,8,0,0
explicitMods,# Added Passive Skill is Renewal,8,8,none,0,,0,,,8,0,0
explicitMods,# to # Added Fire Damage,8,8,none,0,,0,,,0,8,0
explicitMods,# to # Added Physical Damage,8,8,none,0,,0,,,0,8,0
explicitMods,# to Area of Effect length,8,8,none,0,,0,,,0,8,0
explicitMods,# to Level of Socketed AoE Gems,8,8,exact,1,local_socketed_area_of_effect_gem_level_+,5,crafted.stat_2551600084 explicit.stat_2551600084 fractured.stat_2551600084 implicit.stat_2551600084 scourge.stat_2551600084,yes,8,0,0
explicitMods,# to Level of Socketed Projectile Gems,8,8,exact,1,local_socketed_projectile_gem_level_+,5,crafted.stat_2176571093 explicit.stat_2176571093 fractured.stat_2176571093 implicit.stat_2176571093 scourge.stat_2176571093,yes,8,0,0
explicitMods,# to Maximum Life per # Intelligence,8,8,none,0,,0,,,8,0,0
explicitMods,#% Chance to Block Attack Damage when in Off Hand,8,8,exact,1,additional_block_chance_%_when_in_off_hand,1,explicit.stat_2040585053,yes,8,0,0
explicitMods,#% Chance to Block Spell Damage if you were Damaged by a Hit Recently,8,8,exact,1,chance_to_block_spells_%_if_damaged_by_a_hit_recently,2,explicit.stat_1101206134 fractured.stat_1101206134,yes,8,0,0
explicitMods,#% Chance to Block Spell Damage per Power Charge,8,8,exact,1,additional_spell_block_%_per_power_charge,2,explicit.stat_816458107 implicit.stat_816458107,yes,8,0,0
explicitMods,#% chance to Avoid being Chilled during Onslaught,8,8,exact,1,base_avoid_chill_%_while_have_onslaught,1,explicit.stat_2872105818,yes,8,0,0
explicitMods,#% chance to Cover Enemies in Ash on Hit,8,8,exact,1,cover_in_ash_on_hit_%,2,enchant.stat_324460247 explicit.stat_324460247,yes,8,0,0
explicitMods,#% chance to create Desecrated Ground when you Block,8,8,exact,1,desecrate_on_block_%_chance_to_create,1,explicit.stat_3685028559,yes,8,0,0
explicitMods,#% chance to gain Phasing for # seconds when your Trap is triggered by an Enemy,8,8,exact,1,phasing_%_for_3_seconds_on_trap_triggered_by_an_enemy|phasing_on_trap_triggered_by_an_enemy_ms,1,explicit.stat_144887967,yes,8,0,0
explicitMods,#% chance to gain a Frenzy Charge on Killing an Enemy affected by at least # Poisons,8,8,none,0,,0,,,8,0,0
explicitMods,#% chance to gain a Frenzy Charge when you Stun an Enemy,8,8,exact,1,chance_to_gain_frenzy_charge_on_stun_%,1,explicit.stat_1695720239,yes,8,0,0
explicitMods,#% chance to gain a Frenzy Charge when your Trap is triggered by an Enemy,8,8,exact,1,%_chance_to_gain_frenzy_charge_on_trap_triggered_by_an_enemy,2,explicit.stat_3738335639 implicit.stat_3738335639,yes,8,0,0
explicitMods,#% chance to gain a Power Charge on Killing an Enemy affected by fewer than # Poisons,8,8,none,0,,0,,,8,0,0
explicitMods,#% chance to receive additional Gold when opening a Reward Chest in a Heist,8,8,exact,1,heist_additional_gold_rewards_from_reward_chests_%,1,explicit.stat_854906305,yes,8,0,0
explicitMods,#% increased Area of Effect per # Rampage Kills,8,8,none,0,,0,,,8,0,0
explicitMods,#% increased Armour against Projectiles,8,8,exact,1,physical_damage_reduction_rating_+%_against_projectiles,1,explicit.stat_706246936,yes,8,0,0
explicitMods,#% increased Attack and Cast Speed if you've used a Movement Skill Recently,8,8,exact,1,attack_and_cast_speed_+%_for_4_seconds_on_movement_skill_use,1,explicit.stat_2831922878,yes,8,0,0
explicitMods,#% increased Chaos Damage per Level,8,8,exact,1,chaos_damage_+%_per_level,1,explicit.stat_4084331136,yes,8,0,0
explicitMods,#% increased Cooldown Recovery Rate for throwing Traps,8,8,exact,1,placing_traps_cooldown_recovery_+%,3,explicit.stat_3417757416 fractured.stat_3417757416 implicit.stat_3417757416,yes,8,0,0
explicitMods,#% increased Critical Strike Chance against Enemies that are on Full Life,8,8,exact,1,critical_strike_chance_against_enemies_on_full_life_+%,1,explicit.stat_47954913,yes,8,0,0
