# generated by scripts/mod-stat-index.py from poe1/data/mods.json @ e2bd511a
id,name,type,domain,generation_type,required_level,n_stats,stats,spawn_weights,generation_weights,adds_tags,implicit_tags,essence_only
LocalIncreasedPhysicalDamagePercent4,Vicious,LocalPhysicalDamagePercent,item,prefix,35,1,local_physical_damage_+%:85:109,weapon:400 default:0,attack_dagger:100 dagger:50 warstaff:100 staff:50 sceptre:50 wand_can_roll_caster_modifiers:50 default:100,has_attack_mod,physical_damage damage physical attack,
LocalIncreasedPhysicalDamagePercent5,Bloodthirsty,LocalPhysicalDamagePercent,item,prefix,46,1,local_physical_damage_+%:110:134,weapon:200 default:0,attack_dagger:100 dagger:50 warstaff:100 staff:50 sceptre:50 wand_can_roll_caster_modifiers:50 default:100,has_attack_mod,physical_damage damage physical attack,
LocalIncreasedPhysicalDamagePercent6,Cruel,LocalPhysicalDamagePercent,item,prefix,60,1,local_physical_damage_+%:135:154,weapon:100 default:0,attack_dagger:100 dagger:50 warstaff:100 staff:50 sceptre:50 wand_can_roll_caster_modifiers:50 default:100,has_attack_mod,physical_damage damage physical attack,
LocalIncreasedPhysicalDamagePercent7,Tyrannical,LocalPhysicalDamagePercent,item,prefix,73,1,local_physical_damage_+%:155:169,weapon:50 default:0,attack_dagger:100 dagger:50 warstaff:100 staff:50 sceptre:50 wand_can_roll_caster_modifiers:50 default:100,has_attack_mod,physical_damage damage physical attack,
LocalIncreasedPhysicalDamagePercent8,Merciless,LocalPhysicalDamagePercent,item,prefix,83,1,local_physical_damage_+%:170:179,weapon:25 default:0,attack_dagger:100 dagger:50 warstaff:100 staff:50 sceptre:50 wand_can_roll_caster_modifiers:50 default:100,has_attack_mod,physical_damage damage physical attack,
LocalIncreasedPhysicalDamageEnhancedMod,Tacati's,LocalPhysicalDamagePercentAddedAsChaos,item,prefix,1,2,local_physical_damage_+%:155:169 physical_damage_%_to_add_as_chaos:9:10,default:0,,,physical_damage chaos_damage damage physical chaos attack,
IncreasedPhysicalDamagePercent1,Heavy,PhysicalDamagePercent,item,prefix,4,1,physical_damage_+%:8:12,default:0,,,physical_damage damage physical,
IncreasedPhysicalDamagePercent2,Serrated,PhysicalDamagePercent,item,prefix,15,1,physical_damage_+%:13:17,default:0,,,physical_damage damage physical,
IncreasedPhysicalDamagePercent3,Wicked,PhysicalDamagePercent,item,prefix,30,1,physical_damage_+%:18:22,default:0,,,physical_damage damage physical,
IncreasedPhysicalDamagePercent4,Cruel,PhysicalDamagePercent,item,prefix,60,1,physical_damage_+%:23:28,default:0,,,physical_damage damage physical,
IncreasedPhysicalDamagePercent5__,Merciless,PhysicalDamagePercent,item,prefix,81,1,physical_damage_+%:29:33,default:0,,,physical_damage damage physical,
LocalAddedPhysicalDamage1,Glinting,LocalPhysicalDamage,item,prefix,2,2,local_minimum_added_physical_damage:1:1 local_maximum_added_physical_damage:2:3,one_hand_weapon:1000 default:0,attack_dagger:100 dagger:50 warstaff:100 staff:50 sceptre:50 wand_can_roll_caster_modifiers:50 default:100,has_attack_mod,physical_damage damage physical attack,
LocalAddedPhysicalDamage2,Burnished,LocalPhysicalDamage,item,prefix,13,2,local_minimum_added_physical_damage:4:5 local_maximum_added_physical_damage:8:9,one_hand_weapon:1000 default:0,attack_dagger:100 dagger:50 warstaff:100 staff:50 sceptre:50 wand_can_roll_caster_modifiers:50 default:100,has_attack_mod,physical_damage damage physical attack,
LocalAddedPhysicalDamage3,Polished,LocalPhysicalDamage,item,prefix,21,2,local_minimum_added_physical_damage:6:9 local_maximum_added_physical_damage:13:15,one_hand_weapon:1000 default:0,attack_dagger:100 dagger:50 warstaff:100 staff:50 sceptre:50 wand_can_roll_caster_modifiers:50 default:100,has_attack_mod,physical_damage damage physical attack,
LocalAddedPhysicalDamage4,Honed,LocalPhysicalDamage,item,prefix,29,2,local_minimum_added_physical_damage:8:12 local_maximum_added_physical_damage:17:20,one_hand_weapon:1000 default:0,attack_dagger:100 dagger:50 warstaff:100 staff:50 sceptre:50 wand_can_roll_caster_modifiers:50 default:100,has_attack_mod,physical_damage damage physical attack,
LocalAddedPhysicalDamage5,Gleaming,LocalPhysicalDamage,item,prefix,36,2,local_minimum_added_physical_damage:11:14 local_maximum_added_physical_damage:21:25,one_hand_weapon:1000 default:0,attack_dagger:100 dagger:50 warstaff:100 staff:50 sceptre:50 wand_can_roll_caster_modifiers:50 default:100,has_attack_mod,physical_damage damage physical attack,
LocalAddedPhysicalDamage6,Annealed,LocalPhysicalDamage,item,prefix,46,2,local_minimum_added_physical_damage:13:18 local_maximum_added_physical_damage:27:31,one_hand_weapon:800 default:0,attack_dagger:100 dagger:50 warstaff:100 staff:50 sceptre:50 wand_can_roll_caster_modifiers:50 default:100,has_attack_mod,physical_damage damage physical attack,
LocalAddedPhysicalDamage7,Razor-sharp,LocalPhysicalDamage,item,prefix,54,2,local_minimum_added_physical_damage:16:21 local_maximum_added_physical_damage:32:38,one_hand_weapon:600 default:0,attack_dagger:100 dagger:50 warstaff:100 staff:50 sceptre:50 wand_can_roll_caster_modifiers:50 default:100,has_attack_mod,physical_damage damage physical attack,
LocalAddedPhysicalDamage8,Tempered,LocalPhysicalDamage,item,prefix,65,2,local_minimum_added_physical_damage:19:25 local_maximum_added_physical_damage:39:45,one_hand_weapon:400 default:0,attack_dagger:100 dagger:50 warstaff:100 staff:50 sceptre:50 wand_can_roll_caster_modifiers:50 default:100,has_attack_mod,physical_damage damage physical attack,
LocalAddedPhysicalDamage9,Flaring,LocalPhysicalDamage,item,prefix,77,2,local_minimum_added_physical_damage:22:29 local_maximum_added_physical_damage:45:52,one_hand_weapon:200 default:0,attack_dagger:100 dagger:50 warstaff:100 staff:50 sceptre:50 wand_can_roll_caster_modifiers:50 default:100,has_attack_mod,physical_damage damage physical attack,
LocalAddedPhysicalDamageEssenceNew7,Essences,LocalPhysicalDamage,item,prefix,82,2,local_minimum_added_physical_damage:20:26 local_maximum_added_physical_damage:40:47,default:0,,has_attack_mod,physical_damage damage physical attack,yes
LocalAddedPhysicalDamageTwoHand1,Glinting,LocalPhysicalDamageTwoHanded,item,prefix,2,2,local_minimum_added_physical_damage:2:2 local_maximum_added_physical_damage:4:5,two_hand_weapon:1000 default:0,attack_dagger:100 dagger:50 warstaff:100 staff:50 sceptre:50 wand_can_roll_caster_modifiers:50 default:100,has_attack_mod,physical_damage damage physical attack,
LocalAddedPhysicalDamageTwoHand2,Burnished,LocalPhysicalDamageTwoHanded,item,prefix,13,2,local_minimum_added_physical_damage:6:8 local_maximum_added_physical_damage:12:15,two_hand_weapon:1000 default:0,attack_dagger:100 dagger:50 warstaff:100 staff:50 sceptre:50 wand_can_roll_caster_modifiers:50 default:100,has_attack_mod,physical_damage damage physical attack,
LocalAddedPhysicalDamageTwoHand3,Polished,LocalPhysicalDamageTwoHanded,item,prefix,21,2,local_minimum_added_physical_damage:10:13 local_maximum_added_physical_damage:21:25,two_hand_weapon:1000 default:0,attack_dagger:100 dagger:50 warstaff:100 staff:50 sceptre:50 wand_can_roll_caster_modifiers:50 default:100,has_attack_mod,physical_damage damage physical attack,
LocalAddedPhysicalDamageTwoHand4,Honed,LocalPhysicalDamageTwoHanded,item,prefix,29,2,local_minimum_added_physical_damage:13:17 local_maximum_added_physical_damage:28:32,two_hand_weapon:1000 default:0,attack_dagger:100 dagger:50 warstaff:100 staff:50 sceptre:50 wand_can_roll_caster_modifiers:50 default:100,has_attack_mod,physical_damage damage physical attack,
LocalAddedPhysicalDamageTwoHand5,Gleaming,LocalPhysicalDamageTwoHanded,item,prefix,36,2,local_minimum_added_physical_damage:16:22 local_maximum_added_physical_damage:35:40,two_hand_weapon:1000 default:0,attack_dagger:100 dagger:50 warstaff:100 staff:50 sceptre:50 wand_can_roll_caster_modifiers:50 default:100,has_attack_mod,physical_damage damage physical attack,
LocalAddedPhysicalDamageTwoHand6,Annealed,LocalPhysicalDamageTwoHanded,item,prefix,46,2,local_minimum_added_physical_damage:20:28 local_maximum_added_physical_damage:43:51,two_hand_weapon:800 default:0,attack_dagger:100 dagger:50 warstaff:100 staff:50 sceptre:50 wand_can_roll_caster_modifiers:50 default:100,has_attack_mod,physical_damage damage physical attack,
LocalAddedPhysicalDamageTwoHand7,Razor-sharp,LocalPhysicalDamageTwoHanded,item,prefix,54,2,local_minimum_added_physical_damage:25:33 local_maximum_added_physical_damage:52:61,two_hand_weapon:600 default:0,attack_dagger:100 dagger:50 warstaff:100 staff:50 sceptre:50 wand_can_roll_caster_modifiers:50 default:100,has_attack_mod,physical_damage damage physical attack,
LocalAddedPhysicalDamageTwoHand8,Tempered,LocalPhysicalDamageTwoHanded,item,prefix,65,2,local_minimum_added_physical_damage:30:40 local_maximum_added_physical_damage:63:73,two_hand_weapon:400 default:0,attack_dagger:100 dagger:50 warstaff:100 staff:50 sceptre:50 wand_can_roll_caster_modifiers:50 default:100,has_attack_mod,physical_damage damage physical attack,
LocalAddedPhysicalDamageTwoHand9,Flaring,LocalPhysicalDamageTwoHanded,item,prefix,77,2,local_minimum_added_physical_damage:34:47 local_maximum_added_physical_damage:72:84,two_hand_weapon:200 default:0,attack_dagger:100 dagger:50 warstaff:100 staff:50 sceptre:50 wand_can_roll_caster_modifiers:50 default:100,has_attack_mod,physical_damage damage physical attack,
LocalAddedPhysicalDamageTwoHandEssenceNew7__,Essences,LocalPhysicalDamageTwoHanded,item,prefix,82,2,local_minimum_added_physical_damage:31:42 local_maximum_added_physical_damage:65:75,default:0,,has_attack_mod,physical_damage damage physical attack,yes
LocalIncreasedEnergyShieldPercent1,Protective,LocalEnergyShieldPercent,item,prefix,3,1,local_energy_shield_+%:11:28,int_armour:1000 default:0,,,defences energy_shield,
LocalIncreasedEnergyShieldPercent2,Strong-Willed,LocalEnergyShieldPercent,item,prefix,18,1,local_energy_shield_+%:27:42,int_armour:1000 default:0,,,defences energy_shield,
LocalIncreasedEnergyShieldPercent3,Resolute,LocalEnergyShieldPercent,item,prefix,30,1,local_energy_shield_+%:43:55,int_armour:1000 default:0,,,defences energy_shield,
LocalIncreasedEnergyShieldPercent4,Fearless,LocalEnergyShieldPercent,item,prefix,44,1,local_energy_shield_+%:56:67,int_armour:1000 default:0,,,defences energy_shield,
LocalIncreasedEnergyShieldPercent5,Dauntless,LocalEnergyShieldPercent,item,prefix,60,1,local_energy_shield_+%:68:79,int_armour:1000 default:0,,,defences energy_shield,
LocalIncreasedEnergyShieldPercent6,Indomitable,LocalEnergyShieldPercent,item,prefix,72,1,local_energy_shield_+%:80:91,int_armour:1000 default:0,,,defences energy_shield,
LocalIncreasedEnergyShieldPercent7_,Unassailable,LocalEnergyShieldPercent,item,prefix,84,1,local_energy_shield_+%:92:100,int_armour:1000 default:0,,,defences energy_shield,
LocalIncreasedEnergyShieldPercent8,Unfaltering,LocalEnergyShieldPercent,item,prefix,86,1,local_energy_shield_+%:101:110,str_armour:0 str_dex_armour:0 str_int_armour:0 dex_armour:0 dex_int_armour:0 str_dex_int_armour:0 body_armour:1000 shield:1000 default:0,,,defences energy_shield,
LocalIncreasedPhysicalDamageReductionRatingPercent1,Reinforced,LocalPhysicalDamageReductionRatingPercent,item,prefix,3,1,local_physical_damage_reduction_rating_+%:15:26,str_armour:1000 default:0,,,defences armour,
LocalIncreasedPhysicalDamageReductionRatingPercent2,Layered,LocalPhysicalDamageReductionRatingPercent,item,prefix,17,1,local_physical_damage_reduction_rating_+%:27:42,str_armour:1000 default:0,,,defences armour,
LocalIncreasedPhysicalDamageReductionRatingPercent3,Lobstered,LocalPhysicalDamageReductionRatingPercent,item,prefix,29,1,local_physical_damage_reduction_rating_+%:43:55,str_armour:1000 default:0,,,defences armour,
LocalIncreasedPhysicalDamageReductionRatingPercent4,Buttressed,LocalPhysicalDamageReductionRatingPercent,item,prefix,42,1,local_physical_damage_reduction_rating_+%:56:67,str_armour:1000 default:0,,,defences armour,
LocalIncreasedPhysicalDamageReductionRatingPercent5,Thickened,LocalPhysicalDamageReductionRatingPercent,item,prefix,60,1,local_physical_damage_reduction_rating_+%:68:79,str_armour:1000 default:0,,,defences armour,
LocalIncreasedPhysicalDamageReductionRatingPercent6,Girded,LocalPhysicalDamageReductionRatingPercent,item,prefix,72,1,local_physical_damage_reduction_rating_+%:80:91,str_armour:1000 default:0,,,defences armour,
LocalIncreasedPhysicalDamageReductionRatingPercent7,Impregnable,LocalPhysicalDamageReductionRatingPercent,item,prefix,84,1,local_physical_damage_reduction_rating_+%:92:100,str_armour:1000 default:0,,,defences armour,
LocalIncreasedPhysicalDamageReductionRatingPercent8_,Impenetrable,LocalPhysicalDamageReductionRatingPercent,item,prefix,86,1,local_physical_damage_reduction_rating_+%:101:110,int_armour:0 str_dex_armour:0 str_int_armour:0 dex_armour:0 dex_int_armour:0 str_dex_int_armour:0 body_armour:1000 shield:1000 default:0,,,defences armour,
LocalIncreasedEvasionRatingPercent1,Shade's,LocalEvasionRatingIncreasePercent,item,prefix,3,1,local_evasion_rating_+%:15:26,dex_armour:1000 default:0,,,defences evasion,
LocalIncreasedEvasionRatingPercent2,Ghost's,LocalEvasionRatingIncreasePercent,item,prefix,19,1,local_evasion_rating_+%:27:42,dex_armour:1000 default:0,,,defences evasion,
LocalIncreasedEvasionRatingPercent3,Spectre's,LocalEvasionRatingIncreasePercent,item,prefix,30,1,local_evasion_rating_+%:43:55,dex_armour:1000 default:0,,,defences evasion,
LocalIncreasedEvasionRatingPercent4,Wraith's,LocalEvasionRatingIncreasePercent,item,prefix,44,1,local_evasion_rating_+%:56:67,dex_armour:1000 default:0,,,defences evasion,
LocalIncreasedEvasionRatingPercent5,Phantasm's,LocalEvasionRatingIncreasePercent,item,prefix,60,1,local_evasion_rating_+%:68:79,dex_armour:1000 default:0,,,defences evasion,
LocalIncreasedEvasionRatingPercent6,Nightmare's,LocalEvasionRatingIncreasePercent,item,prefix,72,1,local_evasion_rating_+%:80:91,dex_armour:1000 default:0,,,defences evasion,
LocalIncreasedEvasionRatingPercent7,Mirage's,LocalEvasionRatingIncreasePercent,item,prefix,84,1,local_evasion_rating_+%:92:100,dex_armour:1000 default:0,,,defences evasion,
LocalIncreasedEvasionRatingPercent8,Illusion's,LocalEvasionRatingIncreasePercent,item,prefix,86,1,local_evasion_rating_+%:101:110,int_armour:0 str_dex_armour:0 str_int_armour:0 str_armour:0 dex_int_armour:0 str_dex_int_armour:0 body_armour:1000 shield:1000 default:0,,,defences evasion,
LocalIncreasedArmourAndEnergyShield1,Infixed,LocalArmourAndEnergyShield,item,prefix,3,1,local_armour_and_energy_shield_+%:15:26,str_int_armour:1000 default:0,,,defences armour energy_shield,
LocalIncreasedArmourAndEnergyShield2,Ingrained,LocalArmourAndEnergyShield,item,prefix,19,1,local_armour_and_energy_shield_+%:27:42,str_int_armour:1000 default:0,,,defences armour energy_shield,
LocalIncreasedArmourAndEnergyShield3,Instilled,LocalArmourAndEnergyShield,item,prefix,30,1,local_armour_and_energy_shield_+%:43:55,str_int_armour:1000 default:0,,,defences armour energy_shield,
LocalIncreasedArmourAndEnergyShield4,Infused,LocalArmourAndEnergyShield,item,prefix,44,1,local_armour_and_energy_shield_+%:56:67,str_int_armour:1000 default:0,,,defences armour energy_shield,
LocalIncreasedArmourAndEnergyShield5,Inculcated,LocalArmourAndEnergyShield,item,prefix,60,1,local_armour_and_energy_shield_+%:68:79,str_int_armour:1000 default:0,,,defences armour energy_shield,
LocalIncreasedArmourAndEnergyShield6,Interpolated,LocalArmourAndEnergyShield,item,prefix,72,1,local_armour_and_energy_shield_+%:80:91,str_int_armour:1000 default:0,,,defences armour energy_shield,
LocalIncreasedArmourAndEnergyShield7,Inspired,LocalArmourAndEnergyShield,item,prefix,84,1,local_armour_and_energy_shield_+%:92:100,str_int_armour:1000 default:0,,,defences armour energy_shield,
LocalIncreasedArmourAndEnergyShield8,Interpermeated,LocalArmourAndEnergyShield,item,prefix,86,1,local_armour_and_energy_shield_+%:101:110,int_armour:0 str_dex_armour:0 dex_armour:0 str_armour:0 dex_int_armour:0 str_dex_int_armour:0 body_armour:1000 shield:1000 default:0,,,defences armour energy_shield,
LocalIncreasedArmourAndEvasion1,Scrapper's,LocalArmourAndEvasion,item,prefix,3,1,local_armour_and_evasion_+%:15:26,str_dex_armour:1000 default:0,,,defences armour evasion,
LocalIncreasedArmourAndEvasion2,Brawler's,LocalArmourAndEvasion,item,prefix,19,1,local_armour_and_evasion_+%:27:42,str_dex_armour:1000 default:0,,,defences armour evasion,
LocalIncreasedArmourAndEvasion3,Fencer's,LocalArmourAndEvasion,item,prefix,30,1,local_armour_and_evasion_+%:43:55,str_dex_armour:1000 default:0,,,defences armour evasion,
LocalIncreasedArmourAndEvasion4,Gladiator's,LocalArmourAndEvasion,item,prefix,44,1,local_armour_and_evasion_+%:56:67,str_dex_armour:1000 default:0,,,defences armour evasion,
LocalIncreasedArmourAndEvasion5,Duelist's,LocalArmourAndEvasion,item,prefix,60,1,local_armour_and_evasion_+%:68:79,str_dex_armour:1000 default:0,,,defences armour evasion,
LocalIncreasedArmourAndEvasion6,Hero's,LocalArmourAndEvasion,item,prefix,72,1,local_armour_and_evasion_+%:80:91,str_dex_armour:1000 default:0,,,defences armour evasion,
LocalIncreasedArmourAndEvasion7,Legend's,LocalArmourAndEvasion,item,prefix,84,1,local_armour_and_evasion_+%:92:100,str_dex_armour:1000 default:0,,,defences armour evasion,
LocalIncreasedArmourAndEvasion8,Victor's,LocalArmourAndEvasion,item,prefix,86,1,local_armour_and_evasion_+%:101:110,int_armour:0 str_int_armour:0 dex_armour:0 str_armour:0 dex_int_armour:0 str_dex_int_armour:0 body_armour:1000 shield:1000 default:0,,,defences armour evasion,
LocalIncreasedEvasionAndEnergyShield1,Shadowy,LocalEvasionAndEnergyShield,item,prefix,3,1,local_evasion_and_energy_shield_+%:15:26,dex_int_armour:1000 default:0,,,defences evasion energy_shield,
LocalIncreasedEvasionAndEnergyShield2,Ethereal,LocalEvasionAndEnergyShield,item,prefix,19,1,local_evasion_and_energy_shield_+%:27:42,dex_int_armour:1000 default:0,,,defences evasion energy_shield,
LocalIncreasedEvasionAndEnergyShield3,Unworldly,LocalEvasionAndEnergyShield,item,prefix,30,1,local_evasion_and_energy_shield_+%:43:55,dex_int_armour:1000 default:0,,,defences evasion energy_shield,
LocalIncreasedEvasionAndEnergyShield4,Ephemeral,LocalEvasionAndEnergyShield,item,prefix,44,1,local_evasion_and_energy_shield_+%:56:67,dex_int_armour:1000 default:0,,,defences evasion energy_shield,
LocalIncreasedEvasionAndEnergyShield5_,Evanescent,LocalEvasionAndEnergyShield,item,prefix,60,1,local_evasion_and_energy_shield_+%:68:79,dex_int_armour:1000 default:0,,,defences evasion energy_shield,
LocalIncreasedEvasionAndEnergyShield6,Unreal,LocalEvasionAndEnergyShield,item,prefix,72,1,local_evasion_and_energy_shield_+%:80:91,dex_int_armour:1000 default:0,,,defences evasion energy_shield,
LocalIncreasedEvasionAndEnergyShield7,Illusory,LocalEvasionAndEnergyShield,item,prefix,84,1,local_evasion_and_energy_shield_+%:92:100,dex_int_armour:1000 default:0,,,defences evasion energy_shield,
LocalIncreasedEvasionAndEnergyShield8,Incorporeal,LocalEvasionAndEnergyShield,item,prefix,86,1,local_evasion_and_energy_shield_+%:101:110,int_armour:0 str_int_armour:0 dex_armour:0 str_armour:0 str_dex_armour:0 str_dex_int_armour:0 body_armour:1000 shield:1000 default:0,,,defences evasion energy_shield,
LocalIncreasedArmourEvasionEnergyShield1,Shadowy,LocalArmourAndEvasionAndEnergyShield,item,prefix,3,1,local_armour_and_evasion_and_energy_shield_+%:27:42,str_dex_int_armour:1000 default:0,,,defences armour evasion energy_shield,
LocalIncreasedArmourEvasionEnergyShield2,Ethereal,LocalArmourAndEvasionAndEnergyShield,item,prefix,19,1,local_armour_and_evasion_and_energy_shield_+%:43:55,str_dex_int_armour:1000 default:0,,,defences armour evasion energy_shield,
LocalIncreasedArmourEvasionEnergyShield3,Unworldly,LocalArmourAndEvasionAndEnergyShield,item,prefix,30,1,local_armour_and_evasion_and_energy_shield_+%:56:67,str_dex_int_armour:1000 default:0,,,defences armour evasion energy_shield,
LocalIncreasedArmourEvasionEnergyShield4,Ephemeral,LocalArmourAndEvasionAndEnergyShield,item,prefix,44,1,local_armour_and_evasion_and_energy_shield_+%:68:79,str_dex_int_armour:1000 default:0,,,defences armour evasion energy_shield,
LocalIncreasedArmourEvasionEnergyShield5,Evanescent,LocalArmourAndEvasionAndEnergyShield,item,prefix,60,1,local_armour_and_evasion_and_energy_shield_+%:80:91,str_dex_int_armour:1000 default:0,,,defences armour evasion energy_shield,
LocalIncreasedArmourEvasionEnergyShield6,Unreal,LocalArmourAndEvasionAndEnergyShield,item,prefix,72,1,local_armour_and_evasion_and_energy_shield_+%:92:100,str_dex_int_armour:1000 default:0,,,defences armour evasion energy_shield,
LocalIncreasedArmourEvasionEnergyShield7__,Incorporeal,LocalArmourAndEvasionAndEnergyShield,item,prefix,85,1,local_armour_and_evasion_and_energy_shield_+%:101:110,int_armour:0 str_int_armour:0 dex_armour:0 str_armour:0 str_dex_armour:0 dex_int_armour:0 body_armour:1000 default:0,,,defences armour evasion energy_shield,
LocalIncreasedEnergyShieldPercentAndStunRecovery1,Pixie's,LocalEnergyShieldAndStunRecoveryPercent,item,prefix,3,2,local_energy_shield_+%:6:13 base_stun_recovery_+%:6:7,int_armour:1000 default:0,,,defences energy_shield,
LocalIncreasedEnergyShieldPercentAndStunRecovery2,Gremlin's,LocalEnergyShieldAndStunRecoveryPercent,item,prefix,18,2,local_energy_shield_+%:14:20 base_stun_recovery_+%:8:9,int_armour:1000 default:0,,,defences energy_shield,
LocalIncreasedEnergyShieldPercentAndStunRecovery3,Boggart's,LocalEnergyShieldAndStunRecoveryPercent,item,prefix,30,2,local_energy_shield_+%:21:26 base_stun_recovery_+%:10:11,int_armour:1000 default:0,,,defences energy_shield,
LocalIncreasedEnergyShieldPercentAndStunRecovery4,Naga's,LocalEnergyShieldAndStunRecoveryPercent,item,prefix,44,2,local_energy_shield_+%:27:32 base_stun_recovery_+%:12:13,int_armour:1000 default:0,,,defences energy_shield,
LocalIncreasedEnergyShieldPercentAndStunRecovery5,Djinn's,LocalEnergyShieldAndStunRecoveryPercent,item,prefix,60,2,local_energy_shield_+%:33:38 base_stun_recovery_+%:14:15,int_armour:1000 default:0,,,defences energy_shield,
LocalIncreasedEnergyShieldPercentAndStunRecovery6,Seraphim's,LocalEnergyShieldAndStunRecoveryPercent,item,prefix,78,2,local_energy_shield_+%:39:42 base_stun_recovery_+%:16:17,int_armour:1000 default:0,,,defences energy_shield,
LocalIncreasedPhysicalDamageReductionRatingPercentAndStunRecovery1,Beetle's,LocalPhysicalDamageReductionRatingAndStunRecoveryPercent,item,prefix,1,2,local_physical_damage_reduction_rating_+%:6:13 base_stun_recovery_+%:6:7,str_armour:1000 default:0,,,defences armour,
LocalIncreasedPhysicalDamageReductionRatingPercentAndStunRecovery2,Crab's,LocalPhysicalDamageReductionRatingAndStunRecoveryPercent,item,prefix,17,2,local_physical_damage_reduction_rating_+%:14:20 base_stun_recovery_+%:8:9,str_armour:1000 default:0,,,defences armour,
LocalIncreasedPhysicalDamageReductionRatingPercentAndStunRecovery3,Armadillo's,LocalPhysicalDamageReductionRatingAndStunRecoveryPercent,item,prefix,29,2,local_physical_damage_reduction_rating_+%:21:26 base_stun_recovery_+%:10:11,str_armour:1000 default:0,,,defences armour,
LocalIncreasedPhysicalDamageReductionRatingPercentAndStunRecovery4,Rhino's,LocalPhysicalDamageReductionRatingAndStunRecoveryPercent,item,prefix,42,2,local_physical_damage_reduction_rating_+%:27:32 base_stun_recovery_+%:12:13,str_armour:1000 default:0,,,defences armour,
LocalIncreasedPhysicalDamageReductionRatingPercentAndStunRecovery5,Elephant's,LocalPhysicalDamageReductionRatingAndStunRecoveryPercent,item,prefix,60,2,local_physical_damage_reduction_rating_+%:33:38 base_stun_recovery_+%:14:15,str_armour:1000 default:0,,,defences armour,
LocalIncreasedPhysicalDamageReductionRatingPercentAndStunRecovery6,Mammoth's,LocalPhysicalDamageReductionRatingAndStunRecoveryPercent,item,prefix,78,2,local_physical_damage_reduction_rating_+%:39:42 base_stun_recovery_+%:16:17,str_armour:1000 default:0,,,defences armour,
LocalIncreasedPhysicalDamageReductionRatingPercentAndAdditionalBlockChance1,Reliable,LocalPhysicalDamageReductionRatingPercentAndBlockChance,item,prefix,45,2,local_physical_damage_reduction_rating_+%:25:30 local_additional_block_chance_%:2:2,default:0,,,block defences armour,
LocalIncreasedPhysicalDamageReductionRatingPercentAndAdditionalBlockChance2,Unfailing,LocalPhysicalDamageReductionRatingPercentAndBlockChance,item,prefix,78,2,local_physical_damage_reduction_rating_+%:31:36 local_additional_block_chance_%:3:3,default:0,,,block defences armour,
LocalIncreasedEvasionRatingPercentAndStunRecovery1,Mosquito's,LocalEvasionRatingAndStunRecoveryIncreasePercent,item,prefix,2,2,local_evasion_rating_+%:6:13 base_stun_recovery_+%:6:7,dex_armour:1000 default:0,,,defences evasion,
LocalIncreasedEvasionRatingPercentAndStunRecovery2,Moth's,LocalEvasionRatingAndStunRecoveryIncreasePercent,item,prefix,19,2,local_evasion_rating_+%:14:20 base_stun_recovery_+%:8:9,dex_armour:1000 default:0,,,defences evasion,
LocalIncreasedEvasionRatingPercentAndStunRecovery3,Butterfly's,LocalEvasionRatingAndStunRecoveryIncreasePercent,item,prefix,30,2,local_evasion_rating_+%:21:26 base_stun_recovery_+%:10:11,dex_armour:1000 default:0,,,defences evasion,
LocalIncreasedEvasionRatingPercentAndStunRecovery4,Wasp's,LocalEvasionRatingAndStunRecoveryIncreasePercent,item,prefix,44,2,local_evasion_rating_+%:27:32 base_stun_recovery_+%:12:13,dex_armour:1000 default:0,,,defences evasion,
LocalIncreasedEvasionRatingPercentAndStunRecovery5,Dragonfly's,LocalEvasionRatingAndStunRecoveryIncreasePercent,item,prefix,60,2,local_evasion_rating_+%:33:38 base_stun_recovery_+%:14:15,dex_armour:1000 default:0,,,defences evasion,
LocalIncreasedEvasionRatingPercentAndStunRecovery6,Hummingbird's,LocalEvasionRatingAndStunRecoveryIncreasePercent,item,prefix,78,2,local_evasion_rating_+%:39:42 base_stun_recovery_+%:16:17,dex_armour:1000 default:0,,,defences evasion,
LocalIncreasedArmourAndEnergyShieldAndStunRecovery1,Pixie's,LocalArmourAndEnergyShieldAndStunRecovery,item,prefix,2,2,local_armour_and_energy_shield_+%:6:13 base_stun_recovery_+%:6:7,str_int_armour:1000 default:0,,,defences armour energy_shield,
LocalIncreasedArmourAndEnergyShieldAndStunRecovery2,Gremlin's,LocalArmourAndEnergyShieldAndStunRecovery,item,prefix,19,2,local_armour_and_energy_shield_+%:14:20 base_stun_recovery_+%:8:9,str_int_armour:1000 default:0,,,defences armour energy_shield,
LocalIncreasedArmourAndEnergyShieldAndStunRecovery3,Boggart's,LocalArmourAndEnergyShieldAndStunRecovery,item,prefix,30,2,local_armour_and_energy_shield_+%:21:26 base_stun_recovery_+%:10:11,str_int_armour:1000 default:0,,,defences armour energy_shield,
LocalIncreasedArmourAndEnergyShieldAndStunRecovery4,Naga's,LocalArmourAndEnergyShieldAndStunRecovery,item,prefix,44,2,local_armour_and_energy_shield_+%:27:32 base_stun_recovery_+%:12:13,str_int_armour:1000 default:0,,,defences armour energy_shield,
LocalIncreasedArmourAndEnergyShieldAndStunRecovery5,Djinn's,LocalArmourAndEnergyShieldAndStunRecovery,item,prefix,60,2,local_armour_and_energy_shield_+%:33:38 base_stun_recovery_+%:14:15,str_int_armour:1000 default:0,,,defences armour energy_shield,
