category,text,ids,id_kinds
crucible,"25% reduced Trap Spread
Traps from Skills are thrown randomly around targeted location (Tier 1)",mod_27039 mod_65092,mod
crucible,"Adds 1 to 5 Chaos Damage
15% chance to Poison on Hit (Tier 1)",mod_17840 mod_34553,mod
crucible,Projectiles Pierce an additional Target (Tier 1),mod_24366 mod_47557,mod
crucible,Socketed Gems are Supported by Level 10 Advanced Traps (Tier 1),mod_24860 mod_47622,mod
crucible,Socketed Gems are Supported by Level 10 Ancestral Call (Tier 1),mod_4505 mod_54847,mod
crucible,Socketed Gems are Supported by Level 10 Arcane Surge (Tier 1),mod_51860 mod_7059,mod
crucible,Socketed Gems are Supported by Level 10 Arrow Nova (Tier 1),mod_42041 mod_14595,mod
crucible,Socketed Gems are Supported by Level 10 Behead (Tier 1),mod_59639 mod_54648,mod
crucible,Socketed Gems are Supported by Level 10 Chain (Tier 1),mod_16157 mod_62681,mod
crucible,Socketed Gems are Supported by Level 10 Chance To Bleed (Tier 1),mod_49653 mod_38664,mod
crucible,Socketed Gems are Supported by Level 10 Chance to Poison (Tier 1),mod_26244 mod_44530,mod
crucible,Socketed Gems are Supported by Level 10 Combustion (Tier 1),mod_62296 mod_5018,mod
crucible,Socketed Gems are Supported by Level 10 Culling Strike (Tier 1),mod_38566 mod_22375,mod
crucible,Socketed Gems are Supported by Level 10 Elemental Army Support (Tier 1),mod_29608 mod_26088,mod
crucible,Socketed Gems are Supported by Level 10 Elemental Proliferation (Tier 1),mod_26551 mod_55379,mod
crucible,Socketed Gems are Supported by Level 10 Energy Leech (Tier 1),mod_47374 mod_21019,mod
crucible,Socketed Gems are Supported by Level 10 Faster Casting (Tier 1),mod_40805 mod_26522,mod
crucible,Socketed Gems are Supported by Level 10 Feeding Frenzy (Tier 1),mod_56354 mod_41860,mod
crucible,Socketed Gems are Supported by Level 10 Fortify (Tier 1),mod_20818 mod_18070,mod
crucible,Socketed Gems are Supported by Level 10 Ignite Proliferation (Tier 1),mod_18624 mod_16669,mod
crucible,Socketed Gems are Supported by Level 10 Impale (Tier 1),mod_55393 mod_57406,mod
crucible,Socketed Gems are Supported by Level 10 Increased Area of Effect (Tier 1),mod_4568 mod_25007,mod
crucible,Socketed Gems are Supported by Level 10 Intensify (Tier 1),mod_36288 mod_28083,mod
crucible,Socketed Gems are Supported by Level 10 Iron Grip (Tier 1),mod_10869 mod_24540,mod
crucible,Socketed Gems are Supported by Level 10 Iron Will (Tier 1),mod_14505 mod_32183,mod
crucible,Socketed Gems are Supported by Level 10 Item Rarity (Tier 1),mod_60863 mod_13231,mod
crucible,Socketed Gems are Supported by Level 10 Knockback (Tier 1),mod_56855 mod_61653,mod
crucible,Socketed Gems are Supported by Level 10 Less Duration (Tier 1),mod_10402 mod_50107,mod
crucible,Socketed Gems are Supported by Level 10 Lifetap (Tier 1),mod_48478 mod_51911,mod
crucible,Socketed Gems are Supported by Level 10 Maim (Tier 1),mod_40150 mod_19671,mod
crucible,Socketed Gems are Supported by Level 10 Mana Leech (Tier 1),mod_32875 mod_28586,mod
crucible,Socketed Gems are Supported by Level 10 Minion Life (Tier 1),mod_59753 mod_16548,mod
crucible,Socketed Gems are Supported by Level 10 Minion Speed (Tier 1),mod_21302 mod_17987,mod
crucible,Socketed Gems are Supported by Level 10 Momentum (Tier 1),mod_17523 mod_4006,mod
crucible,Socketed Gems are Supported by Level 10 Multiple Projectiles (Tier 1),mod_44253 mod_39526,mod
crucible,Socketed Gems are Supported by Level 10 Overcharge (Tier 1),mod_9520 mod_50319,mod
crucible,Socketed Gems are Supported by Level 10 Physical To Lightning (Tier 1),mod_11880 mod_36228,mod
crucible,Socketed Gems are Supported by Level 10 Pinpoint (Tier 1),mod_33576 mod_4687,mod
crucible,Socketed Gems are Supported by Level 10 Point Blank (Tier 1),mod_26574 mod_3749,mod
crucible,Socketed Gems are Supported by Level 10 Predator (Tier 1),mod_20961 mod_50055,mod
crucible,Socketed Gems are Supported by Level 10 Rage (Tier 1),mod_59412 mod_2830,mod
crucible,Socketed Gems are Supported by Level 10 Shockwave (Tier 1),mod_62098 mod_52004,mod
crucible,Socketed Gems are Supported by Level 10 Slower Projectiles (Tier 1),mod_30297 mod_15933,mod
crucible,Socketed Gems are Supported by Level 10 Spell Cascade (Tier 1),mod_21714 mod_53361,mod
crucible,Socketed Gems are Supported by Level 10 Swift Assembly (Tier 1),mod_48196 mod_62518,mod
crucible,Socketed Gems are Supported by Level 10 Swiftbrand (Tier 1),mod_21043 mod_7315,mod
crucible,Socketed Gems are Supported by Level 10 Volley (Tier 1),mod_59155 mod_52621,mod
crucible,Socketed Gems are Supported by Level 10 Withering Touch (Tier 1),mod_7023 mod_42834,mod
crucible,Socketed Gems are Supported by Level 15 Decay (Tier 1),mod_40092 mod_38869,mod
crucible,Socketed Gems are Supported by Level 15 Impending Doom (Tier 1),mod_62692 mod_57446,mod
crucible,Socketed Gems are Supported by Level 15 Infernal Legion (Tier 1),mod_55874 mod_49150,mod
crucible,Socketed Gems are Supported by Level 15 Life Gain On Hit (Tier 1),mod_37236 mod_50613,mod
crucible,Socketed Gems are Supported by Level 15 Summon Phantasm (Tier 1),mod_42627 mod_7156,mod
crucible,Socketed Gems are Supported by Level 25 Arrogance (Tier 1),mod_12962 mod_27356,mod
crucible,Socketed Gems are Supported by Level 25 Blasphemy (Tier 1),mod_58553 mod_52066,mod
crucible,Socketed Gems are Supported by Level 25 Cursed Ground (Tier 1),mod_16150 mod_65411,mod
crucible,Socketed Gems are Supported by Level 25 Divine Blessing (Tier 1),mod_24083 mod_26284,mod
crucible,Socketed Gems are Supported by Level 25 Eternal Blessing (Tier 1),mod_63804 mod_25227,mod
crucible,Socketed Gems are Supported by Level 25 Generosity (Tier 1),mod_23311 mod_44326,mod
crucible,Socketed Gems are Supported by Level 25 Hex Bloom (Tier 1),mod_27843 mod_19653,mod
crucible,Socketed Gems are Supported by Level 25 Second Wind (Tier 1),mod_43937 mod_36845,mod
crucible,Socketed Gems are Supported by Level 25 Urgent Orders (Tier 1),mod_31465 mod_24639,mod
crucible,Socketed Gems are Supported by Level 3 Empower (Tier 1),mod_7514 mod_48569,mod
crucible,Socketed Gems are Supported by Level 3 Enhance (Tier 1),mod_26703 mod_40943,mod
crucible,Socketed Gems are Supported by Level 3 Enlighten (Tier 1),mod_1950 mod_18839,mod
crucible,Socketed Gems are supported by Level 10 Blind (Tier 1),mod_35486 mod_5927,mod
crucible,Socketed Gems are supported by Level 10 Chance to Flee (Tier 1),mod_18820 mod_24552,mod
crucible,Socketed Gems are supported by Level 10 Faster Projectiles (Tier 1),mod_3110 mod_62468,mod
crucible,Socketed Gems are supported by Level 10 Fork (Tier 1),mod_36837 mod_61066,mod
crucible,Socketed Gems are supported by Level 10 Life Leech (Tier 1),mod_29206 mod_8862,mod
crucible,Socketed Gems are supported by Level 10 Melee Splash (Tier 1),mod_45258 mod_50080,mod
crucible,Socketed Gems are supported by Level 10 Pierce (Tier 1),mod_64810 mod_12911,mod
crucible,Socketed Gems are supported by Level 10 Stun (Tier 1),mod_53398 mod_7170,mod
crucible,Socketed Gems are supported by Level 15 Additional Accuracy (Tier 1),mod_11814 mod_53347,mod
