# generated by scripts/census.py from raw/spike-GERWARIC_7694-2026-09-13.db, raw/cpp-userstore-GERWARIC_7694-2026-09-13.db, ../trade-query/data/items-2026-09-12.json
array,name,type,displayMode,value_templates,n_values,items,example
properties,Two Handed Mace,,0,,0,71,"{""displayMode"": 0, ""name"": ""Two Handed Mace"", ""values"": []}"
properties,"Chaos, Support",,0,,0,68,"{""name"": ""Chaos, Support"", ""values"": [], ""displayMode"": 0}"
properties,Heist Target: {#} ({#}),47,3,Enigmatic Assembly D#|Moderate Value,2,65,"{""displayMode"": 3, ""name"": ""Heist Target: {0} ({1})"", ""type"": 47, ""values"": [[""Enigmatic Assembly D1"", 0], [""Moderate Va"
properties,Heist Target: {#} ({#}),47,3,Celestial Stone|Moderate Value,2,65,"{""displayMode"": 3, ""name"": ""Heist Target: {0} ({1})"", ""type"": 47, ""values"": [[""Celestial Stone"", 0], [""Moderate Value"", "
properties,"Spell, Minion",,0,,0,65,"{""name"": ""Spell, Minion"", ""values"": [], ""displayMode"": 0}"
properties,Client,,0,Whakano,1,63,"{""displayMode"": 0, ""name"": ""Client"", ""values"": [[""Whakano"", 0]]}"
properties,One Handed Axe,,0,,0,63,"{""displayMode"": 0, ""name"": ""One Handed Axe"", ""values"": []}"
properties,"Spell, Duration, Guard",,0,,0,63,"{""name"": ""Spell, Duration, Guard"", ""values"": [], ""displayMode"": 0}"
properties,Heist Target: {#},47,3,Defeat Friedrich Tarollo,1,62,"{""displayMode"": 3, ""name"": ""Heist Target: {0}"", ""type"": 47, ""values"": [[""Defeat Friedrich Tarollo"", 0]]}"
properties,Client,,0,Grond Ironeye,1,61,"{""displayMode"": 0, ""name"": ""Client"", ""values"": [[""Grond Ironeye"", 0]]}"
properties,Heist Target: {#} ({#}),47,3,Golden Hetzapal Idol|High Value,2,61,"{""displayMode"": 3, ""name"": ""Heist Target: {0} ({1})"", ""type"": 47, ""values"": [[""Golden Hetzapal Idol"", 0], [""High Value"","
properties,"Support, AoE",,0,,0,61,"{""displayMode"": 0, ""name"": ""Support, AoE"", ""values"": []}"
properties,"Warcry, AoE, Duration",,0,,0,59,"{""displayMode"": 0, ""name"": ""Warcry, AoE, Duration"", ""values"": []}"
properties,"Aura, Spell, AoE, Duration, Vaal",,0,,0,57,"{""displayMode"": 0, ""name"": ""Aura, Spell, AoE, Duration, Vaal"", ""values"": []}"
properties,Heist Target: {#} ({#}),47,3,Flask of Welakath|High Value,2,57,"{""displayMode"": 3, ""name"": ""Heist Target: {0} ({1})"", ""type"": 47, ""values"": [[""Flask of Welakath"", 0], [""High Value"", 0]"
properties,Heist Target: {#} ({#}),47,3,The Golden Ibis|High Value,2,57,"{""displayMode"": 3, ""name"": ""Heist Target: {0} ({1})"", ""type"": 47, ""values"": [[""The Golden Ibis"", 0], [""High Value"", 0]]}"
properties,Requires Sacrifice: {#} {#},51,3,Chaos Orb|x#,2,57,"{""displayMode"": 3, ""name"": ""Requires Sacrifice: {0} {1}"", ""type"": 51, ""values"": [[""Chaos Orb"", 18], [""x20"", 0]]}"
properties,"Aura, Spell, AoE, Physical",,0,,0,56,"{""displayMode"": 0, ""name"": ""Aura, Spell, AoE, Physical"", ""values"": []}"
properties,Family,23,0,The Deep,1,56,"{""displayMode"": 0, ""name"": ""Family"", ""type"": 23, ""values"": [[""The Deep"", 0]]}"
properties,Dagger,,0,,0,55,"{""displayMode"": 0, ""name"": ""Dagger"", ""values"": []}"
properties,Client,,0,Isla,1,54,"{""displayMode"": 0, ""name"": ""Client"", ""values"": [[""Isla"", 0]]}"
properties,Requires {#},,3,"Isla, the Engineer",1,54,"{""displayMode"": 3, ""name"": ""Requires {0}"", ""values"": [[""Isla, the Engineer"", 0]]}"
properties,Heist Target: {#},47,3,"Destroy ""The Unbreakable""",1,53,"{""displayMode"": 3, ""name"": ""Heist Target: {0}"", ""type"": 47, ""values"": [[""Destroy \""The Unbreakable\"""", 0]]}"
properties,Heist Target: {#} ({#}),47,3,Bust of Emperor Caspiro|High Value,2,53,"{""displayMode"": 3, ""name"": ""Heist Target: {0} ({1})"", ""type"": 47, ""values"": [[""Bust of Emperor Caspiro"", 0], [""High Valu"
properties,"Minion, Spell, Duration",,0,,0,53,"{""name"": ""Minion, Spell, Duration"", ""values"": [], ""displayMode"": 0}"
properties,Heist Target: {#} ({#}),47,3,Seal of Solaris|High Value,2,51,"{""displayMode"": 3, ""name"": ""Heist Target: {0} ({1})"", ""type"": 47, ""values"": [[""Seal of Solaris"", 0], [""High Value"", 0]]}"
properties,Heist Target: {#} ({#}),47,3,Living Ice|High Value,2,50,"{""displayMode"": 3, ""name"": ""Heist Target: {0} ({1})"", ""type"": 47, ""values"": [[""Living Ice"", 0], [""High Value"", 0]]}"
properties,Item Level,78,0,#,1,50,"{""displayMode"": 0, ""name"": ""Item Level"", ""type"": 78, ""values"": [[""83"", 0]]}"
properties,"Lightning, Support",,0,,0,50,"{""name"": ""Lightning, Support"", ""values"": [], ""displayMode"": 0}"
properties,Requires {#} Hiveblood,,3,#,1,50,"{""displayMode"": 3, ""name"": ""Requires {0} Hiveblood"", ""values"": [[""1790"", 0]]}"
properties,"Support, Trap, Mine",,0,,0,50,"{""name"": ""Support, Trap, Mine"", ""values"": [], ""displayMode"": 0}"
properties,"Attack, Melee, AoE, Movement, Travel, Physical",,0,,0,49,"{""displayMode"": 0, ""name"": ""Attack, Melee, AoE, Movement, Travel, Physical"", ""values"": []}"
properties,Requires Sacrifice: {#} {#},51,3,Orb of Fusing|x#,2,49,"{""displayMode"": 3, ""name"": ""Requires Sacrifice: {0} {1}"", ""type"": 51, ""values"": [[""Orb of Fusing"", 18], [""x10"", 0]]}"
properties,"Support, Spell",,0,,0,49,"{""name"": ""Support, Spell"", ""values"": [], ""displayMode"": 0}"
properties,"Spell, Critical, Support",,0,,0,48,"{""name"": ""Spell, Critical, Support"", ""values"": [], ""displayMode"": 0}"
properties,Client,,0,Remus Hestor,1,47,"{""displayMode"": 0, ""name"": ""Client"", ""values"": [[""Remus Hestor"", 0]]}"
properties,Heist Target: {#} ({#}),47,3,Golden Matatl Idol|High Value,2,47,"{""displayMode"": 3, ""name"": ""Heist Target: {0} ({1})"", ""type"": 47, ""values"": [[""Golden Matatl Idol"", 0], [""High Value"", 0"
properties,Limited to,,0,# Historic,1,47,"{""displayMode"": 0, ""name"": ""Limited to"", ""values"": [[""1 Historic"", 0]]}"
properties,Quality (Attribute Modifiers),6,0,#%,1,47,"{""displayMode"": 0, ""name"": ""Quality (Attribute Modifiers)"", ""type"": 6, ""values"": [[""+20%"", 1]]}"
properties,"Spell, Duration, Physical",,0,,0,47,"{""displayMode"": 0, ""name"": ""Spell, Duration, Physical"", ""values"": []}"
properties,"Spell, Movement, Duration, Cold, Travel, Blink, AoE",,0,,0,47,"{""displayMode"": 0, ""name"": ""Spell, Movement, Duration, Cold, Travel, Blink, AoE"", ""values"": []}"
properties,Heist Target: {#} ({#}),47,3,The Sea Pearl Heirloom|High Value,2,46,"{""displayMode"": 3, ""name"": ""Heist Target: {0} ({1})"", ""type"": 47, ""values"": [[""The Sea Pearl Heirloom"", 0], [""High Value"
properties,"AoE, Spell, Duration, Aura",,0,,0,44,"{""displayMode"": 0, ""name"": ""AoE, Spell, Duration, Aura"", ""values"": []}"
properties,"Attack, Physical, Support",,0,,0,44,"{""displayMode"": 0, ""name"": ""Attack, Physical, Support"", ""values"": []}"
properties,Heist Target: {#} ({#}),47,3,Seal of Lunaris|High Value,2,44,"{""displayMode"": 3, ""name"": ""Heist Target: {0} ({1})"", ""type"": 47, ""values"": [[""Seal of Lunaris"", 0], [""High Value"", 0]]}"
properties,"Aura, Spell, AoE, Fire",,0,,0,42,"{""displayMode"": 0, ""name"": ""Aura, Spell, AoE, Fire"", ""values"": []}"
properties,Chaos Damage,11,0,#-#,1,42,"{""displayMode"": 0, ""name"": ""Chaos Damage"", ""type"": 11, ""values"": [[""178-338"", 7]]}"
properties,Memory Strands,99,0,#,1,42,"{""displayMode"": 0, ""name"": ""Memory Strands"", ""type"": 99, ""values"": [[""16"", 0]]}"
properties,Client,,0,Selwyn Eddard,1,41,"{""displayMode"": 0, ""name"": ""Client"", ""values"": [[""Selwyn Eddard"", 0]]}"
properties,Heist Target: {#} ({#}),47,3,Mirror of Teklatipitzi|High Value,2,41,"{""displayMode"": 3, ""name"": ""Heist Target: {0} ({1})"", ""type"": 47, ""values"": [[""Mirror of Teklatipitzi"", 0], [""High Value"
properties,"Aura, Spell, AoE, Lightning",,0,,0,40,"{""displayMode"": 0, ""name"": ""Aura, Spell, AoE, Lightning"", ""values"": []}"
properties,Heist Target: {#} ({#}),47,3,Forbidden Lamp|High Value,2,40,"{""displayMode"": 3, ""name"": ""Heist Target: {0} ({1})"", ""type"": 47, ""values"": [[""Forbidden Lamp"", 0], [""High Value"", 0]]}"
properties,"Spell, AoE, Fire",,0,,0,40,"{""displayMode"": 0, ""name"": ""Spell, AoE, Fire"", ""values"": []}"
properties,"Trap, Mine, Spell, Minion, Cold, Lightning, AoE, Aura",,0,,0,40,"{""displayMode"": 0, ""name"": ""Trap, Mine, Spell, Minion, Cold, Lightning, AoE, Aura"", ""values"": []}"
properties,"Attack, Minion, Duration, Movement, Travel, Bow",,0,,0,39,"{""displayMode"": 0, ""name"": ""Attack, Minion, Duration, Movement, Travel, Bow"", ""values"": []}"
properties,Client,,0,Anton Laffrey,1,39,"{""displayMode"": 0, ""name"": ""Client"", ""values"": [[""Anton Laffrey"", 0]]}"
properties,Heist Target: {#} ({#}),47,3,Golden Napuatzi Idol|High Value,2,39,"{""displayMode"": 3, ""name"": ""Heist Target: {0} ({1})"", ""type"": 47, ""values"": [[""Golden Napuatzi Idol"", 0], [""High Value"","
properties,Heist Target: {#} ({#}),47,3,The Goddess of Water|High Value,2,39,"{""displayMode"": 3, ""name"": ""Heist Target: {0} ({1})"", ""type"": 47, ""values"": [[""The Goddess of Water"", 0], [""High Value"","
properties,"Totem, Support",,0,,0,39,"{""displayMode"": 0, ""name"": ""Totem, Support"", ""values"": []}"
properties,"Attack, Projectile, Bow",,0,,0,38,"{""displayMode"": 0, ""name"": ""Attack, Projectile, Bow"", ""values"": []}"
properties,Client,,0,Adiyah,1,38,"{""displayMode"": 0, ""name"": ""Client"", ""values"": [[""Adiyah"", 0]]}"
properties,Heist Target: {#},47,3,Confront Nashta,1,38,"{""displayMode"": 3, ""name"": ""Heist Target: {0}"", ""type"": 47, ""values"": [[""Confront Nashta"", 0]]}"
properties,Heist Target: {#} ({#}),47,3,Impossible Crystal|High Value,2,38,"{""displayMode"": 3, ""name"": ""Heist Target: {0} ({1})"", ""type"": 47, ""values"": [[""Impossible Crystal"", 0], [""High Value"", 0"
properties,"Minion, Spell, Golem, Physical",,0,,0,38,"{""name"": ""Minion, Spell, Golem, Physical"", ""values"": [], ""displayMode"": 0}"
properties,More Maps,88,0,#%,1,38,"{""displayMode"": 0, ""name"": ""More Maps"", ""type"": 88, ""values"": [[""+35%"", 1]]}"
properties,Requires Sacrifice: {#} {#},51,3,Vaal Orb|x#,2,38,"{""displayMode"": 3, ""name"": ""Requires Sacrifice: {0} {1}"", ""type"": 51, ""values"": [[""Vaal Orb"", 18], [""x10"", 0]]}"
properties,Requires {#},,3,"Adiyah, the Wayfinder",1,38,"{""displayMode"": 3, ""name"": ""Requires {0}"", ""values"": [[""Adiyah, the Wayfinder"", 0]]}"
properties,"Trigger, Spell",,0,,0,38,"{""name"": ""Trigger, Spell"", ""values"": [], ""displayMode"": 0}"
properties,"Attack, Support, Melee",,0,,0,37,"{""displayMode"": 0, ""name"": ""Attack, Support, Melee"", ""values"": []}"
properties,"Aura, Spell, AoE, Cold",,0,,0,37,"{""displayMode"": 0, ""name"": ""Aura, Spell, AoE, Cold"", ""values"": []}"
properties,"Spell, AoE, Duration, Chaos",,0,,0,37,"{""name"": ""Spell, AoE, Duration, Chaos"", ""values"": [], ""displayMode"": 0}"
properties,"Arcane, Support, Spell, Duration",,0,,0,36,"{""displayMode"": 0, ""name"": ""Arcane, Support, Spell, Duration"", ""values"": []}"
properties,Heist Target: {#} ({#}),47,3,Ancient Seal|Precious,2,36,"{""displayMode"": 3, ""name"": ""Heist Target: {0} ({1})"", ""type"": 47, ""values"": [[""Ancient Seal"", 0], [""Precious"", 0]]}"
properties,Map Area,105,0,Orchard,1,36,"{""displayMode"": 0, ""name"": ""Map Area"", ""type"": 105, ""values"": [[""Orchard"", 0]]}"
properties,"Spell, AoE, Duration, Fire, Physical, Guard",,0,,0,36,"{""displayMode"": 0, ""name"": ""Spell, AoE, Duration, Fire, Physical, Guard"", ""values"": []}"
properties,"Spell, Movement, Travel, Blink",,0,,0,36,"{""displayMode"": 0, ""name"": ""Spell, Movement, Travel, Blink"", ""values"": []}"
properties,"Spell, Projectile, Cold",,0,,0,36,"{""displayMode"": 0, ""name"": ""Spell, Projectile, Cold"", ""values"": []}"
properties,Cost,,0,# Mana per second,1,35,"{""name"": ""Cost"", ""values"": [[""29.83 Mana per second"", 0]], ""displayMode"": 0}"
properties,"Spell, Support",,0,,0,35,"{""name"": ""Spell, Support"", ""values"": [], ""displayMode"": 0}"
properties,Requires Sacrifice: {#} {#},51,3,Orb of Scouring|x#,2,34,"{""displayMode"": 3, ""name"": ""Requires Sacrifice: {0} {1}"", ""type"": 51, ""values"": [[""Orb of Scouring"", 18], [""x30"", 0]]}"
properties,"Spell, Minion, Duration, Vaal",,0,,0,34,"{""displayMode"": 0, ""name"": ""Spell, Minion, Duration, Vaal"", ""values"": []}"
properties,"Attack, Projectile",,0,,0,33,"{""displayMode"": 0, ""name"": ""Attack, Projectile"", ""values"": []}"
properties,"Attack, Support, Duration",,0,,0,33,"{""displayMode"": 0, ""name"": ""Attack, Support, Duration"", ""values"": []}"
properties,Heist Target: {#} ({#}),47,3,Blood of Innocence|Precious,2,33,"{""displayMode"": 3, ""name"": ""Heist Target: {0} ({1})"", ""type"": 47, ""values"": [[""Blood of Innocence"", 0], [""Precious"", 0]]"
properties,"Melee, Physical, Support, Attack",,0,,0,33,"{""displayMode"": 0, ""name"": ""Melee, Physical, Support, Attack"", ""values"": []}"
properties,Requires Sacrifice: {#} {#},51,3,Exalted Orb|x#,2,33,"{""displayMode"": 3, ""name"": ""Requires Sacrifice: {0} {1}"", ""type"": 51, ""values"": [[""Exalted Orb"", 18], [""x4"", 0]]}"
properties,"Spell, Curse, Mark",,0,,0,33,"{""displayMode"": 0, ""name"": ""Spell, Curse, Mark"", ""values"": []}"
properties,"Attack, AoE, Melee, Movement, Travel, Slam",,0,,0,32,"{""displayMode"": 0, ""name"": ""Attack, AoE, Melee, Movement, Travel, Slam"", ""values"": []}"
properties,"Spell, AoE, Duration, Fire, Curse, Hex",,0,,0,32,"{""name"": ""Spell, AoE, Duration, Fire, Curse, Hex"", ""values"": [], ""displayMode"": 0}"
properties,"Aura, Support",,0,,0,31,"{""displayMode"": 0, ""name"": ""Aura, Support"", ""values"": []}"
properties,Heist Target: {#} ({#}),47,3,Staff of the First Sin Eater|Precious,2,31,"{""displayMode"": 3, ""name"": ""Heist Target: {0} ({1})"", ""type"": 47, ""values"": [[""Staff of the First Sin Eater"", 0], [""Prec"
properties,More Scarabs,89,0,#%,1,31,"{""displayMode"": 0, ""name"": ""More Scarabs"", ""type"": 89, ""values"": [[""+71%"", 1]]}"
properties,"AoE, Spell, Support",,0,,0,30,"{""displayMode"": 0, ""name"": ""AoE, Spell, Support"", ""values"": []}"
properties,Heist Target: {#} ({#}),47,3,Orbala's Fifth Adventure|Precious,2,30,"{""displayMode"": 3, ""name"": ""Heist Target: {0} ({1})"", ""type"": 47, ""values"": [[""Orbala's Fifth Adventure"", 0], [""Precious"
properties,Heist Target: {#} ({#}),47,3,Essence Burner|Precious,2,30,"{""displayMode"": 3, ""name"": ""Heist Target: {0} ({1})"", ""type"": 47, ""values"": [[""Essence Burner"", 0], [""Precious"", 0]]}"
properties,"Physical, Support",,0,,0,29,"{""displayMode"": 0, ""name"": ""Physical, Support"", ""values"": []}"
properties,"Spell, Aura, AoE, Stance, Physical",,0,,0,29,"{""displayMode"": 0, ""name"": ""Spell, Aura, AoE, Stance, Physical"", ""values"": []}"
properties,"Spell, AoE, Duration, Cold, Orb",,0,,0,28,"{""displayMode"": 0, ""name"": ""Spell, AoE, Duration, Cold, Orb"", ""values"": []}"
properties,"Spell, AoE, Duration, Fire",,0,,0,28,"{""displayMode"": 0, ""name"": ""Spell, AoE, Duration, Fire"", ""values"": []}"
properties,"Spell, Herald, Minion, Chaos, Physical",,0,,0,28,"{""displayMode"": 0, ""name"": ""Spell, Herald, Minion, Chaos, Physical"", ""values"": []}"
properties,Heist Target: {#} ({#}),47,3,Dekhara's Resolve|Precious,2,27,"{""displayMode"": 3, ""name"": ""Heist Target: {0} ({1})"", ""type"": 47, ""values"": [[""Dekhara's Resolve"", 0], [""Precious"", 0]]}"
properties,"Travel, AoE, Chaos, Movement, Blink, Spell, Duration",,0,,0,27,"{""displayMode"": 0, ""name"": ""Travel, AoE, Chaos, Movement, Blink, Spell, Duration"", ""values"": []}"
properties,"Attack, Melee, Support",,0,,0,26,"{""displayMode"": 0, ""name"": ""Attack, Melee, Support"", ""values"": []}"
properties,"Attack, Projectile, Vaal",,0,,0,26,"{""displayMode"": 0, ""name"": ""Attack, Projectile, Vaal"", ""values"": []}"
properties,Group,22,0,Felines,1,26,"{""displayMode"": 0, ""name"": ""Group"", ""type"": 22, ""values"": [[""Felines"", 0]]}"
properties,"Projectile, Attack, Physical, Chaos, Support",,0,,0,26,"{""displayMode"": 0, ""name"": ""Projectile, Attack, Physical, Chaos, Support"", ""values"": []}"
properties,"Spell, AoE, Duration, Fire, Lightning, Physical",,0,,0,26,"{""name"": ""Spell, AoE, Duration, Fire, Lightning, Physical"", ""values"": [], ""displayMode"": 0}"
properties,"Spell, AoE, Vaal, Fire",,0,,0,26,"{""displayMode"": 0, ""name"": ""Spell, AoE, Vaal, Fire"", ""values"": []}"
properties,"Spell, Chaos, AoE, Duration, Vaal, Nova, Channelling",,0,,0,26,"{""displayMode"": 0, ""name"": ""Spell, Chaos, AoE, Duration, Vaal, Nova, Channelling"", ""values"": []}"
properties,Group,22,0,Crustaceans,1,25,"{""displayMode"": 0, ""name"": ""Group"", ""type"": 22, ""values"": [[""Crustaceans"", 0]]}"
properties,"Spell, AoE, Duration, Chaos, Curse, Hex",,0,,0,25,"{""name"": ""Spell, AoE, Duration, Chaos, Curse, Hex"", ""values"": [], ""displayMode"": 0}"
properties,"Spell, Herald, Minion, Duration, Physical",,0,,0,25,"{""displayMode"": 0, ""name"": ""Spell, Herald, Minion, Duration, Physical"", ""values"": []}"
properties,"Spell, Lightning, Chaining",,0,,0,25,"{""displayMode"": 0, ""name"": ""Spell, Lightning, Chaining"", ""values"": []}"
properties,"Spell, Projectile, Duration, Chaos, AoE",,0,,0,25,"{""displayMode"": 0, ""name"": ""Spell, Projectile, Duration, Chaos, AoE"", ""values"": []}"
properties,"Trigger, Spell, Duration, Brand",,0,,0,25,"{""displayMode"": 0, ""name"": ""Trigger, Spell, Duration, Brand"", ""values"": []}"
properties,Client,,0,Faustus,1,24,"{""displayMode"": 0, ""name"": ""Client"", ""values"": [[""Faustus"", 0]]}"
properties,Group,22,0,Cephalopods,1,24,"{""displayMode"": 0, ""name"": ""Group"", ""type"": 22, ""values"": [[""Cephalopods"", 0]]}"
properties,Heist Target: {#},47,3,Kill Admiral Darnaw,1,24,"{""displayMode"": 3, ""name"": ""Heist Target: {0}"", ""type"": 47, ""values"": [[""Kill Admiral Darnaw"", 0]]}"
properties,More Currency,90,0,#%,1,24,"{""displayMode"": 0, ""name"": ""More Currency"", ""type"": 90, ""values"": [[""+47%"", 1]]}"
properties,Requires Sacrifice: {#} {#},51,3,Orb of Unmaking|x#,2,24,"{""displayMode"": 3, ""name"": ""Requires Sacrifice: {0} {1}"", ""type"": 51, ""values"": [[""Orb of Unmaking"", 18], [""x20"", 0]]}"
properties,"Spell, AoE, Cold, Duration, Nova",,0,,0,24,"{""displayMode"": 0, ""name"": ""Spell, AoE, Cold, Duration, Nova"", ""values"": []}"
properties,"Spell, AoE, Fire, Herald, Duration",,0,,0,24,"{""displayMode"": 0, ""name"": ""Spell, AoE, Fire, Herald, Duration"", ""values"": []}"
properties,"Attack, Melee, Strike, Duration, Vaal, Lightning, Projectile",,0,,0,23,"{""displayMode"": 0, ""name"": ""Attack, Melee, Strike, Duration, Vaal, Lightning, Projectile"", ""values"": []}"
properties,Group,22,0,Primates,1,23,"{""displayMode"": 0, ""name"": ""Group"", ""type"": 22, ""values"": [[""Primates"", 0]]}"
properties,"Spell, AoE, Cold, Herald",,0,,0,23,"{""displayMode"": 0, ""name"": ""Spell, AoE, Cold, Herald"", ""values"": []}"
properties,"Spell, Duration, Cold",,0,,0,23,"{""displayMode"": 0, ""name"": ""Spell, Duration, Cold"", ""values"": []}"
properties,"Attack, AoE, Melee, Slam",,0,,0,22,"{""displayMode"": 0, ""name"": ""Attack, AoE, Melee, Slam"", ""values"": []}"
properties,Genus,21,0,Hellions,1,22,"{""displayMode"": 0, ""name"": ""Genus"", ""type"": 21, ""values"": [[""Hellions"", 0]]}"
properties,"Lightning, Minion, Spell, Golem",,0,,0,22,"{""displayMode"": 0, ""name"": ""Lightning, Minion, Spell, Golem"", ""values"": []}"
properties,Quality (Resistance Modifiers),6,0,#%,1,22,"{""displayMode"": 0, ""name"": ""Quality (Resistance Modifiers)"", ""type"": 6, ""values"": [[""+10%"", 1]]}"
properties,"Spell, AoE, Duration, Vaal, Lightning",,0,,0,22,"{""displayMode"": 0, ""name"": ""Spell, AoE, Duration, Vaal, Lightning"", ""values"": []}"
properties,"Spell, Chaining, Physical, Duration",,0,,0,22,"{""displayMode"": 0, ""name"": ""Spell, Chaining, Physical, Duration"", ""values"": []}"
properties,"Spell, Duration, Link",,0,,0,22,"{""name"": ""Spell, Duration, Link"", ""values"": [], ""displayMode"": 0}"
properties,"Attack, AoE, Melee, Vaal, Slam",,0,,0,21,"{""displayMode"": 0, ""name"": ""Attack, AoE, Melee, Vaal, Slam"", ""values"": []}"
properties,"Attack, Projectile, AoE, Physical",,0,,0,21,"{""name"": ""Attack, Projectile, AoE, Physical"", ""values"": [], ""displayMode"": 0}"
properties,Family,23,0,The Sands,1,21,"{""displayMode"": 0, ""name"": ""Family"", ""type"": 23, ""values"": [[""The Sands"", 0]]}"
properties,"Minion, Spell",,0,,0,21,"{""displayMode"": 0, ""name"": ""Minion, Spell"", ""values"": []}"
properties,Replaces one {#} Passive Skill,,3,Small Strength,1,21,"{""displayMode"": 3, ""name"": ""Replaces one {0} Passive Skill"", ""values"": [[""Small Strength"", 0]]}"
properties,"Spell, AoE, Duration, Cold, Curse, Hex",,0,,0,21,"{""displayMode"": 0, ""name"": ""Spell, AoE, Duration, Cold, Curse, Hex"", ""values"": []}"
properties,"Spell, AoE, Physical, Lightning, Duration, Brand",,0,,0,21,"{""displayMode"": 0, ""name"": ""Spell, AoE, Physical, Lightning, Duration, Brand"", ""values"": []}"
properties,"Support, Channelling",,0,,0,21,"{""displayMode"": 0, ""name"": ""Support, Channelling"", ""values"": []}"
properties,"Chaos, Minion, Spell, Golem",,0,,0,20,"{""displayMode"": 0, ""name"": ""Chaos, Minion, Spell, Golem"", ""values"": []}"
properties,"Critical, Support, Mine",,0,,0,20,"{""displayMode"": 0, ""name"": ""Critical, Support, Mine"", ""values"": []}"
properties,Radius,24,0,Small,1,20,"{""displayMode"": 0, ""name"": ""Radius"", ""type"": 24, ""values"": [[""Small"", 0]]}"
properties,Reservation Override,,0,#% Mana,1,20,"{""displayMode"": 0, ""name"": ""Reservation Override"", ""values"": [[""35% Mana"", 0]]}"
properties,"Spell, AoE, Duration, Vaal, Cold",,0,,0,20,"{""displayMode"": 0, ""name"": ""Spell, AoE, Duration, Vaal, Cold"", ""values"": []}"
properties,"Spell, Duration, Movement, Physical, Travel",,0,,0,20,"{""displayMode"": 0, ""name"": ""Spell, Duration, Movement, Physical, Travel"", ""values"": []}"
properties,"Support, Hex, Aura",,0,,0,20,"{""displayMode"": 0, ""name"": ""Support, Hex, Aura"", ""values"": []}"
properties,"Attack, Melee, Strike, Duration, Vaal, Physical",,0,,0,19,"{""displayMode"": 0, ""name"": ""Attack, Melee, Strike, Duration, Vaal, Physical"", ""values"": []}"
properties,Inflicts Mana Burn every {#} Seconds,,3,#,1,19,"{""name"": ""Inflicts Mana Burn every {0} Seconds"", ""values"": [[""0.53"", 1]], ""displayMode"": 3}"
properties,"Lightning, Spell, AoE, Chaining, Duration, Brand",,0,,0,19,"{""displayMode"": 0, ""name"": ""Lightning, Spell, AoE, Chaining, Duration, Brand"", ""values"": []}"
properties,"Mine, Spell, AoE, Duration, Movement, Travel, Blink",,0,,0,19,"{""displayMode"": 0, ""name"": ""Mine, Spell, AoE, Duration, Movement, Travel, Blink"", ""values"": []}"
properties,"Spell, AoE, Cold, Nova",,0,,0,19,"{""displayMode"": 0, ""name"": ""Spell, AoE, Cold, Nova"", ""values"": []}"
properties,"Spell, AoE, Duration, Lightning, Curse, Hex",,0,,0,19,"{""displayMode"": 0, ""name"": ""Spell, AoE, Duration, Lightning, Curse, Hex"", ""values"": []}"
properties,"Spell, AoE, Vaal, Cold, Nova",,0,,0,19,"{""displayMode"": 0, ""name"": ""Spell, AoE, Vaal, Cold, Nova"", ""values"": []}"
properties,"Support, Minion, Duration",,0,,0,19,"{""name"": ""Support, Minion, Duration"", ""values"": [], ""displayMode"": 0}"
properties,{#} Second Cooldown when Deactivated,,3,#,1,19,"{""name"": ""{0} Second Cooldown when Deactivated"", ""values"": [[""5.80"", 1]], ""displayMode"": 3}"
properties,"Attack, AoE, Chaos, Duration, Projectile, Bow",,0,,0,18,"{""displayMode"": 0, ""name"": ""Attack, AoE, Chaos, Duration, Projectile, Bow"", ""values"": []}"
properties,"Attack, AoE, Melee, Duration, Vaal, Slam",,0,,0,18,"{""displayMode"": 0, ""name"": ""Attack, AoE, Melee, Duration, Vaal, Slam"", ""values"": []}"
properties,"Attack, Projectile, Physical",,0,,0,18,"{""name"": ""Attack, Projectile, Physical"", ""values"": [], ""displayMode"": 0}"
properties,Client,,0,Cardinal Uthelius,1,18,"{""displayMode"": 0, ""name"": ""Client"", ""values"": [[""Cardinal Uthelius"", 0]]}"
properties,Group,22,0,Avians,1,18,"{""displayMode"": 0, ""name"": ""Group"", ""type"": 22, ""values"": [[""Avians"", 0]]}"
properties,Heist Target: {#} ({#}),47,3,Golden Slave Idol|Priceless,2,18,"{""displayMode"": 3, ""name"": ""Heist Target: {0} ({1})"", ""type"": 47, ""values"": [[""Golden Slave Idol"", 0], [""Priceless"", 0]]"
properties,Limited to,,0,# Survival,1,18,"{""displayMode"": 0, ""name"": ""Limited to"", ""values"": [[""1 Survival"", 0]]}"
properties,"Spell, AoE, Fire, Duration, Brand",,0,,0,18,"{""displayMode"": 0, ""name"": ""Spell, AoE, Fire, Duration, Brand"", ""values"": []}"
properties,"Spell, AoE, Fire, Vaal, Duration",,0,,0,18,"{""displayMode"": 0, ""name"": ""Spell, AoE, Fire, Vaal, Duration"", ""values"": []}"
properties,"Spell, Chaining, Vaal, Lightning, Duration",,0,,0,18,"{""displayMode"": 0, ""name"": ""Spell, Chaining, Vaal, Lightning, Duration"", ""values"": []}"
properties,"Spell, Minion, Duration",,0,,0,18,"{""displayMode"": 0, ""name"": ""Spell, Minion, Duration"", ""values"": []}"
properties,"Spell, Stance",,0,,0,18,"{""displayMode"": 0, ""name"": ""Spell, Stance"", ""values"": []}"
