# generated by scripts/census.py from raw/spike-GERWARIC_7694-2026-09-13.db, raw/cpp-userstore-GERWARIC_7694-2026-09-13.db, ../trade-query/data/items-2026-09-12.json
frameTypeId,icon_dir,trade_category_by_baseType,items,example
Gem,Gems/PoisonousConcoction,-,2, / Poisonous Concoction of Bouncing
Gem,Gems/PrismaticRain,-,2, / Storm Rain of the Fence
Gem,Gems/Purge,-,2, / Wave of Conviction of Trarthus
Gem,Gems/RageVortex,-,2, / Rage Vortex of Berserking
Gem,Gems/RetaliationRageWarecryWarcry,gem,2, / Vengeful Cry
Gem,Gems/RighteousFire,-,2, / Righteous Fire of Arcane Devotion
Gem,Gems/ShockNova,gem,2, / Shock Nova
Gem,Gems/SniperSkillGem,gem,2, / Snipe Support
Gem,Gems/SpectralSpiralGem,-,2, / Spectral Helix of Trarthus
Gem,Gems/StormBurst,-,2, / Storm Burst of Repulsion
Gem,Gems/SummonElemental,-,2, / Summon Raging Spirit of Enormity
Gem,Gems/VolatileDead,-,2, / Volatile Dead of Seething
Gem,Gems/1HandShieldCounterattackSkillGem,gem,1, / Eviscerate
Gem,Gems/BlackHole,-,1, / Void Sphere of Rending
Gem,Gems/BladeBurst,-,1, / Blade Blast of Dagger Detonation
Gem,Gems/BladeTrapSkillGem,-,1, / Blade Trap of Greatswords
Gem,Gems/BladestormGem,-,1, / Bladestorm of Uncertainty
Gem,Gems/ChaosElementalSummon,-,1, / Summon Chaos Golem of the Maelström
Gem,Gems/ConflagrationSkillGem,gem,1, / Conflagration
Gem,Gems/CrossBowTotemGem,-,1, / Siege Ballista of Trarthus
Gem,Gems/DoomBlastSkillGem,-,1, / Hexblast of Havoc
Gem,Gems/DoubleSlash,-,1, / Lacerate of Butchering
Gem,Gems/Elementalhit,-,1, / Elemental Hit of the Spectrum
Gem,Gems/FireBeam,-,1, / Scorching Ray of Immolation
Gem,Gems/FireMortarBarrageMineSkillGem,-,1, / Pyroclast Mine of Sabotage
Gem,Gems/FlameDash,-,1, / Flame Dash of Return
Gem,Gems/FlameTotem,-,1, / Holy Flame Totem of Ire
Gem,Gems/FrostBomb,-,1, / Frost Bomb of Instability
Gem,Gems/GalvanicFieldSkillGem,gem,1, / Galvanic Field
Gem,Gems/Groundslam,-,1, / Ground Slam of Earthshaking
Gem,Gems/HolyPathGem,-,1, / Consecrated Path of Endurance
Gem,Gems/IceElementalSummon,-,1, / Summon Ice Golem of Hordes
Gem,Gems/IceShot,-,1, / Ice Shot of Penetration
Gem,Gems/IceStrike,-,1, / Frost Blades of Katabasis
Gem,Gems/InfernalBlow,-,1, / Infernal Blow of Immolation
Gem,Gems/KineticRainSkillGem,-,1, / Kinetic Rain of Impact
Gem,Gems/LeapSlam,-,1, / Leap Slam of Groundbreaking
Gem,Gems/LightningSpire,-,1, / Lightning Spire Trap of Overloading
Gem,Gems/LightningStrike,-,1, / Lightning Strike of Arcing
Gem,Gems/PurifyingFlame,-,1, / Purifying Flame of Revelations
Gem,Gems/ShockwaveTotem,-,1, / Shockwave Totem of Authority
Gem,Gems/ShotgunTotemBowSkillGem,gem,1, / Shrapnel Ballista
Gem,Gems/ShrapnelTrap,-,1, / Explosive Trap of Shrapnel
Gem,Gems/SkeletalChains,-,1, / Dark Bargain of Trarthus
Gem,Gems/SoulfeastGem,-,1, / Forbidden Rite of Soul Sacrifice
Gem,Gems/StaticGem,-,1, / Static Strike of Gathering Lightning
Gem,Gems/StormbindSkillGem,-,1, / Rune Blast of Teleportation
Gem,Gems/Stormcall,-,1, / Storm Call of Trarthus
Gem,Gems/SummonCarrionGolemGem,-,1, / Summon Carrion Golem of Scavenging
Gem,Gems/SummonReaperSkillGem,gem,1, / Summon Reaper
Gem,Gems/TectonicSlam,-,1, / Tectonic Slam of Cataclysm
Gem,Gems/VirulentArrow,-,1, / Scourge Arrow of Menace
Gem,Gems/VolcanicFissureSkillGem,-,1, / Volcanic Fissure of Snaking
Gem,Gems/WallofForceSkillGem,gem,1, / Wall of Force
Gem,Gems/WindstormSkillGem,gem,1, / Thunderburst
Magic,Maps/Atlas2Maps,-,828, / Ceremonial Map (Tier 16)
Magic,Currency/Heist,heistmission,535, / Antagonist's Blueprint: Smuggler's Den of Proximity
Magic,Flasks/sprint,flask,165, / Scholar's Quicksilver Flask of Turf Moss
Magic,Flasks/granite,flask,108, / Alchemist's Granite Flask of Craft
Magic,Flasks/lifeflask11,flask,105, / Sapping Divine Life Flask
Magic,Flasks/stone,flask,98, / Basalt Flask of Staunching
Magic,Currency/Heist,heistequipment,97, / Tresspassing Torn Cloak of Power
Magic,Flasks/evasionflask01,flask,92, / Delinquent's Jade Flask of the Gazelle
Magic,Flasks/phaseflask01,flask,89, / Wide Quartz Flask of Curing
Magic,Flasks/gold,flask,81, / Sulphur Flask of Warding
Magic,Flasks/silver,flask,80, / Apprentice's Silver Flask of Warding
Magic,Flasks/Amethyst,flask,78, / Amethyst Flask of Warding
Magic,Flasks/diamond,flask,77, / Wide Diamond Flask of Staunching
Magic,Flasks/manaflask12,flask,73, / Enduring Eternal Mana Flask of Warding
Magic,Flasks/stibnite,flask,66, / Delinquent's Stibnite Flask of Grounding
Magic,Flasks/sapphire,flask,63, / Sapphire Flask of the Skink
Magic,Weapons/OneHandWeapons,weapon,62, / Frigid Sage Wand of Craft
Magic,Flasks/bismuth,flask,57, / Constant Bismuth Flask of the Plover
Magic,Flasks/ruby,flask,55, / Examiner's Ruby Flask of Tapping
Magic,Flasks/lifeflask12,flask,48, / Brewer's Eternal Life Flask of the Antitoxin
Magic,Flasks/topaz,flask,45, / Practitioner's Topaz Flask of the Mockingbird
Magic,Jewels/NewGemBase2,jewel,45, / Potent Medium Cluster Jewel
Magic,Flasks/aquamarine,flask,37, / Aquamarine Flask of Heat
Magic,Jewels/NewGemBase3,jewel,33, / Glimmering Large Cluster Jewel of the Cloud
Magic,Flasks/lifeflask9,flask,29, / Hallowed Life Flask of Curing
Magic,Flasks/lifeflask10,flask,28, / Constant Sanctified Life Flask of Heat
Magic,Jewels/NewGemBase1,jewel,27, / Notable Small Cluster Jewel of the Inuit
Magic,Weapons/TwoHandWeapons,weapon,27, / Humming Labrys of the Squall
Magic,Armours/Helmets,armour,25, / Royal Burgonet of the Marksman
Magic,Flasks/AntiStunFlask,flask,25, / Corundum Flask of the Sable
Magic,Armours/Boots,armour,24, / Runner's Rawhide Boots of the Newt
Magic,Armours/BodyArmours,armour,21, / Vigorous Devout Chainmail
Magic,Flasks/GoldFlask,flask,16, / Gold Flask of the Pangolin
Magic,Flasks/hybridflask4,flask,16, / Wide Hallowed Hybrid Flask of Warding
Magic,Flasks/manaflask11,flask,16, / Enduring Divine Mana Flask of the Abalone
Magic,Armours/Gloves,armour,15, / Hale Goliath Gauntlets of the Seal
Magic,Jewels/basicstr,jewel,12, / Charging Crimson Jewel of Stemming
Magic,Flasks/lifeflask7,flask,9, / Colossal Life Flask of Staunching
Magic,Flasks/manaflask10,flask,9, / Bountiful Sanctified Mana Flask
Magic,Jewels/RivetedEye,jewel,9, / Cobalt Hypnotic Eye Jewel of Dexterity
Magic,Armours/Shields,armour,8, / Layered Kite Shield of Joy
Magic,Flasks/manaflask8,flask,8, / Transgressor's Sacred Mana Flask of Movement
Magic,Jewels/basicdex,jewel,8, / Vivid Viridian Jewel of Exsanguinating
Magic,Relics/RelicBase3x1,sanctum,8, / Plentiful Tome Relic
Magic,Jewels/GhastlyEye,jewel,7, / Discharging Ghastly Eye Jewel of Authority
Magic,Relics/RelicBase2x1,sanctum,7, / Steadfast Urn Relic of Illumination
Magic,Flasks/lifeflask6,flask,6, / Giant Life Flask of Dousing
Magic,Flasks/lifeflask8,flask,6, / Physician's Sacred Life Flask of Sealing
Magic,Flasks/manaflask9,flask,6, / Hallowed Mana Flask of Staunching
Magic,Flasks/Basetypes,flask,5, / Medium Life Flask of the Wide
Magic,Flasks/manaflask7,flask,5, / Colossal Mana Flask of Quashing
Magic,Jewels/SearchingEye,jewel,5, / Hale Searching Eye Jewel of the Inquisitor
Magic,Relics/RelicBase1x2,sanctum,5, / Invigorating Censer Relic of Illumination
Magic,Rings/Ring6,accessory,5, / Glimmering Sapphire Ring of the Squall
Magic,Jewels/basicint,jewel,4, / Vivid Cobalt Jewel of Combusting
Magic,Relics/AtlasRelic2x1,idol,4, / Blighted Noble Idol of Ultimatum
Magic,Relics/RelicBase1x3,sanctum,4, / Cornucopic Processional Relic
Magic,Rings/CeruleanRing,accessory,4, / Resplendent Cerulean Ring of Light
Magic,Rings/VermillionRing,accessory,4, / Vermillion Ring of Excitement
Magic,Amulets/Amulet7,accessory,3, / Beryl Onyx Amulet
Magic,Armours/BodyArmours,-,3, / Fur Plate of the Brute
Magic,Belts/Basetypes,-,3, / Linen Belt of Sipping
Magic,Flasks/PrismaticSap,tincture,3, / Prismatic Tincture of Melting
Magic,Rings/TopazRuby,accessory,3, / Sanguine Two-Stone Ring of the Panther
Magic,Rings/TopazSapphire,accessory,3, / Two-Stone Ring
Magic,Amulets/Amulet1,accessory,2, / Hale Paua Amulet of the Salamander
Magic,Amulets/Amulet2,accessory,2, / Coral Amulet of Craft
Magic,Amulets/Amulet4,accessory,2, / Jade Amulet of Craft
Magic,Armours/Gloves,-,2, / Stout Stitched Gloves of the Thirsty
Magic,Flasks/manaflask4,flask,2, / Constant Greater Mana Flask
Magic,Jewels/MurderousEye,jewel,2, / Frozen Murderous Eye Jewel of Readiness
Magic,Offhand/Foci,-,2, / Beryl Woven Focus of the Mage
Magic,Relics/AtlasRelic1x1,idol,2, / Minor Idol of Scouting
Magic,Relics/AtlasRelic1x2,idol,2, / Corrupting Kamasan Idol of Ultimatum
Magic,Rings/Basetypes,accessory,2, / Frosted Iron Ring of the Brute
Magic,Rings/DiamondRing,accessory,2, / Zaffre Diamond Ring
Magic,Rings/Ring5,accessory,2, / Acrobat's Topaz Ring of Plunder
Magic,Rings/SapphireRuby,accessory,2, / Two-Stone Ring
Magic,Amulets/Amulet5,accessory,1, / Xopec's Lapis Amulet
Magic,Amulets/BluePearlAmulet,accessory,1, / Blue Pearl Amulet of the Goliath
Magic,Amulets/CitrineAmulet,accessory,1, / Icy Citrine Amulet of the Storm
Magic,Amulets/TurquoiseAmulet,accessory,1, / Turquoise Amulet of the Wrestler
Magic,Armours/Boots,-,1, / Runner's Frayed Shoes of the Lizard
Magic,Belts/Belt1,accessory,1, / Rustic Sash of Craft
Magic,Belts/Belt2,accessory,1, / Chain Belt of the Pugilist
Magic,Belts/Belt4,accessory,1, / Glittering Cloth Belt of the Brute
Magic,Belts/Belt5,accessory,1, / Heavy Belt of Sipping
Magic,Belts/CrystalBelt,accessory,1, / Crystal Belt of the Bear
Magic,Charms/Basetypes,-,1, / Soaked Ruby Charm of the Constant
Magic,Flasks/Basetypes,-,1, / Lesser Life Flask of the Wide
Magic,Flasks/CullingStrikeSap,tincture,1, / Medicinal Rosethorn Tincture of the Untamed
Magic,Flasks/PoisonSap,tincture,1, / Potent Poisonberry Tincture of Ease
Magic,Flasks/StunSap,tincture,1, / Persistent Ironwood Tincture of Rejuvenation
Magic,Flasks/lifeflask4,flask,1, / Constant Greater Life Flask
Magic,Flasks/lifeflask5,flask,1, / Medic's Grand Life Flask of the Antitoxin
Magic,Flasks/manaflask5,flask,1, / Scholar's Grand Mana Flask of the Remedy
Magic,Flasks/manaflask6,flask,1, / Giant Mana Flask of the Crystal
Magic,Quivers/Basetypes,-,1, / Precise Broadhead Quiver of Skill
Magic,Relics/RelicBase2x2,sanctum,1, / Punishing Coffer Relic of Convalescence
Magic,Relics/RelicBase4x1,sanctum,1, / Papyrus Relic of Convalescence
Magic,Rings/AmethystRing,accessory,1, / Amethyst Ring of the Gorilla
Magic,Rings/Basetypes,-,1, / Reliable Lazuli Ring of Excitement
Magic,Rings/ChaosDmgRing,accessory,1, / Burning Iolite Ring of the Gorilla
Magic,Rings/Empty-Socket,accessory,1, / Xopec's Unset Ring
Magic,Rings/HeistRing2Dark,accessory,1, / The Shaper's Manifold Ring
Magic,Rings/OpalRing,accessory,1, / Opal Ring of the Clouds
Magic,Rings/Ring1,accessory,1, / Cobalt Iron Ring
Magic,Rings/Ring3,accessory,1, / Hale Paua Ring of the Mongoose
Magic,Rings/Ring4,accessory,1, / Gold Ring of Excavation
Magic,Rings/Ring7,accessory,1, / Ruby Ring of Absorption
Magic,Weapons/OneHandWeapons,-,1, / Heated Smithing Hammer of the Brute
Normal,Maps/Atlas2Maps,-,4720, / Map (Tier 1)
Normal,Currency/Heist,heistmission,935, / Contract: Laboratory
Normal,Currency/Scarabs,map,398, / Incursion Scarab of Invasion
Normal,Flasks/sprint,flask,145, / Quicksilver Flask
Normal,QuestItems/CleansingFireOrbQuest0,map,81, / Polaric Invitation
Normal,Flasks/diamond,flask,80, / Diamond Flask
Normal,Flasks/bismuth,flask,73, / Bismuth Flask
Normal,Flasks/stibnite,flask,73, / Stibnite Flask
Normal,Flasks/Amethyst,flask,71, / Amethyst Flask
Normal,Flasks/topaz,flask,71, / Topaz Flask
Normal,Flasks/granite,flask,68, / Granite Flask
Normal,Flasks/gold,flask,67, / Sulphur Flask
Normal,Flasks/stone,flask,67, / Basalt Flask
Normal,Flasks/lifeflask12,flask,57, / Eternal Life Flask
Normal,Flasks/phaseflask01,flask,57, / Quartz Flask
Normal,Flasks/sapphire,flask,57, / Sapphire Flask
Normal,Weapons/OneHandWeapons,weapon,57, / Somatic Wand
Normal,Flasks/silver,flask,55, / Silver Flask
Normal,Flasks/evasionflask01,flask,54, / Jade Flask
Normal,Flasks/ruby,flask,54, / Ruby Flask
Normal,Flasks/lifeflask11,flask,52, / Divine Life Flask
Normal,Currency/Heist,heistequipment,49, / Torn Cloak
Normal,Flasks/manaflask12,flask,43, / Eternal Mana Flask
Normal,QuestItems/CleansingFireOrbQuest5,map,42, / Incandescent Invitation
Normal,Flasks/aquamarine,flask,38, / Aquamarine Flask
Normal,Flasks/AntiStunFlask,flask,36, / Corundum Flask
Normal,Jewels/NewGemBase2,jewel,30, / Medium Cluster Jewel
Normal,Jewels/NewGemBase3,jewel,25, / Large Cluster Jewel
Normal,QuestItems/TangledOrbQuest0,map,24, / Writhing Invitation
Normal,Flasks/lifeflask10,flask,23, / Superior Sanctified Life Flask
Normal,Armours/Gloves,armour,22, / Spiked Gloves
Normal,Weapons/TwoHandWeapons,weapon,22, / Superior Vaal Greatsword
Normal,Flasks/manaflask11,flask,20, / Divine Mana Flask
Normal,Armours/Helmets,armour,18, / Magistrate Crown
Normal,Flasks/hybridflask4,flask,17, / Superior Hallowed Hybrid Flask
Normal,Jewels/NewGemBase1,jewel,17, / Small Cluster Jewel
Normal,QuestItems/TangledOrbQuest5,map,17, / Screaming Invitation
Normal,Currency/Necropolis,map,15, / Allflame Ember of Flesh
Normal,Armours/Boots,armour,13, / Hydrascale Boots
Normal,Currency/Breach,map,13, / Esh's Breachstone
Normal,Flasks/lifeflask9,flask,11, / Superior Hallowed Life Flask
Normal,QuestItems/BossEntranceKeyMurderous,map,11, / Zorath's Eye of Malevolence
Normal,Armours/Shields,armour,10, / Yew Spirit Shield
Normal,Armours/BodyArmours,armour,9, / Astral Plate
Normal,Flasks/GoldFlask,flask,9, / Gold Flask
Normal,Flasks/manaflask9,flask,9, / Hallowed Mana Flask
Normal,Rings/Ring6,accessory,9, / Sapphire Ring
Normal,Flasks/lifeflask7,flask,8, / Colossal Life Flask
Normal,Flasks/manaflask10,flask,8, / Superior Sanctified Mana Flask
Normal,Maps/AtlasMaps,map,8, / Fragment of the Minotaur
Normal,Maps/DeliriumFragment,map,7, / Simulacrum
Normal,Currency/Ritual,map,5, / Blood-filled Vessel
Normal,Flasks/manaflask6,flask,5, / Giant Mana Flask
Normal,Maps/Labyrinth,map,5, / Offering to the Goddess
Normal,Maps/SinFlaskEmpty,map,5, / Divine Vessel
Normal,Maps/Vaal02,map,5, / Sacrifice at Dawn
Normal,Maps/Vaal04,map,5, / Sacrifice at Dusk
Normal,Rings/TopazSapphire,accessory,5, / Two-Stone Ring
Normal,Amulets/BluePearlAmulet,accessory,4, / Blue Pearl Amulet
Normal,Belts/Belt1,accessory,4, / Rustic Sash
Normal,Flasks/lifeflask4,flask,4, / Superior Greater Life Flask
Normal,Maps/Vaal01,map,4, / Sacrifice at Midnight
Normal,Maps/Vaal03,map,4, / Sacrifice at Noon
Normal,Amulets/Amulet4,accessory,3, / Jade Amulet
Normal,Currency/Atlas,map,3, / The Maven's Writ
Normal,Flasks/Basetypes,flask,3, / Medium Mana Flask
Normal,Flasks/manaflask8,flask,3, / Sacred Mana Flask
Normal,Maps/AtlasMapGuardianChaos,map,3, / Fragment of Purification
Normal,Maps/BossKeyBrequel,map,3, / Hivebrain Gland
Normal,Maps/EternalEmpireFragment,map,3, / Timeless Eternal Emblem
Normal,Maps/RedeemerFragment,map,3, / Veritania's Crest
Normal,Maps/UberBossKeyEaterOfWorlds,map,3, / Devouring Fragment
Normal,Maps/UberElder02,map,3, / Fragment of Emptiness
Normal,Maps/UberVaal01,map,3, / Mortal Rage
Normal,Rings/AmethystRing,accessory,3, / Amethyst Ring
Normal,Rings/DiamondRing,accessory,3, / Diamond Ring
Normal,Amulets/Amulet7,accessory,2, / Onyx Amulet
Normal,Amulets/CrescentAmulet,accessory,2, / Seaglass Amulet
Normal,Amulets/MarbleAmulet,accessory,2, / Marble Amulet
Normal,Belts/Basetypes,-,2, / Rawhide Belt
Normal,Belts/CrystalBelt,accessory,2, / Crystal Belt
Normal,Charms/Basetypes,-,2, / Topaz Charm
Normal,Currency/Bestiary,map,2, / Saqawine Lure
Normal,Currency/MercenaryWarrant,map,2, / Mercenary Warrant
Normal,Flasks/lifeflask1,flask,2, / Small Life Flask
Normal,Flasks/lifeflask8,flask,2, / Superior Sacred Life Flask
Normal,Flasks/manaflask5,flask,2, / Grand Mana Flask
Normal,Maps/AngerBossMemoryKey,map,2, / Echo of Trauma
Normal,Maps/AtlasMapGuardianFire,map,2, / Fragment of Enslavement
Normal,Maps/AtlasMapGuardianHoly,map,2, / Fragment of Constriction
Normal,Maps/AtlasMapGuardianLightning,map,2, / Fragment of Eradication
Normal,Maps/BenevolenceBossMemoryKey,map,2, / Echo of Reverence
Normal,Maps/CrusaderFragment,map,2, / Baran's Crest
Normal,Maps/HunterFragment,map,2, / Al-Hezmin's Crest
Normal,Maps/IgnoranceBossMemoryKey,map,2, / Echo of Loneliness
Normal,Maps/KaruiFragment,map,2, / Timeless Karui Emblem
Normal,Maps/LabyrinthHarvest,map,2, / Tribute to the Goddess
Normal,Maps/OshabiMap,map,2, / Sacred Blossom
Normal,Maps/UberBossKeyCortex,map,2, / Synthesising Fragment
Normal,Maps/UberBossKeyElder,map,2, / Decaying Fragment
Normal,Maps/UberBossKeyIncarnationOfDread,map,2, / Reverent Fragment
Normal,Maps/UberBossKeyIncarnationOfNeglect,map,2, / Lonely Fragment
Normal,Maps/UberBossKeyMaven,map,2, / Reality Fragment
Normal,Maps/UberBossKeyShaper,map,2, / Cosmic Fragment
Normal,Maps/UberBossKeySirus,map,2, / Awakening Fragment
Normal,Maps/UberElder03,map,2, / Fragment of Shape
Normal,Maps/UberVaal02,map,2, / Mortal Hope
Normal,Maps/UberVaal03,map,2, / Mortal Ignorance
Normal,Maps/UberVaal04,map,2, / Mortal Grief
Normal,Maps/WarlordFragment,map,2, / Drox's Crest
Normal,QuestItems/BossEntranceKeySearching,map,2, / Zorath's Eye of Authority
Normal,Rings/AdamantineRing,accessory,2, / Steel Ring
Normal,Rings/SapphireRuby,accessory,2, / Two-Stone Ring
Normal,Amulets/Amulet1,accessory,1, / Paua Amulet
Normal,Amulets/Amulet3,accessory,1, / Amber Amulet
Normal,Amulets/Amulet5,accessory,1, / Lapis Amulet
Normal,Amulets/Basetypes,-,1, / Azure Amulet
Normal,Amulets/CitrineAmulet,accessory,1, / Citrine Amulet
Normal,Armours/Boots,-,1, / Rough Greaves
Normal,Armours/Gloves,-,1, / Stocky Mitts
Normal,Armours/Helmets,-,1, / Rusted Greathelm
Normal,Belts/Belt3,accessory,1, / Leather Belt
Normal,Belts/Belt6,accessory,1, / Studded Belt
Normal,Currency/Azmeri,map,1, / An Audience With The King
Normal,Currency/Sanctum,sanctum,1, / Sanctum Vaults Research
Normal,Currency/Scarabs,-,1, / Abyss Scarab of Edifice
Normal,Flasks/Basetypes,-,1, / Lesser Mana Flask
Normal,Flasks/CriticalStrikeSap,tincture,1, / Oakbranch Tincture
Normal,Flasks/CullingStrikeSap,tincture,1, / Rosethorn Tincture
Normal,Flasks/SporebloomSap,tincture,1, / Sporebloom Tincture
Normal,Flasks/StunSap,tincture,1, / Ironwood Tincture
Normal,Flasks/lifeflask6,flask,1, / Giant Life Flask
Normal,Flasks/manaflask1,flask,1, / Small Mana Flask
Normal,Flasks/manaflask2,flask,1, / Medium Mana Flask
Normal,Flasks/manaflask7,flask,1, / Colossal Mana Flask
Normal,Maps/Atlas2Maps,map,1, / Shaper Guardian Map
Normal,Maps/CatarinaToken,map,1, / Syndicate Medallion
Normal,Maps/LabyrinthHarvestInfused1,map,1, / Gift to the Goddess
Normal,Maps/LabyrinthHarvestInfused2,map,1, / Dedication to the Goddess
Normal,Maps/MarakethFragment,map,1, / Timeless Maraketh Emblem
Normal,Maps/TemplarFragment,map,1, / Timeless Templar Emblem
Normal,Maps/UberBossKeyIncarnationOfFear,map,1, / Traumatic Fragment
Normal,Maps/UberBossKeySearingExarch,map,1, / Blazing Fragment
Normal,Maps/UberElder01,map,1, / Fragment of Terror
Normal,Maps/UberElder04,map,1, / Fragment of Knowledge
Normal,Maps/VaalFragment,map,1, / Timeless Vaal Emblem
Normal,Offhand/Shields,armour,1, / Splintered Tower Shield
Normal,QuestItems/BossEntranceKeyRiveted,map,1, / Zorath's Eye of the Inevitable
Normal,Quivers/QuiverBlunt,armour,1, / Heavy Arrow Quiver
Normal,Quivers/RikerRinQuiver,armour,1, / Primal Arrow Quiver
Normal,Rings/CeruleanRing,accessory,1, / Cerulean Ring
Normal,Rings/ChaosDmgRing,accessory,1, / Iolite Ring
Normal,Rings/Ring1,accessory,1, / Iron Ring
Normal,Rings/Ring5,accessory,1, / Topaz Ring
Normal,Rings/TopazRuby,accessory,1, / Two-Stone Ring
Normal,Rings/VermillionRing,accessory,1, / Vermillion Ring
Quest,Currency/Heist,-,2, / Contract: Follow the Paper Trail
Rare,Maps/Atlas2Maps,-,1611,Cinder Abyss / Map (Tier 16)
Rare,Currency/Heist,heistmission,1296,Brimstone Bond / Contract: Smuggler's Den
Rare,Armours/Helmets,armour,496,Armageddon Halo / Noble Tricorne
Rare,Weapons/OneHandWeapons,weapon,428,Doom Star / Opal Sceptre
Rare,Armours/BodyArmours,armour,337, / Triumphant Lamellar
Rare,Armours/Boots,armour,333,Rune Goad / Legion Boots
Rare,Armours/Gloves,armour,311,Storm Fingers / Sorcerer Gloves
Rare,Rings/BreachRing,accessory,268,Beast Grasp / Breach Ring
Rare,Armours/Shields,armour,211,Rune Bastion / Colossal Tower Shield
Rare,Weapons/TwoHandWeapons,weapon,200, / Imperial Maul
Rare,Jewels/NewGemBase2,jewel,171,Rapture Bliss / Medium Cluster Jewel
Rare,Maps/Atlas2Maps,map,164,Morbid Lands / Nightmare Map
Rare,Currency/BestiaryOrbFull,monster,158,Paingnaw / Shackled Hellion
Rare,Jewels/NewGemBase3,jewel,133,Honour Cut / Large Cluster Jewel
Rare,Jewels/basicstr,jewel,92,Entropy Essence / Crimson Jewel
Rare,Jewels/basicint,jewel,88,Kraken Dew / Cobalt Jewel
Rare,Rings/AmethystRing,accessory,84,Eagle Twirl / Amethyst Ring
Rare,Jewels/basicdex,jewel,83,Luminous Stinger / Viridian Jewel
Rare,Jewels/NewGemBase1,jewel,76,Pandemonium Hope / Small Cluster Jewel
Rare,Rings/SapphireRuby,accessory,76,Storm Band / Two-Stone Ring
Rare,Rings/TopazRuby,accessory,73,Brood Coil / Two-Stone Ring
Rare,Jewels/GhastlyEye,jewel,68,Ancient Orb / Ghastly Eye Jewel
Rare,Rings/TopazSapphire,accessory,68,Corpse Band / Two-Stone Ring
Rare,Belts/AbyssBelt,accessory,67,Victory Buckle / Stygian Vise
Rare,Amulets/Amulet7,accessory,58,Rage Collar / Synthesised Onyx Amulet
Rare,Belts/Belt3,accessory,57,Empyrean Clasp / Leather Belt
Rare,Rings/Ring6,accessory,54,Torment Grasp / Sapphire Ring
Rare,Currency/Heist,heistequipment,53,Demon Gorget / Silver Brooch
Rare,Amulets/CitrineAmulet,accessory,52,Rune Medallion / Citrine Amulet
Rare,Belts/Belt1,accessory,45,Chimeric Buckle / Rustic Sash
Rare,Amulets/AgateAmulet,accessory,44,Blight Rosary / Agate Amulet
Rare,Belts/Belt5,accessory,44,Dread Shackle / Heavy Belt
Rare,Rings/Ring5,accessory,43,Cataclysm Eye / Topaz Ring
Rare,Jewels/RivetedEye,jewel,42,Hollow Portent / Hypnotic Eye Jewel
Rare,Jewels/SearchingEye,jewel,41,Enthralling Lens / Searching Eye Jewel
Rare,Rings/Empty-Socket,accessory,41,Death Circle / Unset Ring
Rare,Rings/MoonstoneRing,accessory,41,Morbid Knot / Moonstone Ring
Rare,Rings/Ring7,accessory,41,Dire Twirl / Ruby Ring
Rare,Belts/Belt2,accessory,39,Brimstone Snare / Chain Belt
Rare,Amulets/TurquoiseAmulet,accessory,37,Viper Scarab / Turquoise Amulet
Rare,Jewels/MurderousEye,jewel,36,Foul Lens / Murderous Eye Jewel
Rare,Rings/Ring2,accessory,36,Rift Knot / Coral Ring
Rare,Amulets/Amulet4,accessory,34,Behemoth Locket / Jade Amulet
Rare,Rings/DiamondRing,accessory,32,Skull Knot / Diamond Ring
Rare,Rings/Ring1,accessory,30,Victory Twirl / Iron Ring
Rare,Amulets/Amulet3,accessory,28,Viper Heart / Amber Amulet
Rare,Amulets/Amulet5,accessory,27,Viper Torc / Lapis Amulet
Rare,Belts/Belt4,accessory,24, / Cloth Belt
Rare,Belts/Belt6,accessory,23,Wrath Bind / Studded Belt
Rare,Rings/BoneRing,accessory,21,Empyrean Nail / Bone Ring
Rare,Rings/Ring4,accessory,21,Sorrow Spiral / Synthesised Gold Ring
Rare,Amulets/Amulet1,accessory,20,Soul Locket / Paua Amulet
Rare,Amulets/Amulet2,accessory,20,Phoenix Clasp / Coral Amulet
Rare,Rings/Ring3,accessory,20,Woe Band / Paua Ring
Rare,Amulets/Amulet6,accessory,17,Storm Locket / Gold Amulet
Rare,Amulets/TalismanWhite5,accessory,17,Doom Idol / Deep One Talisman
Rare,Amulets/TalismanWhite3,accessory,15,Sol Choker / Black Maw Talisman
Rare,Amulets/TalismanWhite8,accessory,15,Rune Gorget / Ashscale Talisman
Rare,Currency/Heist,accessory,15,Spirit Bead / Thief's Trinket
Rare,Amulets/NewTalisman3,accessory,14,Damnation Choker / Sand Spitter Talisman
Rare,Amulets/TalismanWhite6,accessory,14,Brimstone Heart / Undying Flesh Talisman
Rare,Quivers/QuiverPenetrating,armour,13,Pandemonium Barb / Penetrating Arrow Quiver
Rare,Amulets/BluePearlAmulet,accessory,12,Maelström Choker / Blue Pearl Amulet
Rare,Quivers/RikerRinQuiver,armour,12,Maelström Shot / Primal Arrow Quiver
Rare,Amulets/TalismanWhite1,accessory,11,Cataclysm Clasp / Breakrib Talisman
Rare,Quivers/QuiverBroadhead,armour,11,Cataclysm Needle / Broadhead Arrow Quiver
Rare,Amulets/TalismanBlack3,accessory,10,Death Gorget / Clutching Talisman
Rare,Belts/CrystalBelt,accessory,10,Anarchy Buckle / Crystal Belt
Rare,Rings/VermillionRing,accessory,10,Wrath Coil / Vermillion Ring
Rare,Amulets/TalismanBlack6,accessory,9,Carrion Idol / Rhoa Talisman
