row_key,name,base,league,entries_bound,variants_considered,selections_considered,fitting_labels,outcome_strict,either_strict,fitting_selections,outcome,either,moved_by,lines_rescaled,catalyst_quality,catalyst_descriptor,catalyst_percent,other_arrays,fit_line_flags,none_reason,none_line
12dd72962afe,Doedre's Elixir,Greater Mana Flask,Standard,1,3,3,,none,no,,none,no,,0,no,,,,,no-text-match,Gain 3 Frenzy Charges on use
61977092fe16,Rumi's Concoction,Granite Flask,Standard,1,4,4,Current,one,no,Current,one,no,,0,no,,,utilityMods,,,
53a1e008d782,The Wise Oak,Bismuth Flask,Standard,1,3,3,Current,one,no,Current,one,no,,0,no,,,utilityMods,,,
103eb8a5ab93,The Overflowing Chalice,Sulphur Flask,Standard,1,2,2,Current,one,no,Current,one,no,,0,no,,,utilityMods,,,
0f7dbb448e4a,The Overflowing Chalice,Sulphur Flask,Standard,1,2,2,Current,one,no,Current,one,no,,0,no,,,utilityMods,,,
99e33ab29fb0,Doedre's Elixir,Greater Mana Flask,Standard,1,3,3,,none,no,,none,no,,0,no,,,,,no-text-match,Gain 2 Endurance Charges on use
cf8b925d6167,Witchfire Brew,Stibnite Flask,Standard,1,3,3,Current,one,no,Current,one,no,,0,no,,,utilityMods,,,
fea15ab0332b,Rumi's Concoction,Granite Flask,Standard,1,4,4,Pre 2.5.0;Pre 3.15.0,several,no,Pre 2.5.0;Pre 3.15.0,several,no,,0,no,,,utilityMods,,,
d010027bb8fd,Rumi's Concoction,Granite Flask,Standard,1,4,4,Current,one,no,Current,one,no,,0,no,,,utilityMods,,,
1cd823995ef4,Blood of the Karui,Sanctified Life Flask,Standard,1,5,5,Current,one,no,Current,one,no,,0,no,,,,,,
e86585168d43,The Overflowing Chalice,Sulphur Flask,Standard,1,2,2,Current,one,no,Current,one,no,,0,no,,,utilityMods,,,
bb00332e9602,Rotgut,Quicksilver Flask,Standard,1,4,4,Current,one,no,Current,one,no,,0,no,,,utilityMods,,,
0c7d84ed3a0d,Divination Distillate,Large Hybrid Flask,Standard,1,6,6,Current,one,no,Current,one,no,,0,no,,,,,,
71d30a7623f2,The Sorrow of the Divine,Sulphur Flask,Standard,1,2,2,Current,one,no,Current,one,no,,0,no,,,utilityMods,,,
fd3ad02ed233,Sap of the Seasons,Prismatic Tincture,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
ab155228ad48,Divination Distillate,Large Hybrid Flask,Standard,1,6,6,Current,one,no,Current,one,no,,0,no,,,,,,
156bdf5b1dd9,Divination Distillate,Large Hybrid Flask,Standard,1,6,6,Current,one,no,Current,one,no,,0,no,,,,,,
9fe2ba4fd0c9,Kiara's Determination,Silver Flask,Standard,1,3,3,Current,one,no,Current,one,no,,0,no,,,utilityMods,,,
505402013a35,Witchfire Brew,Stibnite Flask,Standard,1,3,3,Current,one,no,Current,one,no,,0,no,,,utilityMods,,,
b1732db2b157,Witchfire Brew,Stibnite Flask,Standard,1,3,3,Current,one,no,Current,one,no,,0,no,,,utilityMods,,,
086d67c26b29,Blood of the Karui,Sanctified Life Flask,Standard,1,5,5,Current,one,no,Current,one,no,,0,no,,,,,,
2552759c7d09,Kiara's Determination,Silver Flask,Standard,1,3,3,Current,one,no,Current,one,no,,0,no,,,utilityMods,,,
76fec5c3b414,Lion's Roar,Granite Flask,Standard,1,4,4,Current,one,no,Current,one,no,,0,no,,,utilityMods,,,
077fe015b819,The Overflowing Chalice,Sulphur Flask,Standard,1,2,2,Current,one,no,Current,one,no,,0,no,,,utilityMods,,,
98fa65758f6c,The Sorrow of the Divine,Sulphur Flask,Standard,1,2,2,Current,one,no,Current,one,no,,0,no,,,utilityMods,,,
721f7606441b,Vessel of Vinktar,Topaz Flask,Standard,1,18,18,Current (Attacks),one,no,Current (Attacks),one,no,,0,no,,,utilityMods,,,
2bdf6a013616,Lavianga's Spirit,Sanctified Mana Flask,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
06af1d609b12,Forbidden Taste,Quartz Flask,Standard,1,4,4,Current,one,no,Current,one,no,,0,no,,,utilityMods,,,
6580f7bd9971,The Sorrow of the Divine,Sulphur Flask,Standard,1,2,2,Current,one,no,Current,one,no,,0,no,,,utilityMods,,,
2cfdf099b61a,Lavianga's Spirit,Sanctified Mana Flask,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
ccdde3bb3cc6,Honourhome,Soldier Helmet,Standard,1,4,4,,none,no,,none,no,,0,no,,,,,no-text-match,Socketed Skill Gems get a 90% Cost & Reservation Multiplier
03fdda84ea7a,Ventor's Gamble,Gold Ring,Standard,1,2,2,,none,no,,none,no,,0,no,,,,,no-text-match,11% increased Mana Reservation Efficiency of Skills
ace87c2647e3,Brutal Restraint,Timeless Jewel,Standard,1,4,4,Balbala (The Traitor),one,no,Balbala (The Traitor),one,no,,0,no,,,,,,
035107f35dab,Skysunder,Exquisite Blade,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
96dea4622bcb,Skysunder,Exquisite Blade,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
c79b661733d7,Timeclasp,Moonstone Ring,Standard,1,4,4,Current,one,no,Current,one,no,,0,no,,,,,,
5fd288801377,Timeclasp,Moonstone Ring,Standard,1,4,4,Current,one,no,Current,one,no,,0,no,,,,,,
99958ae0f824,Karui Ward,Jade Amulet,Standard,1,2,2,Current,one,no,Current,one,no,,0,no,,,,,,
02daddb5f01c,Tabula Rasa,Simple Robe,Standard,1,1,1,,none,no,,none,no,,0,no,,,,,no-text-match,5% increased maximum Life
ef44c98a7c65,Saresh's Darkness,Chain Belt,Standard,1,1,1,,none,no,,none,no,,0,no,,,,,no-text-match,14% increased Skill Effect Duration
ac7590ceeadc,Skysunder,Exquisite Blade,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
b80f74003f60,Skysunder,Exquisite Blade,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
9a5dde8be911,The Bane of Hope,Maraketh Bow,Standard,1,1,1,,none,no,,none,no,,0,no,,,,,no-text-match,Adds 25 to 44 Cold Damage
8c7d82b63c72,Saresh's Darkness,Chain Belt,Standard,1,1,1,,none,no,,none,no,,0,no,,,,,no-text-match,27% increased Rarity of Items found
317c2a2ad051,Saresh's Darkness,Chain Belt,Standard,1,1,1,,none,no,,none,no,,0,no,,,,,no-text-match,Malevolence has 19% increased Aura Effect
dc4b34c6d56a,Skysunder,Exquisite Blade,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
0cf2d02c62f9,Fleshrender,Exquisite Blade,Standard,1,1,1,,none,no,,none,no,,0,no,,,,,no-text-match,28% increased Area of Effect
fe6111a9e04b,Brutal Restraint,Timeless Jewel,Standard,1,4,4,Balbala (The Traitor),one,no,Balbala (The Traitor),one,no,,0,no,,,,,,
1555258ddcf8,Mageblood,Heavy Belt,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
16cf991d7bbf,Yoke of Suffering,Onyx Amulet,Standard,1,2,2,,none,no,Current,one,no,catalyst,3,yes,Resistance,20,enchantMods,,,
cecf16996d01,Foulborn Aegis Aurora,Champion Kite Shield,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,mutated,,
c7b1438b380d,Rain of Splinters,Crimson Jewel,Standard,1,2,2,Current;Pre 3.20.0,several,yes,Current;Pre 3.20.0,several,yes,,0,no,,,,,,
a4749d4fd951,The Light of Meaning,Prismatic Jewel,Standard,1,13,13,Armour,one,no,Armour,one,no,,0,no,,,,,,
00b3a553efea,Lifesprig,Driftwood Wand,Standard,1,1,1,,none,no,,none,no,,0,no,,,,,no-text-match,Regenerate 6 Life over 1 second when you Cast a Spell
9767aedeb077,Goldrim,Leather Cap,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
f29a82cf8a57,Triad Grip,Mesh Gloves,Standard,1,2,2,Pre 3.29.0,one,no,Pre 3.29.0,one,no,,0,no,,,,,,
cd3c875e136a,Cold Iron Point,Ezomyte Dagger,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
9296591a90c2,Goldrim,Leather Cap,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
ee5d30c7fe23,Wanderlust,Wool Shoes,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
a3e309e7bfcc,Wanderlust,Wool Shoes,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
9493da20af47,Kintsugi,Exquisite Leather,Standard,1,3,3,Pre 3.19.0,one,no,Pre 3.19.0,one,no,,0,no,,,,,,
f29ce6caad36,Mortem Morsu,Fright Claw,Standard,1,4,4,Current,one,no,Current,one,no,,0,no,,,,,,
fa56f22bac0a,Sidhebreath,Paua Amulet,Standard,1,4,4,Pre 3.19.0,one,no,Pre 3.19.0,one,no,,0,no,,,,,,
ee991b0355d0,Lochtonial Caress,Iron Gauntlets,Standard,1,3,3,Pre 3.19.0,one,no,Pre 3.19.0,one,no,,0,no,,,,,,
bfa6f8bbbe45,Silverbranch,Crude Bow,Standard,1,2,2,Current;Pre 2.0.0,several,yes,Current;Pre 2.0.0,several,yes,,0,no,,,,,,
9becbb4d7568,Le Heup of All,Iron Ring,Standard,1,2,2,Current,one,no,Current,one,no,,0,no,,,,,,
1d5baa585745,Le Heup of All,Iron Ring,Standard,1,2,2,Current,one,no,Current,one,no,,0,no,,,,,,
317b2b99ce45,Seven-League Step,Rawhide Boots,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
67ec56d37900,Obliteration,Demon's Horn,Standard,1,6,6,Pre 3.19.0,one,no,Pre 3.19.0,one,no,,0,no,,,,,,
3299db26d3ca,Quill Rain,Short Bow,Standard,1,3,3,Current,one,no,Current,one,no,,0,no,,,,,,
7fc042eefb90,Lifesprig,Driftwood Wand,Standard,1,1,1,,none,no,,none,no,,0,no,,,,,no-text-match,Regenerate 7 Life over 1 second when you Cast a Spell
87a0f176bb50,The Screaming Eagle,Jade Hatchet,Standard,1,2,2,Current,one,no,Current,one,no,,0,no,,,,,,
06f456478aa0,Quill Rain,Short Bow,Standard,1,3,3,Current,one,no,Current,one,no,,0,no,,,,,,
a695579a1244,Wanderlust,Wool Shoes,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
dd52e59c918a,Lifesprig,Driftwood Wand,Standard,1,1,1,,none,no,,none,no,,0,no,,,,,no-text-match,Regenerate 7 Life over 1 second when you Cast a Spell
af1617288662,Heartbound Loop,Moonstone Ring,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
1ab259e4911e,Cold Iron Point,Ezomyte Dagger,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
ad73d9c59e26,Lifesprig,Driftwood Wand,Standard,1,1,1,,none,no,,none,no,,0,no,,,,,no-text-match,Regenerate 7 Life over 1 second when you Cast a Spell
10d146f20334,Goldrim,Leather Cap,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
aa4d95f9a395,Wanderlust,Wool Shoes,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
23a4232ad647,Wanderlust,Wool Shoes,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
ae9dbf7c6382,The Broken Crown,Prophet Crown,Standard,1,3,3,Current,one,no,Current,one,no,,0,no,,,,,,
7436c739e6cf,Winterheart,Gold Amulet,Standard,1,2,2,Pre 3.15.0,one,no,Pre 3.15.0,one,no,,0,no,,,,,,
e6a267c8d5fe,Tinkerskin,Sadist Garb,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
1c638d2ab842,Lifesprig,Driftwood Wand,Standard,1,1,1,,none,no,,none,no,,0,no,,,,,no-text-match,Regenerate 7 Life over 1 second when you Cast a Spell
6eb27586207c,Asphyxia's Wrath,Two-Point Arrow Quiver,Standard,1,3,3,Pre 3.17.0,one,no,Pre 3.17.0,one,no,,0,no,,,,,,
4f7b11c787da,Lifesprig,Driftwood Wand,Standard,1,1,1,,none,no,,none,no,,0,no,,,,,no-text-match,Regenerate 8 Life over 1 second when you Cast a Spell
1c2c2ae7d5a1,Aurumvorax,Basket Rapier,Standard,1,3,3,Current,one,no,Current,one,no,,0,no,,,,,,
85a091d87d57,Reverberation Rod,Spiraled Wand,Standard,1,5,5,Pre 3.19.0,one,no,Pre 3.19.0,one,no,,0,no,,,,,,
022e7af88b6e,Lifesprig,Driftwood Wand,Standard,1,1,1,,none,no,,none,no,,0,no,,,,,no-text-match,Regenerate 6 Life over 1 second when you Cast a Spell
8136a3f64686,The Peregrine,Visored Sallet,Standard,1,3,3,Current,one,no,Current,one,no,,0,no,,,,,,
0491a5d89629,Lifesprig,Driftwood Wand,Standard,1,1,1,,none,no,,none,no,,0,no,,,,,no-text-match,Regenerate 6 Life over 1 second when you Cast a Spell
4e5abc707087,Thread of Hope,Crimson Jewel,Standard,1,5,5,Medium Ring,one,no,Medium Ring,one,no,,0,no,,,,,,
60029d58de15,Cold Iron Point,Ezomyte Dagger,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
44117f304446,Lifesprig,Driftwood Wand,Standard,1,1,1,,none,no,,none,no,,0,no,,,,,no-text-match,Regenerate 7 Life over 1 second when you Cast a Spell
3c1fc33c4f32,Alpha's Howl,Sinner Tricorne,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
bd51abfc5294,Cold Iron Point,Ezomyte Dagger,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
34485a531f8a,Goldrim,Leather Cap,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
f25f97214f8d,Belt of the Deceiver,Heavy Belt,Standard,1,2,2,Current,one,no,Current,one,no,,0,no,,,,,,
96a13c9c97e8,Bated Breath,Chain Belt,Standard,1,2,2,Current,one,no,Current,one,no,,0,no,,,,,,
49324b0bc354,Rime Gaze,Mind Cage,Standard,1,6,6,Pre 3.16.0,one,no,Pre 3.16.0,one,no,,0,no,,,,,,
f9387b96d994,Cold Iron Point,Ezomyte Dagger,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
4e63183c0bb0,Allure,Vaal Claw,Standard,1,2,2,,none,no,,none,no,,0,no,,,,,no-text-match,Adds 17 to 37 Fire Damage
5166932b07b7,Fidelitas' Spike,Jagged Foil,Standard,1,3,3,,none,no,,none,no,,0,no,,,,,no-text-match,13% chance to gain Onslaught for 4 seconds on Kill
ea8eafc3764c,Bated Breath,Chain Belt,Standard,1,2,2,Current,one,no,Current,one,no,,0,no,,,,,,
efaf93ce1e0a,Goldrim,Leather Cap,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
7dcf5c6fde04,Foulborn Tulfall,Opal Wand,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,mutated,,
4b0adeadfe31,Foulborn Bramblejack,Plate Vest,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,mutated,,
fccbde7961ee,Foulborn Tulborn,Opal Wand,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,mutated,,
e0dde899018a,Foulborn The Embalmer,Carnal Mitts,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,mutated,,
a73235b364d6,Foulborn The Coming Calamity,Destroyer Regalia,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,mutated,,
4c3decedadcc,Foulborn Severed in Sleep,Cutlass,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,mutated,,
cf6504ecdad4,Foulborn Ashcaller,Goat's Horn,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,mutated,,
3a3ad4090769,Foulborn Tulborn,Opal Wand,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,mutated,,
378132b07b91,Foulborn The Snowblind Grace,Zodiac Leather,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,mutated,,
3f66f5e4defe,Foulborn Warped Timepiece,Turquoise Amulet,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,mutated,,
3926baf0a570,Foulborn The Red Trail,Titan Greaves,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,mutated,,
78cf9db10055,Foulborn Tulborn,Opal Wand,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,mutated,,
242cb2c4d9bf,Foulborn Tulborn,Opal Wand,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,mutated,,
33288ebfab52,Foulborn Severed in Sleep,Cutlass,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,mutated,,
c57db29b4d63,Foulborn Esh's Mirror,Vaal Spirit Shield,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,mutated,,
84f836f5f2a1,Foulborn Ashcaller,Goat's Horn,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,mutated,,
0d7d0dda8d8a,Foulborn Ashcaller,Goat's Horn,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,mutated,,
9c031027ce61,Foulborn Facebreaker,Strapped Mitts,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,mutated,,
03e5e51874f4,Foulborn Cherrubim's Maleficence,Triumphant Lamellar,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,mutated,,
c70a7096e343,Foulborn Greed's Embrace,Golden Plate,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,mutated,,
f7c7c20589a7,Foulborn Vis Mortis,Necromancer Silks,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,mutated,,
dd723ef09ca6,Foulborn Greed's Embrace,Golden Plate,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,mutated,,
51fe68bf35db,Foulborn Skin of the Loyal,Simple Robe,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,mutated,,
07eca5234740,Foulborn Ghostwrithe,Silken Vest,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,mutated,,
816280d8f18c,Foulborn Ghostwrithe,Silken Vest,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,mutated,,
88306a67eda1,Foulborn Cherrubim's Maleficence,Triumphant Lamellar,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,mutated,,
a3694a3f1666,Foulborn Xoph's Inception,Citadel Bow,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,mutated,,
46aa42c01770,Foulborn Ghostwrithe,Silken Vest,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,mutated,,
e4b80a2525be,Foulborn Quill Rain,Short Bow,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,mutated,,
82ad90b4a742,Foulborn Ashrend,Buckskin Tunic,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,mutated,,
e391a8941117,Foulborn The Infinite Pursuit,Titan Greaves,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,mutated,,
ee2d3844f7df,Foulborn Severed in Sleep,Cutlass,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,mutated,,
a001e58ea7a1,Foulborn Severed in Sleep,Cutlass,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,mutated,,
c40110f2ef17,Foulborn Vis Mortis,Necromancer Silks,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,mutated,,
cc6f681cb6e9,Foulborn Null and Void,Legion Gloves,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,mutated,,
e76ab0b6d2aa,Foulborn Vis Mortis,Necromancer Silks,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,mutated,,
02b4330f9c91,Foulborn Lioneye's Vision,Crusader Plate,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,mutated,,
6a44c4b9b082,Foulborn Quill Rain,Short Bow,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,mutated,,
4b34feaa51fb,Foulborn The Harvest,Jasper Chopper,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,mutated,,
632c48ff7f74,Bated Breath,Chain Belt,Standard,1,2,2,Current,one,no,Current,one,no,,0,no,,,,,,
2717c5d90e3b,Crystallised Omniscience,Onyx Amulet,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,enchantMods,,,
717e3c7ab041,Foulborn Uul-Netol's Kiss,Vaal Axe,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,mutated,,
a516661982fb,Ashes of the Stars,Onyx Amulet,Standard,1,2,2,,none,no,Pre 3.23.0,one,no,catalyst,1,yes,Attribute,20,enchantMods,,,
314515c4ca8a,Forbidden Flame,Crimson Jewel,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
1557a1e2c092,Astramentis,Onyx Amulet,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
8c319a1a9aa2,Whakatutuki o Matua,Tarnished Spirit Shield,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
e6cc1bb9d7cb,Razor of the Seventh Sun,Midnight Blade,Standard,1,4,4,Current,one,no,Current,one,no,,0,no,,,,,,
dc57fb4db12d,Ashes of the Stars,Onyx Amulet,Standard,1,2,2,Pre 3.23.0,one,no,Pre 3.23.0,one,no,,0,no,,,,,,
c77529414f81,Eye of Malice,Callous Mask,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,enchantMods,,,
87655aec5682,Forbidden Flesh,Cobalt Jewel,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
7b8419b39675,Thread of Hope,Crimson Jewel,Standard,1,5,5,Medium Ring,one,no,Medium Ring,one,no,,0,no,,,,,,
e8273482c551,Conqueror's Efficiency,Crimson Jewel,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
b436bde8e771,Perandus Signet,Paua Ring,Standard,1,2,2,Current,one,no,Current,one,no,,0,no,,,,,,
9d2195b93d99,Melding of the Flesh,Cobalt Jewel,Standard,1,2,2,Pre 3.19.0,one,no,Pre 3.19.0,one,no,,0,no,,,,,,
d9a4b1effe4d,Razor of the Seventh Sun,Midnight Blade,Standard,1,4,4,Current,one,no,Current,one,no,,0,no,,,,,,
4bd7a61450c1,Ashcaller,Goat's Horn,Standard,1,5,5,Current,one,no,Current,one,no,,0,no,,,,,,
5177b51a8b11,Seven-League Step,Rawhide Boots,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
82afe5a049d6,Doon Cuebiyari,Vaal Sceptre,Standard,1,2,2,,none,no,,none,no,,0,no,,,,,no-text-match,15% increased Area of Effect
6a52f4be57d8,Sire of Shards,Serpentine Staff,Standard,1,3,3,,none,no,,none,no,,0,no,,,,,no-text-match,15% increased Critical Strike Chance
48bd523bd8e1,Ungil's Harmony,Turquoise Amulet,Standard,1,2,2,,none,no,,none,no,,0,no,,,,,no-text-match,0.5% of Cold Damage Leeched as Life
7248dd54b4e7,Forbidden Flame,Crimson Jewel,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
b029987a0127,Replica Dragonfang's Flight,Onyx Amulet,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
a59cf55edcdb,Agnerod West,Imperial Staff,Standard,1,3,3,Current,one,no,Current,one,no,,0,no,,,,,,
709c5370aa9a,Forbidden Flesh,Cobalt Jewel,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
3b4ea6b483a0,The Jinxed Juju,Citrine Amulet,Standard,1,3,3,Current,one,no,Current,one,no,,0,no,,,,,,
c16def03f693,Forbidden Flame,Crimson Jewel,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
e60c07a55bec,Kongming's Stratagem,Ancient Spirit Shield,Standard,1,5,5,,none,no,,none,no,,0,no,,,,,no-text-match,+1 to Level of Socketed Gems
220a03c05ea0,Mind of the Council,Harlequin Mask,Standard,1,2,2,,none,no,,none,no,,0,no,,,,,no-text-match,0.5% of Fire Damage Leeched as Life
6386072ea33b,Ahn's Contempt,Praetor Crown,Standard,1,1,1,,none,no,,none,no,,0,no,,,,,no-text-match,18% increased Skill Effect Duration
f22bcc762e18,Glimpse of Chaos,Vaal Mask,Standard,1,13,13,,none,no,,none,no,,0,no,,,,,variant-line-not-displayed,Can be modified while Corrupted
60ba81cbcf0b,Ezomyte Peak,Iron Hat,Standard,1,2,2,Current,one,no,Current,one,no,,0,no,,,,,,
3ae8d1560a09,Eye of Chayula,Onyx Amulet,Standard,1,1,1,,none,no,,none,no,,0,no,,,,,no-text-match,Grants Level 21 Clarity Skill
7a5a90383417,Goldrim,Leather Cap,Standard,1,1,1,,none,no,,none,no,,0,no,,,,,no-text-match,0.5% of Lightning Damage Leeched as Life
16508d24b36f,Glimpse of Chaos,Vaal Mask,Standard,1,13,13,,none,no,,none,no,,0,no,,,,,variant-line-not-displayed,Can be modified while Corrupted
6226de18a92b,Ixchel's Temptation,Gold Ring,Standard,1,1,1,,none,no,only,one,no,catalyst,2,yes,Caster,182,,,,
3b1c4c3f16e3,Ixchel's Temptation,Gold Ring,Standard,1,1,1,,none,no,only,one,no,catalyst,1,yes,Attribute,154,,,,
96c3c6b11194,Carnage Heart,Onyx Amulet,Standard,1,2,2,,none,no,,none,no,,0,no,,,,,no-text-match,Grants Level 21 Purity of Elements Skill
9d06dde953fa,Crown of the Pale King,Regicide Mask,Standard,1,3,3,,none,no,,none,no,,0,no,,,,,no-text-match,14% increased Effect of your Curses
271d37c4396c,Curtain Call,Plague Mask,Standard,1,1,1,,none,no,,none,no,,0,no,,,,,no-text-match,"+1 to Minimum Endurance, Frenzy and Power Charges"
b581d453949c,Heartbound Loop,Moonstone Ring,Standard,1,1,1,,none,no,,none,no,,0,no,,,,,no-text-match,Pride has 20% increased Aura Effect
9fd88726cb23,Ixchel's Temptation,Gold Ring,Standard,1,1,1,,none,no,only,one,no,catalyst,2,yes,Caster,108,,,,
33e26e5a544a,Ixchel's Temptation,Gold Ring,Standard,1,1,1,,none,no,only,one,no,catalyst,1,yes,Attribute,119,,,,
b83f2f4a59d4,Grattus Signet,Diamond Ring,Standard,1,1,1,,none,no,,none,no,,0,no,,,,,no-text-match,4% increased Strength
f93fedea4e98,Ixchel's Temptation,Gold Ring,Standard,1,1,1,,none,no,only,one,no,catalyst,2,yes,Attack,154,,,,
46fd1ec2d72c,Ixchel's Temptation,Gold Ring,Standard,1,1,1,,none,no,only,one,no,catalyst,2,yes,Attack,81,,,,
48dcc4cb23c8,Aukuna's Will,Clasped Mitts,Standard,1,1,1,,none,no,,none,no,,0,no,,,,,no-text-match,Curse Enemies with Elemental Weakness on Hit
411a9a06f95a,Doryani's Prototype,Saint's Hauberk,Standard,1,1,1,,none,no,,none,no,,0,no,,,,,no-text-match,+2 to Level of Socketed AoE Gems
09f4484f2453,Scold's Bridle,Mind Cage,Standard,1,1,1,,none,no,,none,no,,0,no,,,,,no-text-match,+2 to Level of Socketed Lightning Gems
b596b41c4d80,Ungil's Harmony,Turquoise Amulet,Standard,1,2,2,,none,no,,none,no,,0,no,,,,,no-text-match,5% increased Strength
6f514a193a49,Haemophilia,Serpentscale Gauntlets,Standard,1,1,1,,none,no,,none,no,,0,no,,,,,no-text-match,Curse Enemies with Temporal Chains on Hit
0fb6393f8f0d,Blightwell,Clutching Talisman,Standard,1,3,3,,none,no,,none,no,,0,no,,,,,no-text-match,5% Chance to Block Spell Damage
758d3f72c717,Rumi's Concoction,Granite Flask,Standard,1,4,4,Current,one,no,Current,one,no,,0,no,,,enchantMods;utilityMods,,,
d237ecbd23f9,Fury Valve,Turquoise Amulet,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,enchantMods,,,
3261149d0e2a,Leper's Alms,Mirrored Spiked Shield,Standard,1,2,2,Current,one,no,Current,one,no,,0,no,,,,,,
ad47e8df85fb,Ventor's Gamble,Gold Ring,Standard,1,2,2,,none,no,,none,no,,0,no,,,,,number-outside-range,31% increased Rarity of Items found
