file,entry_index,name,base,variant_index,label,old,label_shape,variant_lines,selection_size,tagged_lines
boots.lua,35,Shavronne's Pace,Scholar Boots,1,Pre 2.0.0,yes,bare `Pre <version>`,5,1,0
boots.lua,35,Shavronne's Pace,Scholar Boots,2,Pre 2.6.0,yes,bare `Pre <version>`,5,1,0
boots.lua,35,Shavronne's Pace,Scholar Boots,3,Pre 3.19.0,yes,bare `Pre <version>`,6,1,0
boots.lua,35,Shavronne's Pace,Scholar Boots,4,Current,no,`Current`,5,1,0
boots.lua,36,Shavronne's Gambit,Scholar Boots,1,Pre 2.6.0,yes,bare `Pre <version>`,6,1,0
boots.lua,36,Shavronne's Gambit,Scholar Boots,2,Pre 3.19.0,yes,bare `Pre <version>`,7,1,0
boots.lua,36,Shavronne's Gambit,Scholar Boots,3,Current,no,`Current`,7,1,0
boots.lua,37,Skyforth,Sorcerer Boots,1,only,no,only (the entry has no Variant line),6,1,0
boots.lua,38,Steppan Eard,Sorcerer Boots,1,Pre 3.0.0,yes,bare `Pre <version>`,7,1,0
boots.lua,38,Steppan Eard,Sorcerer Boots,2,Current,no,`Current`,7,1,0
boots.lua,39,Wanderlust,Wool Shoes,1,only,no,only (the entry has no Variant line),5,1,0
boots.lua,40,Wondertrap,Velvet Slippers,1,Pre 1.0.0,yes,bare `Pre <version>`,6,1,0
boots.lua,40,Wondertrap,Velvet Slippers,2,Pre 3.19.0,yes,bare `Pre <version>`,6,1,0
boots.lua,40,Wondertrap,Velvet Slippers,3,Current,no,`Current`,6,1,0
boots.lua,41,Greedtrap,Velvet Slippers,1,only,no,only (the entry has no Variant line),6,1,0
boots.lua,42,Scornflux,Satin Slippers,1,only,no,only (the entry has no Variant line),5,1,0
boots.lua,43,Beacon of Madness,Two-Toned Boots (Armour/Evasion) / Two-Toned Boots (Armour/Energy Shield) / Two-Toned Boots (Evasion/Energy Shield),1,Two-Toned Boots (Armour/Evasion),no,parenthesised qualifier,6,1,0
boots.lua,43,Beacon of Madness,Two-Toned Boots (Armour/Evasion) / Two-Toned Boots (Armour/Energy Shield) / Two-Toned Boots (Evasion/Energy Shield),2,Two-Toned Boots (Armour/Energy Shield),no,parenthesised qualifier,6,1,0
boots.lua,43,Beacon of Madness,Two-Toned Boots (Armour/Evasion) / Two-Toned Boots (Armour/Energy Shield) / Two-Toned Boots (Evasion/Energy Shield),3,Two-Toned Boots (Evasion/Energy Shield),no,parenthesised qualifier,6,1,0
boots.lua,44,Darkray Vectors,Dragonscale Boots,1,Pre 2.6.0,yes,bare `Pre <version>`,6,1,0
boots.lua,44,Darkray Vectors,Dragonscale Boots,2,Pre 3.16.0,yes,bare `Pre <version>`,7,1,0
boots.lua,44,Darkray Vectors,Dragonscale Boots,3,Current,no,`Current`,7,1,0
boots.lua,45,Dusktoe,Leatherscale Boots / Ironscale Boots,1,Pre 2.0.0,yes,bare `Pre <version>`,7,1,0
boots.lua,45,Dusktoe,Leatherscale Boots / Ironscale Boots,2,Pre 2.6.0,yes,bare `Pre <version>`,7,1,0
boots.lua,45,Dusktoe,Leatherscale Boots / Ironscale Boots,3,Pre 3.19.0,yes,bare `Pre <version>`,7,1,0
boots.lua,45,Dusktoe,Leatherscale Boots / Ironscale Boots,4,Current,no,`Current`,5,1,0
boots.lua,46,Duskblight,Ironscale Boots,1,Pre 3.11.0,yes,bare `Pre <version>`,7,1,0
boots.lua,46,Duskblight,Ironscale Boots,2,Current,no,`Current`,8,1,0
boots.lua,47,Legacy of Fury,Wyrmscale Boots,1,Pre 3.17.0,yes,bare `Pre <version>`,7,1,0
boots.lua,47,Legacy of Fury,Wyrmscale Boots,2,Current,no,`Current`,6,1,0
boots.lua,48,Annihilation's Approach,Dragonscale Boots,1,Pre 3.23.0,yes,bare `Pre <version>`,8,1,0
boots.lua,48,Annihilation's Approach,Dragonscale Boots,2,Current,no,`Current`,8,1,0
boots.lua,49,Gamblesprint,Hydrascale Boots,1,only,no,only (the entry has no Variant line),4,1,0
boots.lua,50,Lioneye's Paws,Bronzescale Boots,1,Pre 3.7.0,yes,bare `Pre <version>`,7,1,0
boots.lua,50,Lioneye's Paws,Bronzescale Boots,2,Current,no,`Current`,6,1,0
boots.lua,51,Replica Lioneye's Paws,Bronzescale Boots,1,only,no,only (the entry has no Variant line),6,1,0
boots.lua,52,Mutewind Whispersteps,Serpentscale Boots,1,Pre 2.6.0,yes,bare `Pre <version>`,6,1,0
boots.lua,52,Mutewind Whispersteps,Serpentscale Boots,2,Current,no,`Current`,6,1,0
boots.lua,53,Saqawal's Talons,Hydrascale Boots,1,only,no,only (the entry has no Variant line),6,1,0
boots.lua,54,Alberon's Warpath,Soldier Boots,1,Pre 3.19.0,yes,bare `Pre <version>`,6,1,0
boots.lua,54,Alberon's Warpath,Soldier Boots,2,Current,no,`Current`,7,1,0
boots.lua,55,Replica Alberon's Warpath,Soldier Boots,1,Pre 3.19.0,yes,bare `Pre <version>`,6,1,0
boots.lua,55,Replica Alberon's Warpath,Soldier Boots,2,Current,no,`Current`,6,1,0
boots.lua,56,Death's Door,Crusader Boots,1,only,no,only (the entry has no Variant line),7,1,0
boots.lua,57,Gang's Momentum,Legion Boots,1,Pre 2.6.0,yes,bare `Pre <version>`,5,1,0
boots.lua,57,Gang's Momentum,Legion Boots,2,Current,no,`Current`,5,1,0
boots.lua,58,March of the Legion,Legion Boots,1,Pre 3.17.0,yes,bare `Pre <version>`,5,1,0
boots.lua,58,March of the Legion,Legion Boots,2,Current,no,`Current`,5,1,0
boots.lua,59,Ralakesh's Impatience,Riveted Boots,1,Pre 3.19.0,yes,bare `Pre <version>`,7,1,0
boots.lua,59,Ralakesh's Impatience,Riveted Boots,2,Pre 3.26.0,yes,bare `Pre <version>`,5,1,0
boots.lua,59,Ralakesh's Impatience,Riveted Boots,3,Endurance Current,no,names an axis other than a version,5,1,0
boots.lua,59,Ralakesh's Impatience,Riveted Boots,4,Frenzy Current,no,names an axis other than a version,5,1,0
boots.lua,59,Ralakesh's Impatience,Riveted Boots,5,Power Current,no,names an axis other than a version,5,1,0
boots.lua,60,Wake of Destruction,Mesh Boots,1,Pre 2.6.0,yes,bare `Pre <version>`,4,1,0
boots.lua,60,Wake of Destruction,Mesh Boots,2,Pre 3.11.0,yes,bare `Pre <version>`,5,1,0
boots.lua,60,Wake of Destruction,Mesh Boots,3,Current,no,`Current`,5,1,0
boots.lua,61,Brinerot Whalers,Trapper Boots,1,Pre 2.6.0,yes,bare `Pre <version>`,6,1,0
boots.lua,61,Brinerot Whalers,Trapper Boots,2,Pre 3.0.0,yes,bare `Pre <version>`,6,1,0
boots.lua,61,Brinerot Whalers,Trapper Boots,3,Current,no,`Current`,6,1,0
boots.lua,62,Bubonic Trail,Murder Boots,1,One Abyssal Socket (Pre 3.21.0),yes,compound holding `Pre <version>`,5,1,0
boots.lua,62,Bubonic Trail,Murder Boots,2,Two Abyssal Sockets (Pre 3.21.0),yes,compound holding `Pre <version>`,5,1,0
boots.lua,62,Bubonic Trail,Murder Boots,3,One Abyssal Socket (Current),no,parenthesised qualifier,5,1,0
boots.lua,62,Bubonic Trail,Murder Boots,4,Two Abyssal Sockets (Current),no,parenthesised qualifier,5,1,0
boots.lua,63,Corpsewalker,Carnal Boots,1,Pre 3.19.0,yes,bare `Pre <version>`,5,1,0
boots.lua,63,Corpsewalker,Carnal Boots,2,Current,no,`Current`,5,1,0
boots.lua,64,Dance of the Offered,Shackled Boots / Carnal Boots,1,Pre 3.14.0,yes,bare `Pre <version>`,5,1,0
boots.lua,64,Dance of the Offered,Shackled Boots / Carnal Boots,2,Current,no,`Current`,5,1,0
boots.lua,65,Omeyocan,Carnal Boots,1,Pre 3.16.0,yes,bare `Pre <version>`,6,1,0
boots.lua,65,Omeyocan,Carnal Boots,2,Pre 3.26.0,yes,bare `Pre <version>`,6,1,0
boots.lua,65,Omeyocan,Carnal Boots,3,Current,no,`Current`,6,1,0
boots.lua,66,Fenumus' Spinnerets,Assassin's Boots,1,only,no,only (the entry has no Variant line),7,1,0
boots.lua,67,Inextricable Fate,Fugitive Boots,1,only,no,only (the entry has no Variant line),7,1,0
boots.lua,68,Nomic's Storm,Strapped Boots,1,Pre 2.0.0,yes,bare `Pre <version>`,7,1,0
boots.lua,68,Nomic's Storm,Strapped Boots,2,Pre 2.6.0,yes,bare `Pre <version>`,7,1,0
boots.lua,68,Nomic's Storm,Strapped Boots,3,Current,no,`Current`,7,1,0
boots.lua,69,The Stampede,Assassin's Boots,1,only,no,only (the entry has no Variant line),6,1,0
boots.lua,70,Replica Stampede,Assassin's Boots,1,only,no,only (the entry has no Variant line),6,1,0
boots.lua,71,Sundance,Clasped Boots,1,Pre 2.6.0,yes,bare `Pre <version>`,5,1,0
boots.lua,71,Sundance,Clasped Boots,2,Current,no,`Current`,5,1,0
boots.lua,72,Sunspite,Clasped Boots,1,only,no,only (the entry has no Variant line),8,1,0
boots.lua,73,Veruso's Ambition,Shackled Boots,1,only,no,only (the entry has no Variant line),5,1,0
boots.lua,74,Voidwalker,Murder Boots,1,Pre 3.0.0,yes,bare `Pre <version>`,7,1,0
boots.lua,74,Voidwalker,Murder Boots,2,Current,no,`Current`,7,1,0
boots.lua,75,Replica Voidwalker,Murder Boots,1,only,no,only (the entry has no Variant line),7,1,0
boots.lua,76,Olroth's Charge,Runic Sollerets,1,only,no,only (the entry has no Variant line),4,1,0
bow.lua,0,Arborix,Assassin Bow,1,Pre 3.5.0,yes,bare `Pre <version>`,7,1,0
bow.lua,0,Arborix,Assassin Bow,2,Pre 3.9.0,yes,bare `Pre <version>`,7,1,0
bow.lua,0,Arborix,Assassin Bow,3,Pre 3.11.0,yes,bare `Pre <version>`,8,1,0
bow.lua,0,Arborix,Assassin Bow,4,Pre 3.17.0,yes,bare `Pre <version>`,8,1,0
bow.lua,0,Arborix,Assassin Bow,5,Current,no,`Current`,8,1,0
bow.lua,1,The Bane of Hope,Maraketh Bow,1,only,no,only (the entry has no Variant line),6,1,0
bow.lua,2,Chin Sol,Assassin Bow,1,Pre 1.0.0,yes,bare `Pre <version>`,6,1,0
bow.lua,2,Chin Sol,Assassin Bow,2,Pre 1.2.0,yes,bare `Pre <version>`,7,1,0
bow.lua,2,Chin Sol,Assassin Bow,3,Pre 2.0.0,yes,bare `Pre <version>`,7,1,0
bow.lua,2,Chin Sol,Assassin Bow,4,Pre 3.5.0,yes,bare `Pre <version>`,6,1,0
bow.lua,2,Chin Sol,Assassin Bow,5,Pre 3.9.0,yes,bare `Pre <version>`,6,1,0
bow.lua,2,Chin Sol,Assassin Bow,6,Pre 3.17.0,yes,bare `Pre <version>`,7,1,0
bow.lua,2,Chin Sol,Assassin Bow,7,Current,no,`Current`,7,1,0
bow.lua,3,The Crimson Storm,Steelwood Bow,1,Pre 3.17.0,yes,bare `Pre <version>`,7,1,0
bow.lua,3,The Crimson Storm,Steelwood Bow,2,Current,no,`Current`,7,1,0
bow.lua,4,Darkscorn,Assassin Bow,1,Pre 1.2.0,yes,bare `Pre <version>`,6,1,0
bow.lua,4,Darkscorn,Assassin Bow,2,Pre 2.0.0,yes,bare `Pre <version>`,7,1,0
bow.lua,4,Darkscorn,Assassin Bow,3,Pre 2.6.0,yes,bare `Pre <version>`,6,1,0
bow.lua,4,Darkscorn,Assassin Bow,4,Pre 3.7.0,yes,bare `Pre <version>`,6,1,0
bow.lua,4,Darkscorn,Assassin Bow,5,Pre 3.9.0,yes,bare `Pre <version>`,7,1,0
bow.lua,4,Darkscorn,Assassin Bow,6,Pre 3.17.0,yes,bare `Pre <version>`,8,1,0
bow.lua,4,Darkscorn,Assassin Bow,7,Current,no,`Current`,8,1,0
bow.lua,5,Death's Harp,Death Bow,1,Pre 1.2.0,yes,bare `Pre <version>`,4,1,0
bow.lua,5,Death's Harp,Death Bow,2,Pre 2.2.0,yes,bare `Pre <version>`,5,1,0
bow.lua,5,Death's Harp,Death Bow,3,Pre 3.0.0,yes,bare `Pre <version>`,5,1,0
bow.lua,5,Death's Harp,Death Bow,4,Pre 3.10.0,yes,bare `Pre <version>`,5,1,0
bow.lua,5,Death's Harp,Death Bow,5,Pre 3.17.0,yes,bare `Pre <version>`,5,1,0
bow.lua,5,Death's Harp,Death Bow,6,Pre 3.19.0,yes,bare `Pre <version>`,5,1,0
bow.lua,5,Death's Harp,Death Bow,7,Current,no,`Current`,5,1,0
bow.lua,6,Death's Opus,Death Bow,1,Pre 1.2.0,yes,bare `Pre <version>`,5,1,0
bow.lua,6,Death's Opus,Death Bow,2,Pre 2.2.0,yes,bare `Pre <version>`,6,1,0
bow.lua,6,Death's Opus,Death Bow,3,Pre 3.0.0,yes,bare `Pre <version>`,6,1,0
bow.lua,6,Death's Opus,Death Bow,4,Pre 3.10.0,yes,bare `Pre <version>`,6,1,0
bow.lua,6,Death's Opus,Death Bow,5,Pre 3.17.0,yes,bare `Pre <version>`,6,1,0
bow.lua,6,Death's Opus,Death Bow,6,Current,no,`Current`,6,1,0
bow.lua,7,Doomfletch,Royal Bow,1,Pre 2.0.0,yes,bare `Pre <version>`,4,1,0
bow.lua,7,Doomfletch,Royal Bow,2,Pre 2.6.0,yes,bare `Pre <version>`,6,1,0
bow.lua,7,Doomfletch,Royal Bow,3,Pre 3.1.0,yes,bare `Pre <version>`,6,1,0
bow.lua,7,Doomfletch,Royal Bow,4,Pre 3.19.0,yes,bare `Pre <version>`,5,1,0
bow.lua,7,Doomfletch,Royal Bow,5,Current,no,`Current`,5,1,0
bow.lua,8,Doomfletch's Prism,Royal Bow,1,Pre 2.0.0,yes,bare `Pre <version>`,4,1,0
bow.lua,8,Doomfletch's Prism,Royal Bow,2,Pre 2.6.0,yes,bare `Pre <version>`,6,1,0
bow.lua,8,Doomfletch's Prism,Royal Bow,3,Pre 3.1.0,yes,bare `Pre <version>`,6,1,0
bow.lua,8,Doomfletch's Prism,Royal Bow,4,Current,no,`Current`,5,1,0
bow.lua,9,The Flame of Hope,Maraketh Bow,1,only,no,only (the entry has no Variant line),7,1,0
bow.lua,10,The Gluttonous Tide,Citadel Bow,1,only,no,only (the entry has no Variant line),5,1,0
bow.lua,11,Hopeshredder,Ranger Bow,1,Pre 3.4.0,yes,bare `Pre <version>`,7,1,0
bow.lua,11,Hopeshredder,Ranger Bow,2,Current,no,`Current`,8,1,0
bow.lua,12,Infractem,Decimation Bow,1,Pre 1.2.0,yes,bare `Pre <version>`,7,1,0
bow.lua,12,Infractem,Decimation Bow,2,Pre 2.6.0,yes,bare `Pre <version>`,8,1,0
bow.lua,12,Infractem,Decimation Bow,3,Pre 3.7.0,yes,bare `Pre <version>`,8,1,0
bow.lua,12,Infractem,Decimation Bow,4,Pre 3.17.0,yes,bare `Pre <version>`,8,1,0
bow.lua,12,Infractem,Decimation Bow,5,Current,no,`Current`,8,1,0
bow.lua,13,Replica Infractem,Decimation Bow,1,Pre 3.17.0,yes,bare `Pre <version>`,9,1,0
bow.lua,13,Replica Infractem,Decimation Bow,2,Current,no,`Current`,9,1,0
bow.lua,14,Iron Commander,Death Bow,1,only,no,only (the entry has no Variant line),7,1,0
bow.lua,15,Replica Iron Commander,Death Bow,1,only,no,only (the entry has no Variant line),7,1,0
bow.lua,16,Lioneye's Glare,Imperial Bow,1,Pre 2.0.0,yes,bare `Pre <version>`,5,1,0
bow.lua,16,Lioneye's Glare,Imperial Bow,2,Pre 2.6.0,yes,bare `Pre <version>`,6,1,0
bow.lua,16,Lioneye's Glare,Imperial Bow,3,Pre 3.0.0,yes,bare `Pre <version>`,6,1,0
bow.lua,16,Lioneye's Glare,Imperial Bow,4,Pre 3.17.0,yes,bare `Pre <version>`,7,1,0
bow.lua,16,Lioneye's Glare,Imperial Bow,5,Pre 3.20.0,yes,bare `Pre <version>`,7,1,0
bow.lua,16,Lioneye's Glare,Imperial Bow,6,Pre 3.28.0,yes,bare `Pre <version>`,7,1,0
bow.lua,16,Lioneye's Glare,Imperial Bow,7,Current,no,`Current`,8,1,0
bow.lua,17,Null's Inclination,Ranger Bow,1,Pre 3.14.0,yes,bare `Pre <version>`,7,1,0
bow.lua,17,Null's Inclination,Ranger Bow,2,Pre 3.26.0,yes,bare `Pre <version>`,7,1,0
bow.lua,17,Null's Inclination,Ranger Bow,3,Current,no,`Current`,7,1,0
bow.lua,18,Nuro's Harp,Harbinger Bow,1,Pre 2.5.0,yes,bare `Pre <version>`,7,1,0
bow.lua,18,Nuro's Harp,Harbinger Bow,2,Pre 3.26.0,yes,bare `Pre <version>`,8,1,0
bow.lua,18,Nuro's Harp,Harbinger Bow,3,Current,no,`Current`,9,1,0
bow.lua,19,Quill Rain,Short Bow,1,Pre 2.6.0,yes,bare `Pre <version>`,5,1,0
bow.lua,19,Quill Rain,Short Bow,2,Pre 3.9.0,yes,bare `Pre <version>`,7,1,0
bow.lua,19,Quill Rain,Short Bow,3,Current,no,`Current`,7,1,0
bow.lua,20,Replica Quill Rain,Short Bow,1,only,no,only (the entry has no Variant line),7,1,0
bow.lua,21,Reach of the Council,Spine Bow,1,Pre 2.4.0,yes,bare `Pre <version>`,5,1,0
bow.lua,21,Reach of the Council,Spine Bow,2,Pre 2.6.0,yes,bare `Pre <version>`,5,1,0
bow.lua,21,Reach of the Council,Spine Bow,3,Pre 3.5.0,yes,bare `Pre <version>`,5,1,0
bow.lua,21,Reach of the Council,Spine Bow,4,Pre 3.11.0,yes,bare `Pre <version>`,5,1,0
bow.lua,21,Reach of the Council,Spine Bow,5,Pre 3.17.0,yes,bare `Pre <version>`,9,1,0
bow.lua,21,Reach of the Council,Spine Bow,6,Current,no,`Current`,9,1,0
bow.lua,22,Roth's Reach,Recurve Bow,1,Pre 3.9.0,yes,bare `Pre <version>`,5,1,0
bow.lua,22,Roth's Reach,Recurve Bow,2,Pre 3.19.0,yes,bare `Pre <version>`,6,1,0
bow.lua,22,Roth's Reach,Recurve Bow,3,Current,no,`Current`,5,1,0
bow.lua,23,Silverbranch,Crude Bow,1,Pre 2.0.0,yes,bare `Pre <version>`,5,1,0
bow.lua,23,Silverbranch,Crude Bow,2,Current,no,`Current`,5,1,0
bow.lua,24,Silverbough,Crude Bow,1,only,no,only (the entry has no Variant line),7,1,0
bow.lua,25,Widowhail,Crude Bow,1,only,no,only (the entry has no Variant line),1,1,0
bow.lua,26,Slivertongue,Harbinger Bow,1,Pre 3.5.0,yes,bare `Pre <version>`,5,1,0
bow.lua,26,Slivertongue,Harbinger Bow,2,Pre 3.17.0,yes,bare `Pre <version>`,5,1,0
bow.lua,26,Slivertongue,Harbinger Bow,3,Current,no,`Current`,5,1,0
bow.lua,27,Storm Cloud,Long Bow,1,Pre 2.0.0,yes,bare `Pre <version>`,3,1,0
bow.lua,27,Storm Cloud,Long Bow,2,Current,no,`Current`,3,1,0
bow.lua,28,The Tempest,Long Bow,1,only,no,only (the entry has no Variant line),4,1,0
bow.lua,29,Voltaxic Rift,Spine Bow,1,Pre 3.9.0,yes,bare `Pre <version>`,5,1,0
bow.lua,29,Voltaxic Rift,Spine Bow,2,Pre 3.20.0,yes,bare `Pre <version>`,7,1,0
bow.lua,29,Voltaxic Rift,Spine Bow,3,Pre 3.28.0,yes,bare `Pre <version>`,6,1,0
bow.lua,29,Voltaxic Rift,Spine Bow,4,Current,no,`Current`,6,1,0
bow.lua,30,Windripper,Imperial Bow,1,Pre 1.1.2,yes,bare `Pre <version>`,6,1,0
bow.lua,30,Windripper,Imperial Bow,2,Pre 2.0.0,yes,bare `Pre <version>`,6,1,0
bow.lua,30,Windripper,Imperial Bow,3,Pre 2.6.0,yes,bare `Pre <version>`,7,1,0
bow.lua,30,Windripper,Imperial Bow,4,Pre 3.5.0,yes,bare `Pre <version>`,7,1,0
bow.lua,30,Windripper,Imperial Bow,5,Pre 3.25.0,yes,bare `Pre <version>`,7,1,0
bow.lua,30,Windripper,Imperial Bow,6,Current,no,`Current`,7,1,0
bow.lua,31,Replica Windripper,Imperial Bow,1,only,no,only (the entry has no Variant line),7,1,0
bow.lua,32,Xoph's Inception,Bone Bow / Citadel Bow,1,Pre 3.21.0,yes,bare `Pre <version>`,4,1,0
bow.lua,32,Xoph's Inception,Bone Bow / Citadel Bow,2,Current,no,`Current`,6,1,0
bow.lua,33,Xoph's Nurture,Citadel Bow,1,Pre 3.3.0,yes,bare `Pre <version>`,5,1,0
bow.lua,33,Xoph's Nurture,Citadel Bow,2,Pre 3.9.0,yes,bare `Pre <version>`,5,1,0
bow.lua,33,Xoph's Nurture,Citadel Bow,3,Pre 3.17.0,yes,bare `Pre <version>`,5,1,0
bow.lua,33,Xoph's Nurture,Citadel Bow,4,Current,no,`Current`,5,1,0
bow.lua,34,Wing of the Wyvern,Imperial Bow,1,only,no,only (the entry has no Variant line),8,1,0
claw.lua,0,Advancing Fortress,Gut Ripper,1,Pre 2.6.0,yes,bare `Pre <version>`,8,1,0
claw.lua,0,Advancing Fortress,Gut Ripper,2,Current,no,`Current`,8,1,0
claw.lua,1,Replica Advancing Fortress,Gut Ripper,1,only,no,only (the entry has no Variant line),7,1,0
claw.lua,2,Allure,Vaal Claw,1,Pre 3.0.0,yes,bare `Pre <version>`,6,1,0
claw.lua,2,Allure,Vaal Claw,2,Current,no,`Current`,6,1,0
claw.lua,3,Replica Allure,Vaal Claw,1,only,no,only (the entry has no Variant line),7,1,0
claw.lua,4,Al Dhih,Timeworn Claw,1,Pre 2.0.0,yes,bare `Pre <version>`,5,1,0
claw.lua,4,Al Dhih,Timeworn Claw,2,Pre 2.6.0,yes,bare `Pre <version>`,5,1,0
claw.lua,4,Al Dhih,Timeworn Claw,3,Pre 3.0.0,yes,bare `Pre <version>`,5,1,0
claw.lua,4,Al Dhih,Timeworn Claw,4,Pre 3.7.0,yes,bare `Pre <version>`,6,1,0
claw.lua,4,Al Dhih,Timeworn Claw,5,Pre 3.11.0,yes,bare `Pre <version>`,6,1,0
claw.lua,4,Al Dhih,Timeworn Claw,6,Current,no,`Current`,6,1,0
claw.lua,5,Bloodseeker,Hellion's Paw,1,Pre 3.0.0,yes,bare `Pre <version>`,7,1,0
claw.lua,5,Bloodseeker,Hellion's Paw,2,Pre 3.20.0,yes,bare `Pre <version>`,7,1,0
claw.lua,5,Bloodseeker,Hellion's Paw,3,Pre 3.28.0,yes,bare `Pre <version>`,7,1,0
claw.lua,5,Bloodseeker,Hellion's Paw,4,Current,no,`Current`,7,1,0
claw.lua,6,Cybil's Paw,Thresher Claw,1,Pre 2.0.0,yes,bare `Pre <version>`,5,1,0
claw.lua,6,Cybil's Paw,Thresher Claw,2,Pre 2.6.0,yes,bare `Pre <version>`,5,1,0
claw.lua,6,Cybil's Paw,Thresher Claw,3,Pre 3.19.0,yes,bare `Pre <version>`,5,1,0
claw.lua,6,Cybil's Paw,Thresher Claw,4,Current,no,`Current`,5,1,0
claw.lua,7,Essentia Sanguis,Eye Gouger / Vaal Claw,1,Pre 1.3.0,yes,bare `Pre <version>`,7,1,0
claw.lua,7,Essentia Sanguis,Eye Gouger / Vaal Claw,2,Pre 2.0.0,yes,bare `Pre <version>`,7,1,0
claw.lua,7,Essentia Sanguis,Eye Gouger / Vaal Claw,3,Pre 2.6.0,yes,bare `Pre <version>`,7,1,0
claw.lua,7,Essentia Sanguis,Eye Gouger / Vaal Claw,4,Pre 3.11.0,yes,bare `Pre <version>`,7,1,0
claw.lua,7,Essentia Sanguis,Eye Gouger / Vaal Claw,5,Pre 3.20.0,yes,bare `Pre <version>`,9,1,0
claw.lua,7,Essentia Sanguis,Eye Gouger / Vaal Claw,6,Pre 3.28.0,yes,bare `Pre <version>`,7,1,0
claw.lua,7,Essentia Sanguis,Eye Gouger / Vaal Claw,7,Current,no,`Current`,7,1,0
claw.lua,8,Hand of Thought and Motion,Blinder / Imperial Claw,1,Pre 2.6.0,yes,bare `Pre <version>`,5,1,0
claw.lua,8,Hand of Thought and Motion,Blinder / Imperial Claw,2,Pre 3.0.0,yes,bare `Pre <version>`,5,1,0
claw.lua,8,Hand of Thought and Motion,Blinder / Imperial Claw,3,Pre 3.21.0,yes,bare `Pre <version>`,5,1,0
claw.lua,8,Hand of Thought and Motion,Blinder / Imperial Claw,4,Pre 3.26.0,yes,bare `Pre <version>`,6,1,0
claw.lua,8,Hand of Thought and Motion,Blinder / Imperial Claw,5,Current,no,`Current`,6,1,0
claw.lua,9,Hand of Wisdom and Action,Imperial Claw,1,Pre 2.6.0,yes,bare `Pre <version>`,6,1,0
claw.lua,9,Hand of Wisdom and Action,Imperial Claw,2,Pre 3.0.0,yes,bare `Pre <version>`,6,1,0
claw.lua,9,Hand of Wisdom and Action,Imperial Claw,3,Pre 3.21.0,yes,bare `Pre <version>`,6,1,0
claw.lua,9,Hand of Wisdom and Action,Imperial Claw,4,Pre 3.26.0,yes,bare `Pre <version>`,6,1,0
claw.lua,9,Hand of Wisdom and Action,Imperial Claw,5,Current,no,`Current`,6,1,0
claw.lua,10,Izaro's Dilemma,Imperial Claw,1,Pre 2.6.0,yes,bare `Pre <version>`,6,1,0
claw.lua,10,Izaro's Dilemma,Imperial Claw,2,Pre 3.7.0,yes,bare `Pre <version>`,6,1,0
claw.lua,10,Izaro's Dilemma,Imperial Claw,3,Current,no,`Current`,6,1,0
claw.lua,11,Last Resort,Nailed Fist,1,only,no,only (the entry has no Variant line),6,1,0
claw.lua,12,Replica Last Resort,Nailed Fist,1,Pre 3.14.0,yes,bare `Pre <version>`,6,1,0
claw.lua,12,Replica Last Resort,Nailed Fist,2,Current,no,`Current`,6,1,0
claw.lua,13,Law of the Wilds,Hellion's Paw,1,Pre 3.14.0,yes,bare `Pre <version>`,5,1,0
claw.lua,13,Law of the Wilds,Hellion's Paw,2,Current,no,`Current`,5,1,0
claw.lua,14,Mortem Morsu,Fright Claw,1,Pre 2.2.0,yes,bare `Pre <version>`,8,1,0
claw.lua,14,Mortem Morsu,Fright Claw,2,Pre 2.6.0,yes,bare `Pre <version>`,8,1,0
claw.lua,14,Mortem Morsu,Fright Claw,3,Pre 3.0.0,yes,bare `Pre <version>`,8,1,0
claw.lua,14,Mortem Morsu,Fright Claw,4,Current,no,`Current`,8,1,0
claw.lua,15,Ornament of the East,Gut Ripper,1,Pre 2.6.0,yes,bare `Pre <version>`,6,1,0
claw.lua,15,Ornament of the East,Gut Ripper,2,Pre 3.0.0,yes,bare `Pre <version>`,6,1,0
claw.lua,15,Ornament of the East,Gut Ripper,3,Pre 3.21.0,yes,bare `Pre <version>`,7,1,0
claw.lua,15,Ornament of the East,Gut Ripper,4,Current,no,`Current`,7,1,0
claw.lua,16,Rive,Terror Claw,1,only,no,only (the entry has no Variant line),7,1,0
claw.lua,17,The Scourge,Terror Claw,1,Pre 3.11.0,yes,bare `Pre <version>`,7,1,0
claw.lua,17,The Scourge,Terror Claw,2,Current,no,`Current`,6,1,0
claw.lua,18,Touch of Anguish,Imperial Claw,1,Pre 2.6.0,yes,bare `Pre <version>`,8,1,0
claw.lua,18,Touch of Anguish,Imperial Claw,2,Current,no,`Current`,8,1,0
claw.lua,19,The Wasp Nest,Throat Stabber,1,Pre 3.7.0,yes,bare `Pre <version>`,8,1,0
claw.lua,19,The Wasp Nest,Throat Stabber,2,Current,no,`Current`,8,1,0
claw.lua,20,Wildslash,Awl,1,Pre 2.6.0,yes,bare `Pre <version>`,8,1,0
claw.lua,20,Wildslash,Awl,2,Current,no,`Current`,8,1,0
dagger.lua,0,Arakaali's Fang,Fiend Dagger,1,only,no,only (the entry has no Variant line),6,1,0
dagger.lua,1,Bino's Kitchen Knife,Slaughter Knife,1,Pre 2.2.0,yes,bare `Pre <version>`,6,1,0
dagger.lua,1,Bino's Kitchen Knife,Slaughter Knife,2,Pre 3.20.0,yes,bare `Pre <version>`,6,1,0
