array,template,items,lines,by_league,by_rarity,by_icon_dir,example
enchantMods,Your Empowering Towers have #% increased Effect,6,6,Standard:6,Rare:4;Unique:2,Rings/EssenceWorm:1;Rings/TopazRuby:1;Rings/Empty-Socket:1,Your Empowering Towers have 25% increased Effect
enchantMods,"#% chance to Freeze, Shock and Ignite if you haven't Crit Recently",5,5,Solo Self-Found:3;Standard:2,Rare:3;Unique:2,Armours/Boots:5,"8% chance to Freeze, Shock and Ignite if you haven't Crit Recently"
enchantMods,#% increased Attack and Cast Speed if you've Killed Recently,5,5,Standard:5,Unique:3;Rare:2,Armours/Boots:5,8% increased Attack and Cast Speed if you've Killed Recently
enchantMods,#% increased Mana Regeneration Rate if you've cast a Spell Recently,5,5,Solo Self-Found:1;Standard:4,Unique:3;Rare:2,Armours/Boots:5,35% increased Mana Regeneration Rate if you've cast a Spell Recently
enchantMods,#% increased Spell Damage,5,5,Solo Self-Found:3;Standard:2,Rare:5,Weapons/OneHandWeapons:5,12% increased Spell Damage
enchantMods,#% of Damage Leeched as Life if you've Killed Recently,5,5,Solo Self-Found:1;Standard:4,Unique:3;Rare:2,Armours/Boots:5,0.6% of Damage Leeched as Life if you've Killed Recently
enchantMods,Added Small Passive Skills grant: #% increased Damage while affected by a Herald,5,5,Hardcore:1;Standard:4,Rare:3;Magic:2,Jewels/NewGemBase2:5,Added Small Passive Skills grant: 10% increased Damage while affected by a Herald
enchantMods,Added Small Passive Skills grant: Exerted Attacks deal #% increased Damage,5,5,Solo Self-Found:1;Standard:4,Rare:4;Magic:1,Jewels/NewGemBase2:5,Added Small Passive Skills grant: Exerted Attacks deal 20% increased Damage
enchantMods,Allocates Death Attunement,5,5,Allflame:2;Standard:3,Rare:3;Unique:2,Amulets/MasterOfGems:1;Amulets/CitrineAmulet:1;Amulets/JujusSoul:1,Allocates Death Attunement
enchantMods,Allocates Hardened Scars,5,5,Standard:5,Rare:3;Unique:2,Amulets/Quid:2;Amulets/TalismanWhite5:2;Amulets/NewTalisman:1,Allocates Hardened Scars
enchantMods,Allocates Toxic Strikes,5,5,Standard:5,Unique:2;Rare:2;SupporterFoil:1,Amulets/MetamorphosisAmulet:1;Amulets/TurquoiseAmulet:1;Amulets/MasterOfGems:1,Allocates Toxic Strikes
enchantMods,Delirium Reward Type: Abyss Items,5,5,Standard:5,Normal:4;Rare:1,Maps/Atlas2Maps:5,Delirium Reward Type: Abyss Items
enchantMods,Delirium Reward Type: Divination Cards,5,5,Hardcore:1;Standard:4,Rare:3;Magic:1;Normal:1,Maps/Atlas2Maps:5,Delirium Reward Type: Divination Cards
enchantMods,Delirium Reward Type: Legion Items,5,5,Standard:5,Rare:3;Normal:2,Maps/Atlas2Maps:5,Delirium Reward Type: Legion Items
enchantMods,Minions summoned by Your Scout Towers have #% increased Damage,5,5,Standard:5,Rare:5,Rings/TopazRuby:2;Rings/Ring6:1;Rings/TopazSapphire:1,Minions summoned by Your Scout Towers have 25% increased Damage
enchantMods,#% increased Spark Projectile Speed,4,4,Standard:4,Rare:2;Normal:2,Armours/Helmets:4,20% increased Spark Projectile Speed
enchantMods,#% reduced Attribute Requirements,4,4,Standard:4,Rare:4,Armours/BodyArmours:3;Weapons/OneHandWeapons:1,40% reduced Attribute Requirements
enchantMods,Added Small Passive Skills grant: #% increased Damage Over Time with Bow Skills,4,4,Solo Self-Found:1;Standard:3,Normal:3;Rare:1,Jewels/NewGemBase3:4,Added Small Passive Skills grant: 12% increased Damage Over Time with Bow Skills
enchantMods,Added Small Passive Skills grant: #% increased Damage with Bows,4,4,Solo Self-Found:1;Standard:3,Normal:3;Rare:1,Jewels/NewGemBase3:4,Added Small Passive Skills grant: 12% increased Damage with Bows
enchantMods,Added Small Passive Skills grant: #% to Lightning Resistance,4,4,Solo Self-Found:1;Standard:3,Rare:3;Magic:1,Jewels/NewGemBase1:4,Added Small Passive Skills grant: +15% to Lightning Resistance
enchantMods,Allocates Combat Stamina,4,4,Standard:4,Rare:3;Unique:1,Amulets/Amulet7:1;Amulets/VoidcoreAmulet:1;Amulets/TalismanBlack5:1,Allocates Combat Stamina
enchantMods,Allocates Dreamer,4,4,Standard:4,Rare:4,Amulets/Amulet7:1;Amulets/AgateAmulet:1;Amulets/TalismanWhite8:1,Allocates Dreamer
enchantMods,Allocates Tranquility,4,4,Standard:4,Unique:3;Rare:1,Amulets/PresenceOfChayula:3;Amulets/TalismanWhite6:1,Allocates Tranquility
enchantMods,Delirium Reward Type: Fossils,4,4,Hardcore:1;Standard:3,Normal:4,Maps/Atlas2Maps:4,Delirium Reward Type: Fossils
enchantMods,Delirium Reward Type: Fragments,4,4,Solo Self-Found:1;Standard:3,Normal:3;Magic:1,Maps/Atlas2Maps:4,Delirium Reward Type: Fragments
enchantMods,Delirium Reward Type: Gems,4,4,Hardcore:1;Standard:3,Normal:3;Rare:1,Maps/Atlas2Maps:4,Delirium Reward Type: Gems
enchantMods,Determination has #% increased Mana Reservation Efficiency,4,4,Standard:4,Rare:3;Unique:1,Armours/Helmets:4,Determination has 20% increased Mana Reservation Efficiency
enchantMods,Explosive Arrow deals #% increased Damage,4,4,Standard:4,Rare:2;Unique:2,Armours/Helmets:4,Explosive Arrow deals 40% increased Damage
enchantMods,Grants #% increased Elemental Damage per #% Quality,4,4,Standard:4,Unique:2;Rare:2,Weapons/TwoHandWeapons:3;Weapons/OneHandWeapons:1,Grants 1% increased Elemental Damage per 2% Quality
enchantMods,Trigger Word of Flames on Hit,4,4,Solo Self-Found:1;Standard:3,Rare:3;Unique:1,Armours/Gloves:4,Trigger Word of Flames on Hit
enchantMods,Your Chilling Towers have #% increased Range,4,4,Standard:4,Rare:4,Rings/Empty-Socket:2;Rings/MoonstoneRing:1;Rings/AmethystRing:1,Your Chilling Towers have 25% increased Range
enchantMods,#% chance to Avoid being Stunned if you've Killed Recently,3,3,Standard:3,Rare:2;Unique:1,Armours/Boots:3,65% chance to Avoid being Stunned if you've Killed Recently
enchantMods,#% increased Attack Speed per #% Quality,3,3,Standard:3,Rare:2;Unique:1,Weapons/OneHandWeapons:2;Weapons/TwoHandWeapons:1,1% increased Attack Speed per 8% Quality
enchantMods,#% increased Corrupting Fever Duration,3,3,Standard:3,Rare:3,Armours/Helmets:3,30% increased Corrupting Fever Duration
enchantMods,#% increased Critical Strike Chance if you haven't Crit Recently,3,3,Standard:3,Unique:3,Armours/Boots:3,90% increased Critical Strike Chance if you haven't Crit Recently
enchantMods,#% increased Explicit Ailment Modifier magnitudes,3,3,Standard:3,Rare:3,Weapons/OneHandWeapons:2;Weapons/TwoHandWeapons:1,6% increased Explicit Ailment Modifier magnitudes
enchantMods,#% increased Explicit Chaos Modifier magnitudes,3,3,Standard:3,Rare:3,Weapons/OneHandWeapons:3,6% increased Explicit Chaos Modifier magnitudes
enchantMods,Added Small Passive Skills grant: Wand Attacks deal #% increased Damage with Hits and Ailments,3,3,Solo Self-Found:2;Standard:1,Rare:2;Magic:1,Jewels/NewGemBase3:3,Added Small Passive Skills grant: Wand Attacks deal 12% increased Damage with Hits and Ailments
enchantMods,Adds # to # Fire Damage,3,3,Solo Self-Found:2;Standard:1,Rare:3,Weapons/OneHandWeapons:3,Adds 8 to 17 Fire Damage
enchantMods,Allocates Annihilation,3,3,Standard:3,Rare:2;Unique:1,Armours/Helmets:1;Amulets/TalismanWhite4:1;Amulets/MonkeyPawTalisman:1,Allocates Annihilation
enchantMods,Allocates Arcane Potency,3,3,Standard:3,Rare:3,Amulets/Amulet3:1;Amulets/NewTalisman:1;Amulets/TalismanWhite4:1,Allocates Arcane Potency
enchantMods,Allocates Arsonist,3,3,Standard:3,Rare:3,Amulets/MarbleAmulet:1;Amulets/Amulet5:1;Amulets/NewTalisman3:1,Allocates Arsonist
enchantMods,Allocates Breath of Flames,3,3,Standard:3,Rare:3,Amulets/TalismanWhite7:1;Amulets/NewTalisman:1;Amulets/TalismanBlack2:1,Allocates Breath of Flames
enchantMods,Allocates Charisma,3,3,Standard:3,Unique:3,Amulets/Amulet36:1;Amulets/ShadowRay:1;Amulets/PresenceOfChayula:1,Allocates Charisma
enchantMods,Allocates Disciple of the Unyielding,3,3,Standard:3,Rare:3,Amulets/Amulet3:1;Amulets/TalismanBlack5:1;Amulets/TalismanWhite5:1,Allocates Disciple of the Unyielding
enchantMods,Allocates Freedom of Movement,3,3,Solo Self-Found:1;Standard:2,Rare:2;Unique:1,Amulets/Amulet3:1;Amulets/Amulet1:1;Amulets/UngilsHarmony:1,Allocates Freedom of Movement
enchantMods,Allocates Kinetic Impacts,3,3,Standard:3,Rare:3,Amulets/Amulet7:1;Amulets/TalismanWhite8:1;Amulets/TalismanWhite7:1,Allocates Kinetic Impacts
enchantMods,Allocates Lethality,3,3,Standard:3,Rare:2;Unique:1,Amulets/Amulet36:1;Amulets/AgateAmulet:1;Amulets/TalismanWhite5:1,Allocates Lethality
enchantMods,Allocates Primal Manifestation,3,3,Standard:3,Rare:3,Amulets/Amulet7:1;Amulets/TalismanWhite4:1;Amulets/TalismanWhite1:1,Allocates Primal Manifestation
enchantMods,Allocates Quickstep,3,3,Solo Self-Found:2;Standard:1,Rare:3,Amulets/TalismanBlack4:1;Amulets/Amulet2:1;Amulets/Amulet6:1,Allocates Quickstep
enchantMods,Allocates Relentless Pursuit,3,3,Standard:3,Rare:2;Unique:1,Armours/Helmets:1;Amulets/Amulet4:1;Amulets/NewTalisman3:1,Allocates Relentless Pursuit
enchantMods,Allocates Sacrifice,3,3,Standard:3,Rare:3,Amulets/TalismanRed3:1;Amulets/TalismanWhite3:1;Amulets/NewTalisman2:1,Allocates Sacrifice
enchantMods,Allocates Sanctuary,3,3,Standard:3,Rare:3,Amulets/TurquoiseAmulet:1;Amulets/Amulet4:1;Amulets/Amulet7:1,Allocates Sanctuary
enchantMods,Allocates Sentinel,3,3,Standard:3,Rare:3,Amulets/TalismanWhite8:2;Amulets/NewTalisman:1,Allocates Sentinel
enchantMods,Allocates Soul of Steel,3,3,Standard:3,Rare:3,Amulets/AgateAmulet:1;Amulets/TalismanBlack4:1;Amulets/NewTalisman3:1,Allocates Soul of Steel
enchantMods,Allocates Spiked Bulwark,3,3,Standard:3,Rare:2;Unique:1,Amulets/Amulet7:1;Amulets/TalismanWhite3:1;Amulets/Quid:1,Allocates Spiked Bulwark
enchantMods,Blight Monsters spawn #% faster,3,3,Standard:3,Normal:3,Maps/Atlas2Maps:3,Blight Monsters spawn 90% faster
enchantMods,Encounter duration is # seconds shorter,3,3,Standard:3,Normal:3,Maps/Atlas2Maps:3,Encounter duration is 150 seconds shorter
enchantMods,Explosive Trap causes # additional smaller explosions,3,3,Standard:3,Rare:3,Armours/Helmets:3,Explosive Trap causes 2 additional smaller explosions
enchantMods,Grants Level # Envy Skill,3,3,Standard:3,Normal:2;Magic:1,Weapons/OneHandWeapons:3,Grants Level 1 Envy Skill
enchantMods,Hatred has #% increased Mana Reservation Efficiency,3,3,Standard:3,Rare:3,Armours/Helmets:3,Hatred has 20% increased Mana Reservation Efficiency
enchantMods,Minions summoned by Your Summoning Towers have #% increased Damage,3,3,Solo Self-Found:1;Standard:2,Rare:3,Rings/SapphireRuby:1;Rings/TopazRuby:1;Rings/Ring7:1,Minions summoned by Your Summoning Towers have 25% increased Damage
enchantMods,Pride has #% increased Mana Reservation Efficiency,3,3,Standard:3,Rare:2;Unique:1,Armours/Helmets:3,Pride has 30% increased Mana Reservation Efficiency
enchantMods,Your Arc Towers deal #% increased Damage,3,3,Solo Self-Found:1;Standard:2,Rare:2;Unique:1,Rings/UberShaperRing:1;Rings/BoneRing:1;Rings/TopazSapphire:1,Your Arc Towers deal 25% increased Damage
enchantMods,Your Fireball Towers deal #% increased Damage,3,3,Solo Self-Found:2;Standard:1,Rare:3,Rings/MoonstoneRing:1;Rings/Ring6:1;Rings/TopazSapphire:1,Your Fireball Towers deal 25% increased Damage
enchantMods,#% increased Assassin's Mark Curse Effect,2,2,Standard:2,Magic:1;Rare:1,Armours/Helmets:2,30% increased Assassin's Mark Curse Effect
enchantMods,#% increased Dual Strike Critical Strike Chance,2,2,Standard:2,Rare:2,Armours/Helmets:2,90% increased Dual Strike Critical Strike Chance
enchantMods,#% increased Essence Drain Damage,2,2,Standard:2,Rare:2,Armours/Helmets:2,40% increased Essence Drain Damage
enchantMods,#% increased Explicit Critical Modifier magnitudes,2,2,Standard:2,Rare:2,Weapons/OneHandWeapons:2,6% increased Explicit Critical Modifier magnitudes
enchantMods,#% increased Explicit Life Modifier magnitudes,2,2,Standard:2,Rare:2,Armours/BodyArmours:2,6% increased Explicit Life Modifier magnitudes
enchantMods,#% increased Fire Trap Burning Damage,2,2,Standard:2,Rare:2,Armours/Helmets:2,60% increased Fire Trap Burning Damage
enchantMods,#% increased Flicker Strike Damage,2,2,Standard:2,Normal:1;Unique:1,Armours/Helmets:2,40% increased Flicker Strike Damage
enchantMods,#% increased Kinetic Blast Area of Effect,2,2,Standard:2,Rare:2,Armours/Helmets:2,16% increased Kinetic Blast Area of Effect
enchantMods,#% increased Lightning Arrow Damage,2,2,Standard:2,Rare:2,Armours/Helmets:2,40% increased Lightning Arrow Damage
enchantMods,#% increased Lightning Tendrils Damage,2,2,Standard:2,Rare:1;Unique:1,Armours/Helmets:2,25% increased Lightning Tendrils Damage
enchantMods,#% increased Molten Strike Area of Effect,2,2,Standard:2,Rare:2,Armours/Helmets:2,24% increased Molten Strike Area of Effect
enchantMods,#% increased Orb of Storms Area of Effect,2,2,Standard:2,Rare:2,Armours/Helmets:2,16% increased Orb of Storms Area of Effect
enchantMods,#% increased Punishment Curse Effect,2,2,Standard:2,Rare:2,Armours/Helmets:2,30% increased Punishment Curse Effect
enchantMods,#% increased Rage Vortex Area of Effect,2,2,Standard:2,Rare:2,Armours/Helmets:2,24% increased Rage Vortex Area of Effect
enchantMods,#% increased Shield Crush Damage,2,2,Standard:2,Rare:1;Magic:1,Armours/Helmets:2,40% increased Shield Crush Damage
enchantMods,#% increased Spectral Helix Projectile Speed,2,2,Standard:2,Unique:1;Rare:1,Armours/Helmets:2,30% increased Spectral Helix Projectile Speed
enchantMods,#% increased Tornado Shot Damage,2,2,Standard:2,Rare:2,Armours/Helmets:2,25% increased Tornado Shot Damage
enchantMods,#% reduced Lightning Warp Duration,2,2,Standard:2,Unique:1;Rare:1,Armours/Helmets:2,30% reduced Lightning Warp Duration
enchantMods,Added Small Passive Skills grant: #% Chance to Block Spell Damage,2,2,Solo Self-Found:2,Rare:1;Magic:1,Jewels/NewGemBase1:2,Added Small Passive Skills grant: 2% Chance to Block Spell Damage
enchantMods,Added Small Passive Skills grant: Channelling Skills deal #% increased Damage,2,2,Solo Self-Found:1;Standard:1,Magic:1;Rare:1,Jewels/NewGemBase2:2,Added Small Passive Skills grant: Channelling Skills deal 12% increased Damage
enchantMods,Adds # to # Cold Damage if you've been Hit Recently,2,2,Standard:2,Rare:2,Armours/Boots:2,Adds 45 to 68 Cold Damage if you've been Hit Recently
enchantMods,Allocates Acrimony,2,2,Solo Self-Found:1;Standard:1,Rare:2,Amulets/TalismanWhite2:1;Amulets/TurquoiseAmulet:1,Allocates Acrimony
enchantMods,Allocates Adamant,2,2,Standard:2,Rare:2,Amulets/NewTalisman:1;Amulets/TalismanRed6:1,Allocates Adamant
enchantMods,Allocates Ancestral Knowledge,2,2,Standard:2,Rare:2,Amulets/TalismanWhite5:1;Amulets/TalismanWhite1:1,Allocates Ancestral Knowledge
enchantMods,Allocates Arcane Capacitor,2,2,Standard:2,Rare:2,Amulets/TalismanWhite1:1;Amulets/TalismanRed1:1,Allocates Arcane Capacitor
enchantMods,Allocates Arcane Sanctuary,2,2,Solo Self-Found:1;Standard:1,Rare:2,Amulets/TalismanBlack5:1;Amulets/TalismanWhite1:1,Allocates Arcane Sanctuary
enchantMods,Allocates Blade Barrier,2,2,Standard:2,Rare:2,Amulets/TalismanRed8:1;Amulets/TalismanRed6:1,Allocates Blade Barrier
enchantMods,Allocates Blade Master,2,2,Standard:2,Rare:2,Amulets/TalismanBlack2:1;Amulets/TalismanWhite6:1,Allocates Blade Master
enchantMods,Allocates Burning Brutality,2,2,Standard:2,Rare:2,Amulets/TalismanWhite6:1;Amulets/TalismanRed3:1,Allocates Burning Brutality
enchantMods,Allocates Champion of the Cause,2,2,Standard:2,Rare:1;Unique:1,Amulets/Amulet5:1;Amulets/PresenceOfChayula:1,Allocates Champion of the Cause
enchantMods,Allocates Crackling Speed,2,2,Standard:2,Rare:2,Amulets/TalismanWhite5:1;Amulets/TalismanBlack3:1,Allocates Crackling Speed
enchantMods,Allocates Defiled Forces,2,2,Standard:2,Unique:1;Rare:1,Amulets/ShapersPresence:1;Amulets/TalismanWhite2:1,Allocates Defiled Forces
enchantMods,Allocates Depth Perception,2,2,Standard:2,Rare:2,Amulets/Amulet7:1;Amulets/TalismanWhite3:1,Allocates Depth Perception
enchantMods,Allocates Disciple of the Slaughter,2,2,Standard:2,Unique:1;Rare:1,Amulets/Malachai's BrillianceAmulet:1;Amulets/TalismanRed4:1,Allocates Disciple of the Slaughter
enchantMods,Allocates Discipline and Training,2,2,Standard:2,Unique:1;Rare:1,Amulets/Amulet36:1;Amulets/TalismanWhite4:1,Allocates Discipline and Training
enchantMods,Allocates Divine Fury,2,2,Standard:2,Rare:2,Amulets/TalismanRed1:1;Amulets/TalismanWhite5:1,Allocates Divine Fury
enchantMods,Allocates Elemental Focus,2,2,Standard:2,Unique:1;Rare:1,Amulets/WhispersofInfinity:1;Amulets/TalismanRed6:1,Allocates Elemental Focus
enchantMods,Allocates Essence Infusion,2,2,Solo Self-Found:1;Standard:1,Rare:2,Amulets/TalismanBlack4:1;Amulets/Amulet4:1,Allocates Essence Infusion
enchantMods,Allocates Ethereal Feast,2,2,Standard:2,Rare:2,Amulets/TalismanWhite8:2,Allocates Ethereal Feast
enchantMods,Allocates Exceptional Performance,2,2,Standard:2,Rare:2,Amulets/Amulet7:1;Amulets/TalismanWhite7:1,Allocates Exceptional Performance
enchantMods,Allocates Explosive Impact,2,2,Standard:2,Rare:2,Amulets/TalismanRed7:1;Amulets/TalismanBlack3:1,Allocates Explosive Impact
enchantMods,Allocates Fearsome Force,2,2,Standard:2,Rare:2,Amulets/Amulet4:1;Amulets/TalismanRed1:1,Allocates Fearsome Force
enchantMods,Allocates Fire Walker,2,2,Standard:2,Rare:2,Amulets/BluePearlAmulet:1;Amulets/TalismanWhite6:1,Allocates Fire Walker
enchantMods,Allocates Fury Bolts,2,2,Standard:2,Rare:2,Amulets/CitrineAmulet:2,Allocates Fury Bolts
enchantMods,Allocates Goliath,2,2,Standard:2,Rare:2,Amulets/TalismanBlack3:1;Amulets/NewTalisman3:1,Allocates Goliath
enchantMods,Allocates High Explosives,2,2,Standard:2,Rare:2,Amulets/TalismanWhite8:1;Amulets/DireClawTalisman:1,Allocates High Explosives
enchantMods,Allocates Hired Killer,2,2,Standard:2,Rare:2,Amulets/CitrineAmulet:1;Amulets/TalismanWhite5:1,Allocates Hired Killer
enchantMods,Allocates Infused,2,2,Standard:2,Rare:2,Amulets/TalismanBlack2:1;Amulets/TalismanWhite3:1,Allocates Infused
enchantMods,Allocates Merciless Skewering,2,2,Standard:2,Rare:2,Amulets/BluePearlAmulet:1;Amulets/Amulet7:1,Allocates Merciless Skewering
enchantMods,Allocates Overcharged,2,2,Standard:2,Unique:1;Rare:1,Amulets/AssassinUnique:1;Amulets/Amulet7:1,Allocates Overcharged
enchantMods,Allocates Perfectionist,2,2,Standard:2,Rare:2,Amulets/Amulet7:1;Amulets/TalismanWhite3:1,Allocates Perfectionist
enchantMods,Allocates Ravenous Horde,2,2,Standard:2,Rare:1;Unique:1,Amulets/CitrineAmulet:1;Amulets/ThePrimordialChain:1,Allocates Ravenous Horde
enchantMods,Allocates Resourcefulness,2,2,Standard:2,Rare:2,Amulets/TalismanBlack6:1;Amulets/TalismanWhite5:1,Allocates Resourcefulness
enchantMods,Allocates Saboteur,2,2,Standard:2,Unique:2,Armours/Helmets:2,Allocates Saboteur
enchantMods,Allocates Sanctum of Thought,2,2,Standard:2,Rare:2,Amulets/TurquoiseAmulet:1;Amulets/TalismanWhite2:1,Allocates Sanctum of Thought
enchantMods,Allocates Searing Heat,2,2,Standard:2,Rare:2,Amulets/TalismanWhite6:1;Amulets/TalismanWhite4:1,Allocates Searing Heat
enchantMods,Allocates Shamanistic Fury,2,2,Standard:2,Rare:2,Amulets/TalismanBlack6:1;Amulets/NewTalisman2:1,Allocates Shamanistic Fury
enchantMods,Allocates Sione's Ambition,2,2,Standard:2,Unique:2,Amulets/YokeOfSuffering:2,Allocates Sione's Ambition
enchantMods,Allocates Testudo,2,2,Standard:2,Unique:1;Rare:1,Amulets/Anvil:1;Amulets/TalismanBlack6:1,Allocates Testudo
enchantMods,Allocates Utmost Intellect,2,2,Standard:2,Rare:2,Amulets/NewTalisman3:2,Allocates Utmost Intellect
enchantMods,Allocates Wandslinger,2,2,Hardcore:1;Standard:1,Rare:2,Amulets/NewTalisman3:1;Amulets/Amulet7:1,Allocates Wandslinger
enchantMods,Allocates Watchtowers,2,2,Standard:2,Rare:1;Unique:1,Belts/SoulcordBelt:1;Amulets/Quid:1,Allocates Watchtowers
enchantMods,Allocates Way of the Warrior,2,2,Standard:2,Rare:2,Amulets/TalismanWhite3:1;Amulets/NewTalisman2:1,Allocates Way of the Warrior
enchantMods,Allocates Whirling Barrier,2,2,Standard:2,Rare:2,Amulets/TalismanWhite1:1;Amulets/TalismanWhite3:1,Allocates Whirling Barrier
enchantMods,"Allocates Wood, Stone, and Spell",2,2,Allflame:1;Standard:1,Unique:2,Amulets/MasterOfGems:1;Amulets/Malachai's BrillianceAmulet:1,"Allocates Wood, Stone, and Spell"
enchantMods,Anger has #% increased Mana Reservation Efficiency,2,2,Standard:2,Unique:1;Rare:1,Armours/Helmets:2,Anger has 30% increased Mana Reservation Efficiency
enchantMods,Arc deals #% increased Damage for each time it has Chained,2,2,Solo Self-Found:1;Standard:1,Rare:2,Armours/Helmets:2,Arc deals 8% increased Damage for each time it has Chained
enchantMods,Arcanist Brand has #% increased Cast Speed,2,2,Standard:2,Rare:2,Armours/Helmets:2,Arcanist Brand has 12% increased Cast Speed
enchantMods,Bane deals #% increased Damage,2,2,Solo Self-Found:2,Rare:2,Armours/Helmets:2,Bane deals 40% increased Damage
enchantMods,Bane has #% increased Area of Effect,2,2,Solo Self-Found:1;Standard:1,Unique:1;Rare:1,Armours/Helmets:2,Bane has 24% increased Area of Effect
enchantMods,Delirium Reward Type: Labyrinth Items,2,3,Standard:2,Rare:1;Magic:1,Maps/Atlas2Maps:2,Delirium Reward Type: Labyrinth Items
enchantMods,Delirium Reward Type: Scarabs,2,2,Standard:2,Normal:1;Rare:1,Maps/Atlas2Maps:2,Delirium Reward Type: Scarabs
enchantMods,Detonate Dead has a #% chance to detonate an additional corpse,2,2,Standard:2,Rare:2,Armours/Helmets:2,Detonate Dead has a 45% chance to detonate an additional corpse
enchantMods,Discipline has #% increased Mana Reservation Efficiency,2,2,Standard:2,Rare:2,Armours/Helmets:2,Discipline has 30% increased Mana Reservation Efficiency
enchantMods,General's Cry has # to maximum number of Mirage Warriors,2,2,Standard:2,Unique:2,Armours/Helmets:2,General's Cry has +1 to maximum number of Mirage Warriors
enchantMods,Grants # to Maximum Life per #% Quality,2,2,Standard:2,Unique:1;Rare:1,Armours/BodyArmours:2,Grants +1 to Maximum Life per 2% Quality
enchantMods,Haste has #% increased Mana Reservation Efficiency,2,2,Standard:2,Rare:2,Armours/Helmets:2,Haste has 20% increased Mana Reservation Efficiency
enchantMods,Herald of Ice has #% increased Mana Reservation Efficiency,2,2,Standard:2,Unique:1;Rare:1,Armours/Helmets:2,Herald of Ice has 60% increased Mana Reservation Efficiency
enchantMods,Herald of Purity has #% increased Mana Reservation Efficiency,2,2,Standard:2,Rare:2,Armours/Helmets:2,Herald of Purity has 50% increased Mana Reservation Efficiency
enchantMods,Incinerate has # to maximum stages,2,2,Standard:2,Unique:1;Rare:1,Armours/Helmets:2,Incinerate has +2 to maximum stages
enchantMods,Lightning Strike pierces # additional Targets,2,2,Standard:2,Rare:2,Armours/Helmets:2,Lightning Strike pierces 2 additional Targets
enchantMods,Lightning Trap Damage Penetrates #% Lightning Resistance,2,2,Standard:2,Rare:2,Armours/Helmets:2,Lightning Trap Damage Penetrates 10% Lightning Resistance
enchantMods,Minions summoned by Your Scout Towers inflict Malediction on Hit,2,2,Standard:2,Rare:2,Rings/Ring6:1;Rings/AmethystRing:1,Minions summoned by Your Scout Towers inflict Malediction on Hit
enchantMods,Molten Strike fires # additional Projectiles,2,2,Solo Self-Found:1;Standard:1,Rare:2,Armours/Helmets:2,Molten Strike fires 2 additional Projectiles
enchantMods,Plague Bearer Buff grants #% to Poison Damage over Time Multiplier while Infecting,2,2,Standard:2,Rare:2,Armours/Helmets:2,Plague Bearer Buff grants +12% to Poison Damage over Time Multiplier while Infecting
enchantMods,Purity of Elements has #% increased Mana Reservation Efficiency,2,2,Standard:2,Unique:1;Rare:1,Armours/Helmets:2,Purity of Elements has 30% increased Mana Reservation Efficiency
enchantMods,Quality does not increase Defences,2,2,Standard:2,Unique:1;Rare:1,Armours/BodyArmours:2,Quality does not increase Defences
enchantMods,Raised Spectres have #% increased Damage,2,2,Standard:2,Rare:2,Armours/Helmets:2,Raised Spectres have 25% increased Damage
enchantMods,Regenerate #% of Life per second if you were Hit Recently,2,2,Solo Self-Found:1;Standard:1,Rare:2,Armours/Boots:2,Regenerate 2% of Life per second if you were Hit Recently
enchantMods,Scourge Arrow has #% chance to Poison per Stage,2,2,Solo Self-Found:1;Standard:1,Rare:2,Armours/Helmets:2,Scourge Arrow has 8% chance to Poison per Stage
enchantMods,Seismic Trap releases an additional Wave,2,2,Standard:2,Rare:2,Armours/Helmets:2,Seismic Trap releases an additional Wave
enchantMods,Siege Ballista has #% increased Attack Speed,2,2,Standard:2,Rare:2,Armours/Helmets:2,Siege Ballista has 10% increased Attack Speed
enchantMods,Summoned Skitterbots have #% increased Area of Effect,2,2,Solo Self-Found:1;Standard:1,Rare:2,Armours/Helmets:2,Summoned Skitterbots have 90% increased Area of Effect
enchantMods,Toxic Rain fires # additional Arrow,2,2,Standard:2,Unique:1;Rare:1,Armours/Helmets:2,Toxic Rain fires 1 additional Arrow
enchantMods,Trigger Word of Light when you take a Critical Strike,2,2,Solo Self-Found:1;Standard:1,Rare:2,Armours/Gloves:2,Trigger Word of Light when you take a Critical Strike
enchantMods,Trigger Word of Thunder on Kill,2,2,Solo Self-Found:1;Standard:1,Rare:2,Armours/Gloves:2,Trigger Word of Thunder on Kill
enchantMods,Trigger Word of the Grave when your Skills or Minions Kill,2,2,Solo Self-Found:2,Rare:2,Armours/Gloves:2,Trigger Word of the Grave when your Skills or Minions Kill
enchantMods,Used when an adjacent Flask is used,2,2,Standard:2,Magic:1;Unique:1,Flasks/diamond:1;Flasks/PhantomBlood:1,Used when an adjacent Flask is used
enchantMods,Wintertide Brand has #% increased Chill Effect,2,2,Solo Self-Found:1;Standard:1,Rare:2,Armours/Helmets:2,Wintertide Brand has 40% increased Chill Effect
enchantMods,You take #% reduced Extra Damage from Critical Strikes if you've taken a Critical Strike Recently,2,2,Standard:2,Rare:2,Armours/Boots:2,You take 8% reduced Extra Damage from Critical Strikes if you've taken a Critical Strike Recently
enchantMods,Your Chilling Towers deal #% increased Damage,2,2,Solo Self-Found:1;Standard:1,Rare:2,Rings/Ring6:1;Rings/SapphireRuby:1,Your Chilling Towers deal 25% increased Damage
enchantMods,Your Scout Towers have #% increased Range,2,2,Allflame:1;Standard:1,Rare:1;Unique:1,Rings/AmethystRing:1;Rings/TheHungryLoop:1,Your Scout Towers have 25% increased Range
